time/episodes,rollout/success_rate,time/time_elapsed,rollout/ep_len_mean,time/fps,time/total_timesteps,rollout/ep_rew_mean,train/learning_rate,train/actor_loss,train/critic_loss,train/n_updates,train/ent_coef_loss,train/ent_coef
12050,1.0,18782,5.59,4,75666,-0.40900789000000004,0.001,0.14810606837272644,1.5511468518525362e-05,75565,0.8054313659667969,0.0031405596528202295
12060,1.0,18795,5.58,4,75719,-0.40772409,0.001,0.1921652853488922,1.584675192134455e-05,75618,0.12929125130176544,0.0031358415726572275
12070,1.0,18810,5.61,4,75778,-0.40543206000000004,0.001,0.16279450058937073,1.2221777978993487e-05,75677,-0.2882252037525177,0.0031466379296034575
12080,1.0,18823,5.56,4,75830,-0.39941811999999993,0.001,0.16466206312179565,1.2256086847628467e-05,75729,-0.02306404709815979,0.0031429100781679153
12090,1.0,18837,5.53,4,75887,-0.40201933999999995,0.001,0.13939759135246277,2.106513420585543e-05,75786,0.40620091557502747,0.0031514910515397787
12100,1.0,18853,5.59,4,75951,-0.40652417,0.001,0.16349396109580994,1.715984399197623e-05,75850,0.5788179039955139,0.0030900316778570414
12110,1.0,18866,5.6,4,76005,-0.4068461,0.001,0.15158163011074066,1.5737590729258955e-05,75904,0.7835463285446167,0.0031108534894883633
12120,1.0,18879,5.57,4,76055,-0.40103425000000004,0.001,0.1608843207359314,2.3669574147788808e-05,75954,0.35383927822113037,0.0031090339180082083
12130,1.0,18892,5.51,4,76109,-0.39547881999999995,0.001,0.16065412759780884,1.4438772268476896e-05,76008,0.47291299700737,0.0031290529295802116
12140,1.0,18905,5.47,4,76161,-0.39210750000000005,0.001,0.17043796181678772,1.073773546522716e-05,76060,-0.1220988929271698,0.003126341151073575
12150,1.0,18920,5.53,4,76219,-0.40003042000000005,0.001,0.16651500761508942,3.575842856662348e-05,76118,-0.4421459436416626,0.0031499452888965607
12160,1.0,18933,5.53,4,76272,-0.40167115000000003,0.001,0.15034839510917664,1.9727736798813567e-05,76171,-1.1817305088043213,0.0031302061397582293
12170,1.0,18948,5.55,4,76333,-0.40638744999999993,0.001,0.15534257888793945,1.3814926205668598e-05,76232,0.40881699323654175,0.0031299986876547337
12180,1.0,18962,5.59,4,76389,-0.41550549000000003,0.001,0.17573392391204834,1.653891922615003e-05,76288,-0.4756355285644531,0.0031418250873684883
12190,1.0,18976,5.58,4,76445,-0.40995611000000004,0.001,0.15544086694717407,1.7484650015830994e-05,76344,0.046655818819999695,0.0031403396278619766
12200,1.0,18992,5.55,4,76506,-0.4113682000000001,0.001,0.14611661434173584,8.456882824248169e-06,76405,-0.004721224308013916,0.0031321141868829727
12210,1.0,19007,5.62,4,76567,-0.41382062,0.001,0.15490511059761047,1.5221567082335241e-05,76466,-0.6438246369361877,0.0031240612734109163
12220,1.0,19021,5.69,4,76624,-0.41922576,0.001,0.15860214829444885,2.0700277673313394e-05,76523,-1.7759983539581299,0.00310612958855927
12230,1.0,19035,5.7,4,76679,-0.42173505000000006,0.001,0.15420474112033844,1.8607617676025257e-05,76578,-0.051791563630104065,0.0031336918473243713
12240,1.0,19051,5.83,4,76744,-0.42852902,0.001,0.15547242760658264,1.3328375644050539e-05,76643,-1.3849432468414307,0.003110205288976431
12250,1.0,19065,5.84,4,76803,-0.43234823,0.001,0.16488727927207947,1.584794335940387e-05,76702,-0.296973317861557,0.003106852527707815
12260,1.0,19079,5.87,4,76859,-0.4274445,0.001,0.1549856960773468,1.795394200598821e-05,76758,-0.3471336364746094,0.0030956966802477837
12270,1.0,19093,5.82,4,76915,-0.42212763000000003,0.001,0.14715154469013214,1.4225509403331671e-05,76814,0.3645980954170227,0.0031316678505390882
12280,1.0,19107,5.79,4,76968,-0.4168020400000001,0.001,0.1823362410068512,1.5292884199880064e-05,76867,-0.6289572715759277,0.0031232538167387247
12290,1.0,19120,5.77,4,77022,-0.41585811,0.001,0.1607772707939148,1.0163386832573451e-05,76921,0.27183955907821655,0.0031046236399561167
12300,1.0,19135,5.77,4,77083,-0.41402454000000005,0.001,0.16062253713607788,1.884859739220701e-05,76982,1.2095800638198853,0.003089337842538953
12310,1.0,19148,5.68,4,77135,-0.41100053,0.001,0.16209715604782104,2.5501492928015068e-05,77034,0.38610535860061646,0.0030903248116374016
12320,1.0,19162,5.67,4,77191,-0.41231051999999996,0.001,0.15364238619804382,1.5619531041011214e-05,77090,0.7011362314224243,0.0030927115585654974
12330,1.0,19176,5.66,4,77245,-0.41407772000000004,0.001,0.17254918813705444,1.5158362657530233e-05,77144,0.20500846207141876,0.003120074514299631
12340,1.0,19189,5.55,4,77299,-0.404989,0.001,0.15158981084823608,1.0608573575154878e-05,77198,0.698414146900177,0.003116568084806204
12350,1.0,19205,5.58,4,77361,-0.40548829,0.001,0.15341249108314514,1.390450051985681e-05,77260,-0.483002245426178,0.003130083903670311
12360,1.0,19220,5.63,4,77422,-0.4146418800000001,0.001,0.15880101919174194,1.8990485841641203e-05,77321,0.69193035364151,0.0031102439388632774
12370,1.0,19233,5.59,4,77474,-0.41276834,0.001,0.14541541039943695,2.8832160751335323e-05,77373,-0.8287392854690552,0.003126766299828887
12380,1.0,19247,5.62,4,77530,-0.40890208000000006,0.001,0.14958757162094116,1.80304232344497e-05,77429,-0.04386866092681885,0.003146435134112835
12390,1.0,19263,5.74,4,77596,-0.41682811000000003,0.001,0.14680621027946472,1.5216264728223905e-05,77495,-1.2399035692214966,0.0031159636564552784
12400,1.0,19276,5.64,4,77647,-0.40765936999999997,0.001,0.15180054306983948,3.053415275644511e-05,77546,0.792617917060852,0.0031256438232958317
12410,1.0,19290,5.67,4,77702,-0.4072753,0.001,0.17135213315486908,2.570134529378265e-05,77601,0.6613923907279968,0.0031420618761330843
12420,1.0,19303,5.63,4,77754,-0.40346733,0.001,0.15144845843315125,2.5385556000401266e-05,77653,-0.7314192056655884,0.0031308047473430634
12430,1.0,19316,5.62,4,77807,-0.4000956500000001,0.001,0.15763291716575623,2.2967136828810908e-05,77706,-0.1606857180595398,0.003096794942393899
12440,1.0,19329,5.61,4,77860,-0.40508121,0.001,0.1714697927236557,1.6294903616653755e-05,77759,0.19017790257930756,0.0031072362326085567
12450,1.0,19344,5.57,4,77918,-0.3997473699999999,0.001,0.16224558651447296,1.4933384591131471e-05,77817,0.46500030159950256,0.003139741951599717
12460,1.0,19358,5.52,4,77974,-0.39862464000000003,0.001,0.15223535895347595,2.061367194983177e-05,77873,0.21292534470558167,0.003143341513350606
12470,1.0,19374,5.67,4,78041,-0.40723749000000004,0.001,0.15061244368553162,2.4231070710811764e-05,77940,0.39314308762550354,0.003100950038060546
12480,1.0,19388,5.64,4,78094,-0.41366709999999995,0.001,0.1518259346485138,2.654289892234374e-05,77993,-0.242486834526062,0.0030968717765063047
12490,1.0,19403,5.58,4,78154,-0.4099182700000001,0.001,0.1669098436832428,1.7960301192943007e-05,78053,1.3408962488174438,0.003107387339696288
12500,1.0,19417,5.64,4,78211,-0.40765146,0.001,0.1542550027370453,1.761547537171282e-05,78110,-1.2039122581481934,0.0031071666162461042
12510,1.0,19430,5.61,4,78263,-0.40215042000000006,0.001,0.15861141681671143,2.29301967920037e-05,78162,0.12464167177677155,0.0031084499787539244
12520,1.0,19443,5.63,4,78317,-0.4072855699999999,0.001,0.16615138947963715,2.2628813894698396e-05,78216,0.11638595908880234,0.0031073475256562233
12530,1.0,19456,5.62,4,78369,-0.40524538,0.001,0.15607833862304688,1.8399281543679535e-05,78268,0.3062586784362793,0.0030815417412668467
12540,1.0,19471,5.67,4,78427,-0.40722484000000003,0.001,0.15680699050426483,1.5551746400888078e-05,78326,-0.34391582012176514,0.0030939802527427673
12550,1.0,19485,5.65,4,78483,-0.40565165999999997,0.001,0.15633216500282288,1.357456039841054e-05,78382,0.2082345187664032,0.00312201795168221
12560,1.0,19498,5.64,4,78538,-0.40189433999999996,0.001,0.15587501227855682,2.256098741781898e-05,78437,-1.0927436351776123,0.0031041395850479603
12570,1.0,19513,5.56,4,78597,-0.40041227,0.001,0.16179823875427246,1.1608184649958275e-05,78496,0.11007612943649292,0.0031088681425899267
12580,1.0,19527,5.6,4,78654,-0.39909856999999993,0.001,0.17483708262443542,1.0450768968439661e-05,78553,-0.2762071490287781,0.0031205310951918364
12590,1.0,19539,5.48,4,78702,-0.38771688,0.001,0.17119324207305908,2.127582411048934e-05,78601,-1.3889071941375732,0.003129324410110712
12600,1.0,19553,5.46,4,78757,-0.39482263,0.001,0.1643509715795517,1.357644305244321e-05,78656,-0.4614807665348053,0.0031221758108586073
12610,1.0,19566,5.47,4,78810,-0.3963954700000001,0.001,0.16325999796390533,1.1584012099774554e-05,78709,0.3990318775177002,0.003130304627120495
12620,1.0,19578,5.4,4,78857,-0.38606215,0.001,0.14975681900978088,1.0152487448067404e-05,78756,-0.5114324688911438,0.003110479563474655
12630,1.0,19593,5.47,4,78916,-0.3887110199999999,0.001,0.14862193167209625,1.3474903425958473e-05,78815,-0.03336357697844505,0.0031413412652909756
12640,1.0,19606,5.42,4,78969,-0.3826593,0.001,0.16325953602790833,1.6378746295231394e-05,78868,-0.7775553464889526,0.0031567777041345835
12650,1.0,19620,5.44,4,79027,-0.38831305999999993,0.001,0.1562199592590332,8.159209755831398e-06,78926,0.06619679927825928,0.0031272193882614374
12660,1.0,19634,5.44,4,79082,-0.38738666,0.001,0.15951600670814514,1.3157661669538356e-05,78981,-0.33091720938682556,0.0031247762963175774
12670,1.0,19648,5.41,4,79138,-0.38434366000000003,0.001,0.15988552570343018,1.2663411325775087e-05,79037,-0.4892551302909851,0.003101491369307041
12680,1.0,19662,5.4,4,79194,-0.38395744,0.001,0.15389804542064667,8.851897291606292e-06,79093,1.1235675811767578,0.0031022101175040007
12690,1.0,19677,5.51,4,79253,-0.38640518999999995,0.001,0.1560651659965515,1.240992423845455e-05,79152,0.004755795001983643,0.0031320068519562483
12700,1.0,19690,5.5,4,79307,-0.3833101599999999,0.001,0.1588088870048523,1.945093936228659e-05,79206,-0.7241247296333313,0.003140451852232218
12710,1.0,19704,5.51,4,79361,-0.38200227999999997,0.001,0.1604832261800766,2.0477607904467732e-05,79260,-0.5557347536087036,0.0031335349194705486
12720,1.0,19719,5.67,4,79424,-0.3976565199999999,0.001,0.15687349438667297,1.4202729289536364e-05,79323,0.3824477791786194,0.0031498039606958628
12730,1.0,19732,5.6,4,79476,-0.39385596999999994,0.001,0.17628717422485352,1.2076166967744939e-05,79375,0.2539287507534027,0.003150730859488249
12740,1.0,19747,5.65,4,79534,-0.39780209,0.001,0.16290365159511566,1.1567635738174431e-05,79433,-0.7426650524139404,0.003118738764896989
12750,1.0,19762,5.68,4,79595,-0.39907855000000003,0.001,0.17083331942558289,1.3588531146524474e-05,79494,1.1140004396438599,0.0031272058840841055
12760,1.0,19776,5.69,4,79651,-0.40135238000000006,0.001,0.16082826256752014,2.3063737899065018e-05,79550,0.18646293878555298,0.0031264068093150854
12770,1.0,19791,5.72,4,79710,-0.40692738,0.001,0.1567266434431076,4.14102578361053e-05,79609,0.7137615084648132,0.0030896442476660013
12780,1.0,19805,5.74,4,79768,-0.41077354000000005,0.001,0.1706051528453827,1.6055737432907335e-05,79667,0.7913861274719238,0.0031039072200655937
12790,1.0,19819,5.69,4,79822,-0.41278969000000004,0.001,0.16668379306793213,2.036824298556894e-05,79721,1.1932590007781982,0.0031080765184015036
12800,1.0,19832,5.7,4,79877,-0.41300163000000006,0.001,0.1826518177986145,1.865243939391803e-05,79776,-0.7618284225463867,0.00309395813383162
12810,1.0,19846,5.7,4,79931,-0.41483986000000006,0.001,0.16687941551208496,1.2587472156155854e-05,79830,0.5430570840835571,0.0031078688334673643
12820,1.0,19860,5.63,4,79987,-0.4148464200000001,0.001,0.14295682311058044,1.4743756764801219e-05,79886,-1.3332526683807373,0.0031369393691420555
12830,1.0,19874,5.66,4,80042,-0.41668872,0.001,0.15596649050712585,3.013300010934472e-05,79941,0.3397792875766754,0.00312407617457211
12840,1.0,19888,5.67,4,80101,-0.41745922,0.001,0.1771218627691269,3.749343886738643e-05,80000,-0.5452556014060974,0.0031147170811891556
12850,1.0,19903,5.64,4,80159,-0.41237556999999997,0.001,0.16560637950897217,2.2106425603851676e-05,80058,-0.07773663103580475,0.0031228684820234776
12860,1.0,19917,5.63,4,80214,-0.40695010000000004,0.001,0.1669580340385437,1.6465461158077233e-05,80113,-0.514560878276825,0.0031266543082892895
12870,1.0,19930,5.58,4,80268,-0.3989722499999999,0.001,0.1603579968214035,1.902987241919618e-05,80167,1.0691426992416382,0.0031389726791530848
12880,1.0,19943,5.51,4,80319,-0.3895162200000001,0.001,0.16759562492370605,2.360425060032867e-05,80218,-0.33633309602737427,0.003145988332107663
12890,1.0,19957,5.55,4,80377,-0.3957835,0.001,0.14467225968837738,1.532611349830404e-05,80276,-1.4488950967788696,0.003130147932097316
12900,1.0,19970,5.53,4,80430,-0.39649342000000004,0.001,0.17458385229110718,1.2469341527321376e-05,80329,0.23649856448173523,0.0031222414691001177
12910,1.0,19984,5.53,4,80484,-0.4037941199999999,0.001,0.1511208564043045,1.539582444820553e-05,80383,-0.2705591320991516,0.0031234356574714184
12920,1.0,19998,5.52,4,80539,-0.39972875,0.001,0.1655827909708023,1.8143626220989972e-05,80438,-0.7848160862922668,0.0031268615275621414
12930,1.0,20011,5.51,4,80593,-0.4063625900000001,0.001,0.15628457069396973,1.3720340575673617e-05,80492,-0.1098562479019165,0.0031390534713864326
12940,1.0,20025,5.46,4,80647,-0.40385482000000006,0.001,0.17935365438461304,1.8391872799838893e-05,80546,-0.9408923983573914,0.0031322920694947243
12950,1.0,20039,5.45,4,80704,-0.4020292599999999,0.001,0.16377833485603333,1.3699949704459868e-05,80603,0.4736003279685974,0.0031151047442108393
12960,1.0,20051,5.39,4,80753,-0.3975768,0.001,0.1830357015132904,1.2051910744048655e-05,80652,0.5186248421669006,0.0031008212827146053
12970,1.0,20065,5.4,4,80808,-0.39881309000000004,0.001,0.15489816665649414,1.6933156075538136e-05,80707,-0.11994507908821106,0.003108226228505373
12980,1.0,20079,5.45,4,80864,-0.40723693,0.001,0.17232748866081238,1.7097247109632008e-05,80763,0.9095160961151123,0.0030959092546254396
12990,1.0,20094,5.47,4,80924,-0.4078147,0.001,0.1737009584903717,1.7285165085922927e-05,80823,-0.49365314841270447,0.003098197979852557
13000,1.0,20108,5.51,4,80981,-0.41172646,0.001,0.1657850444316864,1.7458487491239794e-05,80880,-0.5756667852401733,0.003092797240242362
13010,1.0,20121,5.49,4,81033,-0.4030446899999999,0.001,0.16046229004859924,1.1088613973697647e-05,80932,0.5936461687088013,0.0030906491447240114
13020,1.0,20137,5.57,4,81096,-0.40873938000000004,0.001,0.15617875754833221,1.3879582184017636e-05,80995,-0.5993126034736633,0.003124749520793557
13030,1.0,20151,5.6,4,81153,-0.40780128,0.001,0.15819492936134338,1.551011882838793e-05,81052,-1.7270948886871338,0.0031122586224228144
13040,1.0,20165,5.62,4,81209,-0.41417729999999997,0.001,0.16840454936027527,8.991101822175551e-06,81108,-0.3297780454158783,0.0030890756752341986
13050,1.0,20178,5.58,4,81262,-0.41125845,0.001,0.15922695398330688,1.9454026187304407e-05,81161,-1.3319785594940186,0.00310906651429832
13060,1.0,20191,5.63,4,81316,-0.41867761000000003,0.001,0.14779254794120789,1.2163209248683415e-05,81215,-0.42292970418930054,0.00309996260330081
13070,1.0,20206,5.68,4,81376,-0.42240125,0.001,0.16096626222133636,1.2637387044378556e-05,81275,-0.164503812789917,0.003111832542344928
13080,1.0,20219,5.63,4,81427,-0.41900993,0.001,0.15894056856632233,8.300654371851124e-06,81326,0.42536473274230957,0.00311662326566875
13090,1.0,20233,5.57,4,81481,-0.41506582000000003,0.001,0.16901692748069763,2.287006464030128e-05,81380,-0.7155691385269165,0.0031148153357207775
13100,1.0,20246,5.55,4,81536,-0.41441356000000007,0.001,0.16496214270591736,1.26165823530755e-05,81435,0.4022829532623291,0.0030798171646893024
13110,1.0,20260,5.58,4,81591,-0.42345282999999995,0.001,0.1594131737947464,2.3614133169758134e-05,81490,0.07736346125602722,0.0030907317996025085
13120,1.0,20274,5.51,4,81647,-0.41399499,0.001,0.1505599319934845,1.1358969459251966e-05,81546,0.35463106632232666,0.0030958144925534725
13130,1.0,20289,5.55,4,81708,-0.4199195000000001,0.001,0.16500654816627502,2.75391575996764e-05,81607,0.5346781015396118,0.0030973264947533607
13140,1.0,20302,5.51,4,81760,-0.41319920999999993,0.001,0.1519751250743866,1.6811878595035523e-05,81659,-0.646381139755249,0.0031087761744856834
13150,1.0,20316,5.55,4,81817,-0.4152489,0.001,0.17855700850486755,8.936305675888434e-06,81716,0.28617268800735474,0.0031064245849847794
13160,1.0,20331,5.58,4,81874,-0.41381616,0.001,0.18252165615558624,1.6727481124689803e-05,81773,1.3017194271087646,0.003113339189440012
13170,1.0,20344,5.53,4,81929,-0.40914746,0.001,0.15108615159988403,1.945194526342675e-05,81828,-0.17912492156028748,0.003098100423812866
13180,1.0,20357,5.53,4,81980,-0.40767288999999995,0.001,0.1638178527355194,1.1259058737778105e-05,81879,0.8311569094657898,0.0030784280970692635
13190,1.0,20371,5.54,4,82035,-0.40802531,0.001,0.16194675862789154,1.65026358445175e-05,81934,0.10756815969944,0.003090428188443184
13200,1.0,20383,5.49,4,82085,-0.40108839,0.001,0.16287487745285034,1.421679826307809e-05,81984,0.242092102766037,0.0030927914194762707
13210,1.0,20397,5.48,4,82139,-0.3962595,0.001,0.15152885019779205,1.3574965123552829e-05,82038,0.22476330399513245,0.0031025356147438288
13220,1.0,20413,5.57,4,82204,-0.4056195300000001,0.001,0.16177192330360413,2.4150220269802958e-05,82103,-0.04494607448577881,0.00311569613404572
13230,1.0,20427,5.52,4,82260,-0.39386198,0.001,0.16700983047485352,1.873846304079052e-05,82159,-0.350872278213501,0.00309598445892334
13240,1.0,20440,5.54,4,82314,-0.39394218000000003,0.001,0.15222376585006714,1.265883201995166e-05,82213,0.4849066436290741,0.003078687936067581
13250,1.0,20455,5.55,4,82372,-0.39668806999999995,0.001,0.15320828557014465,1.0731982911238447e-05,82271,0.4047529101371765,0.0030961069278419018
13260,1.0,20468,5.5,4,82424,-0.39149876,0.001,0.1467132717370987,1.3181534086470492e-05,82323,-1.032746434211731,0.0031154167372733355
13270,1.0,20481,5.49,4,82478,-0.39092524000000006,0.001,0.14977958798408508,1.0500280950509477e-05,82377,0.24182891845703125,0.0031031849794089794
13280,1.0,20496,5.55,4,82535,-0.39471759,0.001,0.17342635989189148,1.407407398801297e-05,82434,-0.1576235592365265,0.0031265977304428816
13290,1.0,20510,5.56,4,82591,-0.39547050000000006,0.001,0.16121336817741394,1.3371445675147697e-05,82490,0.0026278048753738403,0.003127311822026968
13300,1.0,20523,5.62,4,82647,-0.40203731000000004,0.001,0.16591835021972656,1.4591853869205806e-05,82546,-0.46166083216667175,0.0031311616767197847
13310,1.0,20538,5.65,4,82704,-0.41158689000000004,0.001,0.1536722481250763,1.3390965250437148e-05,82603,0.20924249291419983,0.0031434751581400633
13320,1.0,20551,5.52,4,82756,-0.40175956,0.001,0.1528497040271759,1.945641270140186e-05,82655,0.5778926014900208,0.003119449596852064
13330,1.0,20564,5.51,4,82811,-0.40663142,0.001,0.15207594633102417,1.2874266758444719e-05,82710,-0.5942115783691406,0.0031447045039385557
13340,1.0,20579,5.54,4,82868,-0.40844781,0.001,0.15748576819896698,1.0199319149251096e-05,82767,-0.87358558177948,0.003129325807094574
13350,1.0,20594,5.59,4,82931,-0.42085961,0.001,0.1645423322916031,1.5387977327918634e-05,82830,-0.7702108025550842,0.003108787816017866
13360,1.0,20607,5.6,4,82984,-0.42660822,0.001,0.16347314417362213,1.6214082279475406e-05,82883,0.12852275371551514,0.003118206514045596
13370,1.0,20621,5.61,4,83039,-0.43012585000000003,0.001,0.15104256570339203,2.6288316803402267e-05,82938,0.26299411058425903,0.0031399293802678585
13380,1.0,20635,5.62,4,83097,-0.43456448000000003,0.001,0.1601632833480835,1.522668571851682e-05,82996,-0.535152018070221,0.003109920769929886
13390,1.0,20649,5.6,4,83151,-0.43018622,0.001,0.1501026749610901,1.4382509107235819e-05,83050,-0.4294511675834656,0.0031253874767571688
13400,1.0,20663,5.62,4,83209,-0.43091982,0.001,0.17011898756027222,2.0603180018952116e-05,83108,1.3061344623565674,0.0031088099349290133
13410,1.0,20676,5.58,4,83262,-0.42011714000000006,0.001,0.15364451706409454,1.6152891475940123e-05,83161,-0.6851718425750732,0.0030956610571593046
13420,1.0,20690,5.6,4,83316,-0.42338454999999997,0.001,0.13924697041511536,1.5180016816884745e-05,83215,-0.6727744340896606,0.003086326876655221
13430,1.0,20704,5.6,4,83371,-0.4212191900000001,0.001,0.15353943407535553,1.8149326933780685e-05,83270,0.2970145642757416,0.003088060999289155
13440,1.0,20718,5.61,4,83429,-0.42166704999999993,0.001,0.15363752841949463,1.7694674170343205e-05,83328,0.0777815580368042,0.0031196773052215576
13450,1.0,20733,5.56,4,83487,-0.41315803,0.001,0.14467883110046387,1.2793285350198857e-05,83386,-0.04640968143939972,0.00311558460816741
13460,1.0,20747,5.59,4,83543,-0.41705254,0.001,0.1587175577878952,2.2427500880439766e-05,83442,-0.15498197078704834,0.0031147231347858906
13470,1.0,20760,5.57,4,83596,-0.41495373999999996,0.001,0.160832941532135,1.2721377061097883e-05,83495,1.0520663261413574,0.0031100481282919645
13480,1.0,20774,5.57,4,83654,-0.41295139999999997,0.001,0.1539517194032669,1.161998625320848e-05,83553,-0.24172371625900269,0.003137024352326989
13490,1.0,20788,5.58,4,83709,-0.41371667,0.001,0.14709866046905518,1.0245198609482031e-05,83608,0.0980331227183342,0.003114454448223114
13500,1.0,20802,5.55,4,83764,-0.41174603000000004,0.001,0.15229210257530212,1.3511998986359686e-05,83663,-0.05553993582725525,0.0031345721799880266
13510,1.0,20814,5.52,4,83814,-0.4126967599999999,0.001,0.1543397307395935,1.1441178685345221e-05,83713,0.900592565536499,0.0031029069796204567
13520,1.0,20828,5.52,4,83868,-0.40722498,0.001,0.16161617636680603,1.8442609871271998e-05,83767,0.34613168239593506,0.0031195790506899357
13530,1.0,20840,5.47,4,83918,-0.40482677,0.001,0.14792650938034058,1.7808597476687282e-05,83817,-0.8261469602584839,0.003100843634456396
13540,1.0,20853,5.41,4,83970,-0.40598777999999996,0.001,0.17152924835681915,1.1879288649652153e-05,83869,0.14765644073486328,0.0031017055734992027
13550,1.0,20867,5.39,4,84026,-0.40549937,0.001,0.1566876918077469,1.4205418665369507e-05,83925,-0.6776328086853027,0.0031045053619891405
13560,1.0,20882,5.42,4,84085,-0.40547272,0.001,0.1561015248298645,2.895612851716578e-05,83984,0.7615882158279419,0.0031011318787932396
13570,1.0,20896,5.48,4,84144,-0.40725265000000005,0.001,0.1594931036233902,1.699645144981332e-05,84043,-0.49683070182800293,0.0030934743117541075
13580,1.0,20912,5.52,4,84206,-0.41040702999999995,0.001,0.14502450823783875,9.510100426268764e-06,84105,0.2639749348163605,0.003093210281804204
13590,1.0,20926,5.53,4,84262,-0.41625012000000006,0.001,0.16236060857772827,1.651297861826606e-05,84161,-0.24549035727977753,0.003098267363384366
13600,1.0,20940,5.53,4,84317,-0.4124849800000001,0.001,0.1571333259344101,1.984897789952811e-05,84216,-0.7233364582061768,0.0030918638221919537
13610,1.0,20952,5.54,4,84368,-0.41179834,0.001,0.14184413850307465,1.649436126172077e-05,84267,0.6425365209579468,0.0030963371973484755
13620,1.0,20966,5.55,4,84423,-0.41860358000000003,0.001,0.1669711321592331,1.8677808839129284e-05,84322,0.36489367485046387,0.003112715668976307
13630,1.0,20979,5.58,4,84476,-0.42012321999999996,0.001,0.16293863952159882,1.122019239119254e-05,84375,0.9525420665740967,0.0030985097400844097
13640,1.0,20993,5.6,4,84530,-0.41329225,0.001,0.16068711876869202,1.3267230315250345e-05,84429,-0.21985462307929993,0.003097549546509981
13650,1.0,21007,5.6,4,84586,-0.40796541000000003,0.001,0.1636713147163391,1.0450565241626464e-05,84485,-0.775629997253418,0.003103801980614662
13660,1.0,21020,5.53,4,84638,-0.40034264,0.001,0.1607321798801422,1.4527859093504958e-05,84537,1.4383351802825928,0.0030904060695320368
13670,1.0,21034,5.49,4,84693,-0.39810553,0.001,0.16101661324501038,1.7022251995513216e-05,84592,-0.31675752997398376,0.0031162963714450598
13680,1.0,21048,5.46,4,84752,-0.40000394,0.001,0.171712726354599,1.7154483430203982e-05,84651,1.2082550525665283,0.0031102097127586603
13690,1.0,21061,5.43,4,84805,-0.39281321999999996,0.001,0.17455974221229553,1.6625361240585335e-05,84704,0.21089927852153778,0.0031187254935503006
13700,1.0,21077,5.5,4,84867,-0.4002039699999999,0.001,0.15571658313274384,1.2670647265622392e-05,84766,0.03448265790939331,0.0030974994879215956
13710,1.0,21090,5.53,4,84921,-0.40430544999999996,0.001,0.1568084955215454,1.0193482012255117e-05,84820,0.04805323854088783,0.0031037977896630764
13720,1.0,21103,5.5,4,84973,-0.39818904999999993,0.001,0.154375821352005,1.0672662938304711e-05,84872,-1.0083305835723877,0.003105957992374897
13730,1.0,21119,5.6,4,85036,-0.40569964,0.001,0.15058863162994385,1.3745520845986903e-05,84935,0.3258904814720154,0.0030990666709840298
13740,1.0,21133,5.63,4,85093,-0.40829696,0.001,0.1606593132019043,1.5676392649766058e-05,84992,0.3534441292285919,0.003107175463810563
13750,1.0,21149,5.71,4,85157,-0.41119623,0.001,0.16918250918388367,1.4136270692688413e-05,85056,-0.1128157377243042,0.003109836019575596
13760,1.0,21165,5.81,4,85219,-0.42482935000000005,0.001,0.13528212904930115,1.085001349565573e-05,85118,0.8938432931900024,0.0031210966408252716
13770,1.0,21178,5.8,4,85273,-0.4262939899999999,0.001,0.17679353058338165,9.752885489433538e-06,85172,1.3623428344726562,0.003112873062491417
13780,1.0,21194,5.84,4,85336,-0.42897449000000004,0.001,0.1479550153017044,1.2131174116802868e-05,85235,0.7189661860466003,0.003111031372100115
13790,1.0,21207,5.86,4,85391,-0.42771094000000004,0.001,0.1588226854801178,1.1441459719208069e-05,85290,-0.4717971682548523,0.0031033731065690517
13800,1.0,21221,5.78,4,85445,-0.4270847900000001,0.001,0.1698247343301773,8.632874596514739e-06,85344,0.6015192270278931,0.0031271122861653566
13810,1.0,21235,5.8,4,85501,-0.42538808000000006,0.001,0.15803930163383484,1.9076265743933618e-05,85400,1.4262409210205078,0.0031374343670904636
13820,1.0,21249,5.85,4,85558,-0.43278534,0.001,0.1764717400074005,1.0608066077111289e-05,85457,-1.065490961074829,0.0031389023642987013
13830,1.0,21266,5.88,4,85624,-0.43194657,0.001,0.16216251254081726,1.5330349924624898e-05,85523,0.29781514406204224,0.0031367656774818897
13840,1.0,21279,5.87,4,85680,-0.43769496,0.001,0.15179969370365143,1.243167480424745e-05,85579,-0.566523551940918,0.0031267080921679735
13850,1.0,21294,5.81,4,85738,-0.44139494,0.001,0.16521677374839783,1.4815912436461076e-05,85637,-2.000389575958252,0.0030966680496931076
13860,1.0,21308,5.75,4,85794,-0.42986894,0.001,0.16373199224472046,1.4896316315571312e-05,85693,0.048448413610458374,0.0031129515264183283
13870,1.0,21322,5.77,4,85850,-0.43161876000000005,0.001,0.16877949237823486,2.205400596722029e-05,85749,1.4798606634140015,0.003122957656159997
13880,1.0,21335,5.68,4,85904,-0.41875291,0.001,0.15932053327560425,1.9321749277878553e-05,85803,0.7488576173782349,0.003120974637567997
13890,1.0,21350,5.71,4,85962,-0.42882117000000003,0.001,0.16849340498447418,1.2929174772580154e-05,85861,-0.2067756950855255,0.0031274131033569574
13900,1.0,21363,5.71,4,86016,-0.42172948,0.001,0.15962786972522736,1.2551761756185442e-05,85915,0.14879727363586426,0.0030873618088662624
