time/episodes,rollout/success_rate,time/time_elapsed,rollout/ep_len_mean,time/fps,time/total_timesteps,rollout/ep_rew_mean,train/learning_rate,train/actor_loss,train/critic_loss,train/n_updates,train/ent_coef_loss,train/ent_coef
3670,1.0,7123,5.62,4,28925,-0.39809458,0.001,0.13947829604148865,4.655923112295568e-05,28824,0.9226834774017334,0.0035343309864401817
3680,1.0,7137,5.65,4,28984,-0.40318389000000004,0.001,0.15371109545230865,3.659447975223884e-05,28883,0.2997220456600189,0.003519741352647543
3690,1.0,7151,5.64,4,29038,-0.3973713099999999,0.001,0.1314145028591156,3.428258060012013e-05,28937,1.316858172416687,0.0035570880863815546
3700,1.0,7165,5.58,4,29095,-0.39613587,0.001,0.13179422914981842,3.0732328013982624e-05,28994,-0.12987631559371948,0.003587709041312337
3710,1.0,7180,5.54,4,29153,-0.40234784000000007,0.001,0.17011824250221252,3.887576167471707e-05,29052,-0.003985270857810974,0.003561098361387849
3720,1.0,7195,5.63,4,29215,-0.40351001000000003,0.001,0.153304785490036,6.739342643413693e-05,29114,-0.8626740574836731,0.003508587833493948
3730,1.0,7210,5.68,4,29275,-0.41321308,0.001,0.17098212242126465,3.5340708564035594e-05,29174,-0.11380237340927124,0.003422459587454796
3740,1.0,7225,5.74,4,29335,-0.41770446000000006,0.001,0.15089190006256104,6.123431376181543e-05,29234,0.9101099967956543,0.003488665446639061
3750,1.0,7238,5.72,4,29389,-0.41666988000000005,0.001,0.16517549753189087,5.214542034082115e-05,29288,1.6188122034072876,0.003467954695224762
3760,1.0,7253,5.8,4,29447,-0.41580326999999995,0.001,0.14351028203964233,4.709391942014918e-05,29346,0.14229393005371094,0.0034644012339413166
3770,1.0,7266,5.75,4,29500,-0.41991855,0.001,0.14542748034000397,3.7638925277860835e-05,29399,0.16996048390865326,0.00348710548132658
3780,1.0,7279,5.7,4,29554,-0.41792700999999993,0.001,0.15503674745559692,3.797979297814891e-05,29453,-0.0942513644695282,0.003505490953102708
3790,1.0,7291,5.63,4,29601,-0.41388538999999996,0.001,0.15681764483451843,3.399883644306101e-05,29500,0.23459166288375854,0.003508191555738449
3800,1.0,7304,5.58,4,29653,-0.40893949999999996,0.001,0.15469413995742798,3.0172774131642655e-05,29552,0.9260484576225281,0.0035233732778578997
3810,1.0,7318,5.54,4,29707,-0.4027227299999999,0.001,0.1655174046754837,3.266993735451251e-05,29606,-0.35473936796188354,0.003562754485756159
3820,1.0,7331,5.44,4,29759,-0.39669048999999995,0.001,0.13429677486419678,3.3769978472264484e-05,29658,-0.7356396913528442,0.0035730216186493635
3830,1.0,7345,5.4,4,29815,-0.3912702899999999,0.001,0.158050537109375,5.328945189830847e-05,29714,1.1167149543762207,0.0035378397442400455
3840,1.0,7358,5.35,4,29870,-0.3868304700000001,0.001,0.15200309455394745,3.226810076739639e-05,29769,0.04377705603837967,0.0035303037147969007
3850,1.0,7371,5.31,4,29920,-0.38042449,0.001,0.17498737573623657,2.641004539327696e-05,29819,-0.06809031963348389,0.0034924070350825787
3860,1.0,7385,5.3,4,29977,-0.38540317,0.001,0.1501322090625763,2.8108275728300214e-05,29876,-0.3343566656112671,0.003549487330019474
3870,1.0,7398,5.3,4,30030,-0.38220767,0.001,0.14108499884605408,3.6033507058164105e-05,29929,1.3838828802108765,0.003536524251103401
3880,1.0,7411,5.27,4,30081,-0.37543708,0.001,0.15784141421318054,3.171020216541365e-05,29980,0.05727234482765198,0.003582592820748687
3890,1.0,7426,5.41,4,30142,-0.38550873,0.001,0.15189048647880554,3.624127930379473e-05,30041,-0.7263108491897583,0.0035942073445767164
3900,1.0,7440,5.46,4,30199,-0.39486631000000005,0.001,0.15535372495651245,3.850087523460388e-05,30098,-0.18201223015785217,0.0035195834934711456
3910,1.0,7454,5.48,4,30255,-0.39281320000000003,0.001,0.14398619532585144,3.471990203252062e-05,30154,-0.9887807965278625,0.003490852192044258
3920,1.0,7468,5.51,4,30310,-0.40148658000000004,0.001,0.14350321888923645,2.923660576925613e-05,30209,-0.31084537506103516,0.0035608471371233463
3930,1.0,7482,5.51,4,30366,-0.40374341999999996,0.001,0.16499567031860352,3.1316609238274395e-05,30265,-1.2299253940582275,0.0035505148116499186
3940,1.0,7496,5.5,4,30420,-0.40254537999999995,0.001,0.15860924124717712,5.81399945076555e-05,30319,-0.5469461679458618,0.003546665422618389
3950,1.0,7508,5.51,4,30471,-0.40768522000000007,0.001,0.17239193618297577,5.227274232311174e-05,30370,-0.49619561433792114,0.0035672609228640795
3960,1.0,7522,5.49,4,30526,-0.40502548000000005,0.001,0.16216637194156647,4.6494278649333864e-05,30425,-0.552884042263031,0.0035430900752544403
3970,1.0,7537,5.56,4,30586,-0.4127301199999999,0.001,0.15191057324409485,4.592272671288811e-05,30485,-0.9149306416511536,0.003496087621897459
3980,1.0,7551,5.6,4,30641,-0.41572703999999994,0.001,0.14500659704208374,3.96568575524725e-05,30540,0.9542661905288696,0.003454223508015275
3990,1.0,7566,5.59,4,30701,-0.4168997100000001,0.001,0.16792407631874084,3.199924321961589e-05,30600,-0.35138458013534546,0.003493532771244645
4000,1.0,7581,5.62,4,30761,-0.41354155,0.001,0.1350197196006775,3.9910861232783645e-05,30660,0.7313573956489563,0.0034577366895973682
4010,1.0,7594,5.59,4,30814,-0.41222319999999996,0.001,0.1590465009212494,5.303617945173755e-05,30713,0.252767950296402,0.0034811743535101414
4020,1.0,7608,5.6,4,30870,-0.40909687,0.001,0.16853319108486176,4.151940083829686e-05,30769,-0.39368367195129395,0.003519591875374317
4030,1.0,7622,5.59,4,30925,-0.4026030300000001,0.001,0.1683325469493866,3.324676799820736e-05,30824,0.3019934594631195,0.0034954457078129053
4040,1.0,7634,5.56,4,30976,-0.39624833000000004,0.001,0.16351044178009033,6.359467806760222e-05,30875,-0.0917409211397171,0.0035443389788269997
4050,1.0,7648,5.6,4,31031,-0.39665312999999996,0.001,0.16287389397621155,3.801964339800179e-05,30930,-0.8738626837730408,0.0035358970053493977
4060,1.0,7661,5.58,4,31084,-0.39624017,0.001,0.15824174880981445,3.150160046061501e-05,30983,0.016109958291053772,0.0035959745291620493
4070,1.0,7674,5.51,4,31137,-0.38696180999999996,0.001,0.15620309114456177,7.421962800435722e-05,31036,-0.7915701866149902,0.003558302763849497
4080,1.0,7688,5.51,4,31192,-0.38660396999999996,0.001,0.15217939019203186,4.2061346903210506e-05,31091,0.049420714378356934,0.0035143140703439713
4090,1.0,7703,5.49,4,31250,-0.39008525000000005,0.001,0.13290631771087646,3.9420032408088446e-05,31149,0.7775365114212036,0.0034932848066091537
4100,1.0,7717,5.46,4,31307,-0.38630267999999995,0.001,0.15215767920017242,3.175061283400282e-05,31206,-0.19784371554851532,0.0035311810206621885
4110,1.0,7731,5.51,4,31365,-0.38761444000000006,0.001,0.14442920684814453,3.975383151555434e-05,31264,-0.6013103723526001,0.003545317566022277
4120,1.0,7746,5.54,4,31424,-0.38720512999999995,0.001,0.1388181746006012,5.240540122031234e-05,31323,-1.1046868562698364,0.003544239094480872
4130,1.0,7761,5.59,4,31484,-0.39296986000000006,0.001,0.15129920840263367,6.434405804611742e-05,31383,0.38134846091270447,0.0035456777550280094
4140,1.0,7775,5.63,4,31539,-0.39627513000000003,0.001,0.1445375233888626,3.536025178618729e-05,31438,0.12010522186756134,0.003510755253955722
4150,1.0,7787,5.58,4,31589,-0.38935116000000014,0.001,0.14313718676567078,4.376982542453334e-05,31488,-1.0687991380691528,0.0034873979166150093
4160,1.0,7800,5.56,4,31640,-0.38204166000000006,0.001,0.17154407501220703,5.10025565745309e-05,31539,-0.45205458998680115,0.003441011067479849
4170,1.0,7814,5.6,4,31697,-0.3856614799999999,0.001,0.1513293832540512,4.439879921847023e-05,31596,0.46036264300346375,0.003433604259043932
4180,1.0,7828,5.63,4,31755,-0.3895053299999999,0.001,0.1573040932416916,2.773448795778677e-05,31654,0.9900826811790466,0.003454017685726285
4190,1.0,7841,5.55,4,31805,-0.37928813999999994,0.001,0.1664237082004547,3.2710413506720215e-05,31704,-0.14443792402744293,0.003513060975819826
4200,1.0,7855,5.53,4,31860,-0.38320004999999996,0.001,0.14962713420391083,4.437040479388088e-05,31759,-1.8175592422485352,0.0035102127585560083
4210,1.0,7869,5.52,4,31917,-0.38770765000000007,0.001,0.15047350525856018,3.698503860505298e-05,31816,0.3001890480518341,0.003482361324131489
4220,1.0,7881,5.43,4,31967,-0.38388374,0.001,0.1619953066110611,3.269200897193514e-05,31866,0.0483248233795166,0.003513188101351261
4230,1.0,7896,5.44,4,32028,-0.38922847,0.001,0.15504440665245056,3.318041854072362e-05,31927,-1.261337161064148,0.003539517056196928
4240,1.0,7910,5.42,4,32081,-0.3912524,0.001,0.17269137501716614,3.7588564737234265e-05,31980,1.080075740814209,0.003474895376712084
4250,1.0,7923,5.48,4,32137,-0.39775258999999996,0.001,0.15585201978683472,2.6795340090757236e-05,32036,-1.0274423360824585,0.0034823014866560698
4260,1.0,7937,5.52,4,32192,-0.41015835999999994,0.001,0.16381749510765076,3.0623574275523424e-05,32091,-0.0652768462896347,0.003454851219430566
4270,1.0,7951,5.52,4,32249,-0.41554399,0.001,0.15984126925468445,3.534034840413369e-05,32148,2.1504180431365967,0.00347645184956491
4280,1.0,7964,5.46,4,32301,-0.4108588,0.001,0.14916418492794037,4.932617594022304e-05,32200,-0.6443010568618774,0.0035298692528158426
4290,1.0,7977,5.49,4,32354,-0.4135454,0.001,0.14884167909622192,3.60498161171563e-05,32253,-1.0508841276168823,0.003509466303512454
4300,1.0,7990,5.46,4,32406,-0.4034182499999999,0.001,0.14566077291965485,3.4903092455351725e-05,32305,0.22341600060462952,0.0035340378526598215
4310,1.0,8005,5.47,4,32464,-0.39653512,0.001,0.15472017228603363,4.34289759141393e-05,32363,-2.037013292312622,0.003506311448290944
4320,1.0,8020,5.56,4,32523,-0.39953590999999994,0.001,0.16350361704826355,3.252530950703658e-05,32422,0.6997995972633362,0.003418600419536233
4330,1.0,8034,5.53,4,32581,-0.39490404000000007,0.001,0.1512754261493683,4.779965820489451e-05,32480,0.05459901690483093,0.003510827198624611
4340,1.0,8048,5.55,4,32636,-0.39150748,0.001,0.15927216410636902,4.146600986132398e-05,32535,0.4474044442176819,0.0034963428042829037
4350,1.0,8062,5.56,4,32693,-0.39034589,0.001,0.1605960577726364,3.6166238714940846e-05,32592,-0.07776570320129395,0.0035251311492174864
4360,1.0,8076,5.55,4,32747,-0.38697830999999994,0.001,0.1560758650302887,4.047273250762373e-05,32646,-1.76572585105896,0.0035143629647791386
4370,1.0,8088,5.48,4,32797,-0.37617796,0.001,0.1537015438079834,3.564321741578169e-05,32696,-0.7457061409950256,0.003523500869050622
4380,1.0,8104,5.59,4,32860,-0.38088701,0.001,0.19540536403656006,2.508838224457577e-05,32759,1.3060073852539062,0.0035439198836684227
4390,1.0,8117,5.61,4,32915,-0.38368171000000006,0.001,0.15559148788452148,2.7628644602373242e-05,32814,0.28158968687057495,0.003540521487593651
4400,1.0,8131,5.65,4,32971,-0.39511899,0.001,0.15683557093143463,2.9446997359627858e-05,32870,-0.5478708148002625,0.0034922221675515175
4410,1.0,8147,5.68,4,33032,-0.40161554000000005,0.001,0.1537860929965973,3.3939624699996784e-05,32931,0.11470389366149902,0.003487652400508523
4420,1.0,8162,5.7,4,33093,-0.4069435800000001,0.001,0.16405346989631653,3.9589431253261864e-05,32992,-0.09898541867733002,0.0034932049456983805
4430,1.0,8175,5.65,4,33146,-0.39870971,0.001,0.17018628120422363,3.398314584046602e-05,33045,-0.26586347818374634,0.0034992580767720938
4440,1.0,8190,5.7,4,33206,-0.40844630000000004,0.001,0.16202658414840698,3.452471355558373e-05,33105,0.05854825675487518,0.003504818771034479
4450,1.0,8205,5.72,4,33265,-0.4159576100000001,0.001,0.1452934741973877,3.578099131118506e-05,33164,0.587006688117981,0.003456957172602415
4460,1.0,8219,5.77,4,33324,-0.4178882099999999,0.001,0.17914319038391113,3.741391992662102e-05,33223,1.2989447116851807,0.0034723561257123947
4470,1.0,8235,5.88,4,33385,-0.43360928,0.001,0.13222044706344604,3.584158912417479e-05,33284,0.31070655584335327,0.0035023298114538193
4480,1.0,8249,5.82,4,33442,-0.43889237999999997,0.001,0.15948233008384705,6.93112233420834e-05,33341,0.8005260825157166,0.0035224040038883686
4490,1.0,8262,5.82,4,33497,-0.4367634600000001,0.001,0.14999862015247345,4.3388317862991244e-05,33396,0.5080780982971191,0.003509352682158351
4500,1.0,8276,5.8,4,33551,-0.43186149,0.001,0.16082875430583954,4.515032924246043e-05,33450,-0.14687642455101013,0.003446834394708276
4510,1.0,8291,5.81,4,33613,-0.43045582000000004,0.001,0.14732375741004944,2.970840796479024e-05,33512,1.7837061882019043,0.0033511987421661615
4520,1.0,8305,5.73,4,33666,-0.42392789000000003,0.001,0.15316429734230042,3.819833364104852e-05,33565,1.1670390367507935,0.0034121612552553415
4530,1.0,8318,5.73,4,33719,-0.42609486999999996,0.001,0.16336584091186523,4.2727166146505624e-05,33618,-0.2872379422187805,0.0034630384761840105
4540,1.0,8332,5.68,4,33774,-0.41904994000000007,0.001,0.15640972554683685,5.1929018809460104e-05,33673,-0.26325321197509766,0.003474713070318103
4550,1.0,8345,5.64,4,33829,-0.4158350999999999,0.001,0.1580754667520523,3.633654341683723e-05,33728,1.3159147500991821,0.0034683647099882364
4560,1.0,8359,5.6,4,33884,-0.41263432,0.001,0.1381230652332306,6.048672366887331e-05,33783,0.06606818735599518,0.003481481457129121
4570,1.0,8373,5.54,4,33939,-0.40464328999999993,0.001,0.15626507997512817,3.970601756009273e-05,33838,-0.3481375575065613,0.003430385375395417
4580,1.0,8386,5.52,4,33994,-0.3993574,0.001,0.1561509370803833,3.0393863198696636e-05,33893,-0.5571709871292114,0.003458508523181081
4590,1.0,8400,5.53,4,34050,-0.40074293000000005,0.001,0.15827207267284393,3.175808524247259e-05,33949,0.23058491945266724,0.0034831122029572725
4600,1.0,8414,5.52,4,34103,-0.39936146999999983,0.001,0.15889231860637665,2.287391180288978e-05,34002,0.6400906443595886,0.0035206156317144632
4610,1.0,8427,5.43,4,34156,-0.39506030000000003,0.001,0.15390419960021973,2.473826134519186e-05,34055,-1.0139548778533936,0.0035271707456558943
4620,1.0,8440,5.43,4,34209,-0.39418671999999993,0.001,0.16558486223220825,2.284844777022954e-05,34108,-1.5496435165405273,0.003524505766108632
4630,1.0,8454,5.47,4,34266,-0.40089164000000005,0.001,0.1568276733160019,2.3846063413657248e-05,34165,0.05597539246082306,0.0034920373000204563
4640,1.0,8468,5.49,4,34323,-0.39802887,0.001,0.14491936564445496,3.0757746571907774e-05,34222,0.06122365593910217,0.003502352861687541
4650,1.0,8481,5.46,4,34375,-0.39765637,0.001,0.15331536531448364,3.212090450688265e-05,34274,-0.1791766881942749,0.0035333132836967707
4660,1.0,8496,5.49,4,34433,-0.4006029100000001,0.001,0.1583189219236374,3.6207558878231794e-05,34332,0.039498984813690186,0.0035158630926162004
4670,1.0,8510,5.49,4,34488,-0.40108054000000004,0.001,0.14179280400276184,4.226446617394686e-05,34387,-1.7134699821472168,0.003470907686278224
4680,1.0,8525,5.55,4,34549,-0.3973755499999999,0.001,0.15500439703464508,2.3372147552436218e-05,34448,-0.32633447647094727,0.0034905988723039627
4690,1.0,8539,5.57,4,34607,-0.39939952999999995,0.001,0.16302797198295593,3.0644536309409887e-05,34506,-0.670199990272522,0.0034812523517757654
4700,1.0,8553,5.6,4,34663,-0.3993543899999999,0.001,0.13053156435489655,3.0091756343608722e-05,34562,0.17500534653663635,0.00348368170671165
4710,1.0,8567,5.61,4,34717,-0.40570989,0.001,0.13571035861968994,3.3670403354335576e-05,34616,-0.5584195256233215,0.003407064126804471
4720,1.0,8582,5.68,4,34777,-0.41121831,0.001,0.14913120865821838,3.593762085074559e-05,34676,-0.9290563464164734,0.0034424797631800175
4730,1.0,8596,5.67,4,34833,-0.40681038999999997,0.001,0.172746479511261,2.887310074584093e-05,34732,0.20919689536094666,0.0034555315505713224
4740,1.0,8610,5.66,4,34889,-0.41341708000000005,0.001,0.16309094429016113,3.156804450554773e-05,34788,-0.47796979546546936,0.0035215457901358604
4750,1.0,8623,5.7,4,34945,-0.4160004099999999,0.001,0.142643541097641,4.083378007635474e-05,34844,0.013576343655586243,0.003513593692332506
4760,1.0,8637,5.65,4,34998,-0.41357344000000007,0.001,0.1465630680322647,3.0104778488748707e-05,34897,-0.6235004663467407,0.0035185397136956453
4770,1.0,8650,5.62,4,35050,-0.4125356,0.001,0.13810867071151733,3.467265560175292e-05,34949,0.3229135274887085,0.003489207709208131
4780,1.0,8663,5.55,4,35104,-0.41336412,0.001,0.14315474033355713,3.78620061383117e-05,35003,0.24777983129024506,0.0034816740080714226
4790,1.0,8676,5.5,4,35157,-0.4123436,0.001,0.14351484179496765,3.3461692510172725e-05,35056,0.5844495296478271,0.003457473125308752
4800,1.0,8691,5.52,4,35215,-0.41917001,0.001,0.15063944458961487,2.440555181237869e-05,35114,1.204404354095459,0.0034320494160056114
4810,1.0,8705,5.54,4,35271,-0.41449361999999995,0.001,0.1671738624572754,2.6468283977010287e-05,35170,0.6504759192466736,0.003437678562477231
4820,1.0,8719,5.5,4,35327,-0.41633233,0.001,0.1466583013534546,3.0893090297468007e-05,35226,-0.38469797372817993,0.003428251249715686
4830,1.0,8731,5.43,4,35376,-0.4092334199999999,0.001,0.14555400609970093,2.7848222089232877e-05,35275,0.4654825031757355,0.0034423929173499346
4840,1.0,8744,5.41,4,35430,-0.4007456699999999,0.001,0.15972283482551575,2.9990058465045877e-05,35329,0.2422267496585846,0.0034317842219024897
4850,1.0,8758,5.38,4,35483,-0.39757312,0.001,0.14660710096359253,4.549546065391041e-05,35382,-1.196300745010376,0.0034576694015413523
4860,1.0,8770,5.35,4,35533,-0.39554474,0.001,0.14234516024589539,3.177797043463215e-05,35432,-0.10218483209609985,0.0034701249096542597
4870,1.0,8784,5.41,4,35591,-0.3950349799999999,0.001,0.15626221895217896,5.384429096011445e-05,35490,-0.9940005540847778,0.003466374007984996
4880,1.0,8799,5.45,4,35649,-0.40327504999999997,0.001,0.16076484322547913,5.491428601089865e-05,35548,-1.1167447566986084,0.0034691719338297844
4890,1.0,8813,5.5,4,35707,-0.4086392800000001,0.001,0.13907074928283691,3.51917406078428e-05,35606,0.09657695889472961,0.003404613584280014
4900,1.0,8827,5.46,4,35761,-0.40476091,0.001,0.14304396510124207,2.2695228835800663e-05,35660,-0.42020630836486816,0.0033964121248573065
4910,1.0,8842,5.5,4,35821,-0.40714088,0.001,0.15542104840278625,3.1836534617468715e-05,35720,0.7592294812202454,0.0034174255561083555
4920,1.0,8855,5.46,4,35873,-0.40009973000000004,0.001,0.15613557398319244,3.79892298951745e-05,35772,0.23385931551456451,0.0034772937651723623
4930,1.0,8869,5.55,4,35931,-0.40848766999999986,0.001,0.15008868277072906,2.612954267533496e-05,35830,-0.3644314408302307,0.0034930931869894266
4940,1.0,8882,5.51,4,35981,-0.40782236999999993,0.001,0.163836270570755,3.630771971074864e-05,35880,0.7812425494194031,0.0034861478488892317
4950,1.0,8896,5.57,4,36040,-0.41083740999999996,0.001,0.14784102141857147,2.050310285994783e-05,35939,-0.1390024870634079,0.0034965130034834146
4960,1.0,8911,5.64,4,36097,-0.4125239500000001,0.001,0.14835131168365479,4.483927114051767e-05,35996,1.0152215957641602,0.003477683523669839
4970,1.0,8925,5.64,4,36155,-0.41087735999999997,0.001,0.1365438997745514,2.997822593897581e-05,36054,0.41667303442955017,0.003470242489129305
4980,1.0,8938,5.59,4,36208,-0.39958596999999996,0.001,0.14754006266593933,3.967956581618637e-05,36107,0.2661527395248413,0.0034714986104518175
4990,1.0,8954,5.63,4,36270,-0.39568164000000006,0.001,0.15687257051467896,3.890185325872153e-05,36169,0.7528178691864014,0.0034342396538704634
5000,1.0,8968,5.66,4,36327,-0.39420697,0.001,0.17219729721546173,3.676852793432772e-05,36226,0.2260437160730362,0.003464364679530263
5010,1.0,8982,5.63,4,36384,-0.3942643300000001,0.001,0.15015378594398499,4.374137643026188e-05,36283,-1.4106929302215576,0.0034477433655411005
5020,1.0,8997,5.68,4,36441,-0.39984903999999993,0.001,0.15025441348552704,3.6943813029211015e-05,36340,0.8327593207359314,0.0034533145371824503
5030,1.0,9011,5.66,4,36497,-0.39814872,0.001,0.15824899077415466,3.133790596621111e-05,36396,-0.034665465354919434,0.003457296872511506
5040,1.0,9024,5.69,4,36550,-0.40496474,0.001,0.14437022805213928,3.407614349271171e-05,36449,-0.39959055185317993,0.003472559852525592
5050,1.0,9038,5.67,4,36607,-0.4056792,0.001,0.15242578089237213,3.105910582235083e-05,36506,-0.648308277130127,0.0034263997804373503
5060,1.0,9052,5.66,4,36663,-0.40838428,0.001,0.15603414177894592,2.554900129325688e-05,36562,0.3655032515525818,0.0034005865454673767
5070,1.0,9067,5.66,4,36721,-0.417217,0.001,0.1489492654800415,3.302874029031955e-05,36620,0.04009898006916046,0.0034325141459703445
5080,1.0,9081,5.71,4,36779,-0.42491213,0.001,0.15784214437007904,2.7420863261795603e-05,36678,1.3035398721694946,0.003436187282204628
5090,1.0,9097,5.74,4,36844,-0.43106770000000005,0.001,0.13747388124465942,2.635807504702825e-05,36743,1.0326626300811768,0.003484361106529832
5100,1.0,9111,5.7,4,36897,-0.42832967000000005,0.001,0.16128352284431458,2.4817676603561267e-05,36796,-1.1275310516357422,0.003497264813631773
5110,1.0,9124,5.67,4,36951,-0.42418966000000013,0.001,0.1500360071659088,2.0166804461041465e-05,36850,1.5923881530761719,0.003506421810016036
5120,1.0,9139,5.68,4,37009,-0.42708849,0.001,0.15360824763774872,3.0142420655465685e-05,36908,-0.5651838779449463,0.0035278822761029005
5130,1.0,9154,5.72,4,37069,-0.42286204,0.001,0.16291719675064087,4.225791053613648e-05,36968,-0.11480462551116943,0.0035294319968670607
5140,1.0,9169,5.8,4,37130,-0.42542779000000003,0.001,0.17072445154190063,2.2859403543407097e-05,37029,-0.07534722983837128,0.0035105289425700903
5150,1.0,9183,5.81,4,37188,-0.42262231,0.001,0.16570082306861877,3.406249743420631e-05,37087,0.8035297989845276,0.00349719962105155
5160,1.0,9197,5.8,4,37243,-0.4145438900000001,0.001,0.1628827154636383,2.0068006051587872e-05,37142,0.5408239960670471,0.003488380927592516
5170,1.0,9210,5.76,4,37297,-0.4057997300000001,0.001,0.14823248982429504,2.7246878744335845e-05,37196,-0.4316875636577606,0.003489291062578559
5180,1.0,9223,5.68,4,37347,-0.40108426,0.001,0.15381993353366852,7.045365055091679e-05,37246,-0.5287184715270996,0.003428243100643158
5190,1.0,9236,5.56,4,37400,-0.3862700700000001,0.001,0.14375561475753784,4.5987275370862335e-05,37299,0.8739762902259827,0.0033783891703933477
5200,1.0,9250,5.61,4,37458,-0.39272056000000005,0.001,0.15972784161567688,3.130553523078561e-05,37357,-0.34283164143562317,0.0033786019776016474
5210,1.0,9264,5.63,4,37514,-0.39569754999999995,0.001,0.15788358449935913,4.7710753278806806e-05,37413,0.9466214179992676,0.0034052387345582247
5220,1.0,9281,5.7,4,37579,-0.39801774,0.001,0.14184148609638214,2.1533107428695075e-05,37478,0.6797701716423035,0.00341635849326849
5230,1.0,9294,5.64,4,37633,-0.4047976999999999,0.001,0.15302512049674988,3.3675532904453576e-05,37532,-0.28338512778282166,0.003441459033638239
5240,1.0,9309,5.62,4,37692,-0.4050292100000001,0.001,0.16435281932353973,2.289896656293422e-05,37591,0.08732900023460388,0.0034477729350328445
5250,1.0,9323,5.61,4,37749,-0.40536468,0.001,0.14982250332832336,2.8998512789257802e-05,37648,0.3020826280117035,0.0034490982070565224
5260,1.0,9338,5.67,4,37810,-0.41509622,0.001,0.15672776103019714,2.828395736287348e-05,37709,-0.4129656255245209,0.003461729269474745
5270,1.0,9353,5.71,4,37868,-0.41919280000000003,0.001,0.16839027404785156,3.374430525582284e-05,37767,-0.0251266211271286,0.0034621930681169033
5280,1.0,9367,5.8,4,37927,-0.42500413000000004,0.001,0.15999434888362885,2.259685061289929e-05,37826,0.40054434537887573,0.0034211575984954834
5290,1.0,9382,5.84,4,37984,-0.43248712,0.001,0.14441925287246704,2.4295044568134472e-05,37883,-0.3983144164085388,0.003474260913208127
5300,1.0,9395,5.78,4,38036,-0.4251193200000001,0.001,0.1705736666917801,4.487250043894164e-05,37935,-0.9316756129264832,0.003449465148150921
5310,1.0,9410,5.84,4,38098,-0.42590764999999997,0.001,0.15514077246189117,1.9955883544753306e-05,37997,-0.23041895031929016,0.003399117849767208
5320,1.0,9424,5.73,4,38152,-0.42050793,0.001,0.16997376084327698,3.114782884949818e-05,38051,1.418684482574463,0.0034231776371598244
5330,1.0,9437,5.73,4,38206,-0.41728596,0.001,0.1641661524772644,2.304480949533172e-05,38105,-0.19192254543304443,0.003432463388890028
5340,1.0,9451,5.72,4,38264,-0.41740843000000005,0.001,0.16034501791000366,2.552240403019823e-05,38163,-1.1927653551101685,0.00343942828476429
5350,1.0,9465,5.7,4,38319,-0.4168085400000001,0.001,0.16961893439292908,1.7840860891737975e-05,38218,-0.1418723464012146,0.0034413556568324566
5360,1.0,9479,5.66,4,38376,-0.4188609600000001,0.001,0.16808101534843445,3.0336665076902136e-05,38275,-1.8966333866119385,0.003460395848378539
5370,1.0,9493,5.64,4,38432,-0.41626167000000003,0.001,0.1441691815853119,2.9697032005060464e-05,38331,-0.5554614663124084,0.003434293670579791
5380,1.0,9508,5.65,4,38492,-0.42035286000000005,0.001,0.16045603156089783,3.953884151997045e-05,38391,-1.720655083656311,0.003435040358453989
5390,1.0,9522,5.62,4,38546,-0.42322566,0.001,0.15309154987335205,2.5629713491071016e-05,38445,-0.10353642702102661,0.003424127819016576
5400,1.0,9534,5.59,4,38595,-0.41819769,0.001,0.15637893974781036,2.2255371732171625e-05,38494,-0.25981980562210083,0.0034605904947966337
5410,1.0,9548,5.54,4,38652,-0.41643651000000004,0.001,0.13917377591133118,9.180487541016191e-05,38551,1.6327658891677856,0.0034814318642020226
5420,1.0,9564,5.63,4,38715,-0.42425022999999995,0.001,0.15427953004837036,2.700227196328342e-05,38614,-1.4351074695587158,0.0033905883319675922
5430,1.0,9578,5.67,4,38773,-0.4279907899999999,0.001,0.1553393304347992,4.325405461713672e-05,38672,0.8231264352798462,0.0034001972526311874
5440,1.0,9592,5.65,4,38829,-0.4267560899999999,0.001,0.1474495232105255,3.599911724450067e-05,38728,0.5358366370201111,0.0033978731371462345
5450,1.0,9605,5.63,4,38882,-0.42471244999999996,0.001,0.15758219361305237,4.5493507059291005e-05,38781,0.480903685092926,0.0033988780342042446
5460,1.0,9619,5.61,4,38937,-0.41810986,0.001,0.15169483423233032,3.783101783483289e-05,38836,-0.5740289688110352,0.003383690258488059
5470,1.0,9633,5.62,4,38994,-0.42348455,0.001,0.15356162190437317,4.056487523484975e-05,38893,0.06798778474330902,0.0033685765229165554
5480,1.0,9648,5.61,4,39053,-0.4150024799999999,0.001,0.17410233616828918,2.849055454134941e-05,38952,-0.02362389862537384,0.0033458895049989223
5490,1.0,9662,5.63,4,39109,-0.41308377,0.001,0.15442433953285217,3.7330377381294966e-05,39008,-0.06671410799026489,0.0033988908398896456
5500,1.0,9676,5.69,4,39164,-0.42064749,0.001,0.16023270785808563,3.259404911659658e-05,39063,-1.3325896263122559,0.003414683975279331
5510,1.0,9689,5.66,4,39218,-0.42055893,0.001,0.16329802572727203,3.1763192964717746e-05,39117,2.1089096069335938,0.003425901522859931
5520,1.0,9702,5.54,4,39269,-0.40852453,0.001,0.16142764687538147,2.840104207280092e-05,39168,0.043098948895931244,0.0034177349880337715
5530,1.0,9714,5.45,4,39318,-0.39911586,0.001,0.1654656082391739,6.114082498243079e-05,39217,0.5758882164955139,0.0034202570095658302
