time/total_timesteps,time/time_elapsed,rollout/ep_len_mean,rollout/success_rate,rollout/ep_rew_mean,time/fps,time/episodes,train/critic_loss,train/n_updates,train/actor_loss,train/learning_rate
8447,2126,23.12,0.75,-1.23169671,3,920,0.0009284372645197436,8344,0.3911591370900472,0.001
8626,2174,21.34,0.79,-1.11585093,3,930,0.0009114001489554843,8522,0.35020706057548523,0.001
8692,2192,19.19,0.83,-1.0162601399999998,3,940,0.0007788017309004707,8589,0.35367447563580107,0.001
8771,2214,14.7,0.86,-0.8246321799999998,3,950,0.0010065698773938823,8671,0.33529273759235034,0.001
8891,2246,12.8,0.91,-0.7432665900000001,3,960,0.0007981107803061605,8787,0.31919401288032534,0.001
8957,2264,12.62,0.91,-0.7319649800000001,3,970,0.0010743892868049442,8853,0.31037403345108033,0.001
9015,2280,11.55,0.89,-0.6933325100000001,3,980,0.0008932384153013118,8915,0.30019568651914597,0.001
9114,2306,10.56,0.89,-0.6598678000000001,3,990,0.0007472626291148897,9011,0.2942956175122942,0.001
9217,2334,9.58,0.91,-0.63556691,3,1000,0.0007777908758725971,9111,0.2723856419324875,0.001
9302,2357,9.61,0.91,-0.6329050600000001,3,1010,0.0006445437237354261,9199,0.2674154554094587,0.001
9372,2376,9.25,0.92,-0.62245756,3,1020,0.0006074078701203689,9272,0.2535148734847705,0.001
9453,2398,8.27,0.92,-0.59274942,3,1030,0.0005020568966686439,9347,0.25410106205023253,0.001
9520,2417,8.28,0.92,-0.5887990899999999,3,1040,0.0004368877038359642,9416,0.24283646643161774,0.001
9575,2432,8.04,0.93,-0.57235351,3,1050,0.0004941560230993977,9472,0.2334858700633049,0.001
9631,2447,7.4,0.91,-0.55572558,3,1060,0.0003888565067124243,9528,0.22244184464216232,0.001
9687,2462,7.3,0.88,-0.55633468,3,1070,0.0004279745335225016,9587,0.22079622745513916,0.001
9752,2480,7.37,0.9,-0.5648081399999999,3,1080,0.0003518334498429405,9649,0.2199163500751768,0.001
9810,2495,6.96,0.89,-0.5538006200000001,3,1090,0.0003628487424326262,9706,0.21451574989727565,0.001
9876,2513,6.59,0.89,-0.53985568,3,1100,0.0002783940508379601,9774,0.1990185889105002,0.001
9950,2533,6.48,0.89,-0.5417326,3,1110,0.0002806054981192574,9847,0.19642717142899832,0.001
10003,2548,6.31,0.87,-0.5334014499999999,3,1120,0.000268463532847818,9900,0.198174017171065,0.001
10052,2561,5.99,0.86,-0.5232966999999998,3,1130,0.0002040102262981236,9950,0.19253194332122803,0.001
10122,2580,6.02,0.86,-0.5272329199999999,3,1140,0.0002542323782108724,10014,0.18086339235305787,0.001
10194,2600,6.19,0.87,-0.53697417,3,1150,0.00020764964574482292,10089,0.18255807273089886,0.001
10260,2618,6.29,0.88,-0.53648233,3,1160,0.00019017805503348688,10160,0.16955954262188502,0.001
10311,2631,6.24,0.88,-0.53652128,3,1170,0.0001572359396959655,10211,0.17516786605119705,0.001
10370,2647,6.18,0.87,-0.52913545,3,1180,0.0001892376790887543,10268,0.16411637834140233,0.001
10425,2662,6.15,0.87,-0.5268662799999999,3,1190,0.00017521691625006498,10325,0.16628108024597169,0.001
10475,2676,5.99,0.86,-0.51895132,3,1200,0.00015923584578558803,10373,0.17150247395038604,0.001
10523,2689,5.73,0.82,-0.51162181,3,1210,0.00015755982894916087,10421,0.17131273448467255,0.001
10588,2707,5.85,0.84,-0.5197728999999999,3,1220,0.00014879123409627937,10485,0.16315590341885886,0.001
10638,2720,5.86,0.85,-0.52254458,3,1230,0.00012670392170548438,10538,0.1633133888244629,0.001
10704,2738,5.82,0.83,-0.51988303,3,1240,0.00012808678972457224,10602,0.1619683379928271,0.001
10775,2758,5.81,0.82,-0.5161468600000001,3,1250,0.00014688072741801778,10672,0.15697270746414477,0.001
10837,2775,5.77,0.82,-0.51859729,3,1260,0.00015920100434284125,10733,0.15881490494523728,0.001
10896,2791,5.85,0.83,-0.5135849,3,1270,0.00012262329400982707,10794,0.15054121911525725,0.001
10946,2804,5.76,0.81,-0.51307123,3,1280,0.00012767260341206565,10844,0.1548216144243876,0.001
11002,2819,5.77,0.8,-0.51515938,3,1290,0.00010372482777004027,10898,0.1530643386973275,0.001
11075,2839,6.0,0.81,-0.52529494,3,1300,0.00011486645144032082,10969,0.1523046214133501,0.001
11132,2855,6.09,0.84,-0.52664712,3,1310,0.00010520657087909058,11029,0.15616357823212942,0.001
11187,2870,5.99,0.82,-0.5208481500000001,3,1320,9.47527340031229e-05,11084,0.1517532378435135,0.001
11249,2887,6.11,0.84,-0.51917168,3,1330,0.00010314271224030693,11146,0.15422000416687556,0.001
11310,2903,6.06,0.85,-0.52101394,3,1340,0.0001231265659953351,11207,0.15541080944240093,0.001
11364,2918,5.89,0.85,-0.5171406199999999,3,1350,0.0001017591845690428,11262,0.14939026534557343,0.001
11425,2934,5.88,0.86,-0.5131316199999999,3,1360,9.42171027418226e-05,11323,0.156341615319252,0.001
11483,2950,5.87,0.88,-0.5165638900000001,3,1370,0.00010973051515369055,11380,0.14678563674290976,0.001
11547,2968,6.01,0.9,-0.5228915800000001,3,1380,9.870001979704414e-05,11445,0.14905261993408203,0.001
11608,2984,6.06,0.92,-0.52733623,3,1390,7.956746958370786e-05,11505,0.14993109554052353,0.001
11665,3000,5.9,0.92,-0.52240646,3,1400,8.256958972197026e-05,11562,0.1501169092953205,0.001
11718,3014,5.86,0.92,-0.51642203,3,1410,8.317543542943895e-05,11619,0.14332785904407502,0.001
11771,3029,5.84,0.9,-0.51839962,3,1420,9.477878847974353e-05,11671,0.15539518743753433,0.001
11825,3043,5.76,0.87,-0.5168190500000001,3,1430,8.630655186910492e-05,11722,0.14383820444345474,0.001
11877,3058,5.67,0.86,-0.50925483,3,1440,0.00010301352328193995,11775,0.1491271381576856,0.001
11945,3076,5.81,0.87,-0.51382924,3,1450,6.223024902283215e-05,11841,0.14565736651420594,0.001
11998,3090,5.73,0.85,-0.5099109700000001,3,1460,7.04889462213032e-05,11894,0.15682974457740784,0.001
12051,3105,5.68,0.84,-0.5097892500000001,3,1470,7.760218917004143e-05,11949,0.14866744975248972,0.001
12107,3120,5.6,0.85,-0.50710765,3,1480,7.990577190260713e-05,12004,0.15019320944945017,0.001
12168,3136,5.6,0.86,-0.5031944700000001,3,1490,7.550738761589552e-05,12066,0.15533281614383063,0.001
12226,3152,5.61,0.85,-0.5038165099999999,3,1500,7.107328419806436e-05,12124,0.14385529458522797,0.001
12285,3168,5.67,0.85,-0.50744644,3,1510,7.643163262400776e-05,12181,0.14181602299213408,0.001
12337,3183,5.66,0.9,-0.50049363,3,1520,7.981300829366471e-05,12235,0.1407976970076561,0.001
12388,3196,5.63,0.91,-0.5008918299999999,3,1530,8.854628322296776e-05,12285,0.14886661370595297,0.001
12438,3210,5.61,0.9,-0.5050718399999999,3,1540,7.390722627557504e-05,12335,0.1533196767171224,0.001
12491,3224,5.46,0.88,-0.49402937999999996,3,1550,6.785067065114465e-05,12389,0.1497048685948054,0.001
12548,3240,5.5,0.89,-0.49454421000000004,3,1560,8.148348424583674e-05,12444,0.15122298300266265,0.001
12609,3257,5.58,0.89,-0.50227446,3,1570,6.708880391670391e-05,12509,0.14238821156322956,0.001
12663,3271,5.56,0.88,-0.49713983000000006,3,1580,6.483187280537095e-05,12561,0.15246868630250296,0.001
12723,3287,5.55,0.87,-0.49540628,3,1590,7.774122241244186e-05,12621,0.14577344805002213,0.001
12784,3304,5.58,0.88,-0.5027009699999999,3,1600,6.92798306166272e-05,12681,0.1440403958161672,0.001
12839,3319,5.54,0.87,-0.50497875,3,1610,7.235960462518658e-05,12739,0.1531258299946785,0.001
12893,3334,5.56,0.85,-0.51045552,3,1620,7.112283249928926e-05,12793,0.1499613399306933,0.001
12953,3350,5.65,0.87,-0.51595603,3,1630,7.800859384587966e-05,12849,0.1497600351770719,0.001
13002,3363,5.64,0.88,-0.51773625,3,1640,6.550343581087266e-05,12900,0.14612897237141928,0.001
13060,3379,5.69,0.89,-0.5246882700000001,3,1650,7.488552409995464e-05,12958,0.14907758124172688,0.001
13121,3396,5.73,0.9,-0.5285200999999999,3,1660,6.142730853753164e-05,13017,0.14504575977722803,0.001
13179,3411,5.7,0.91,-0.52229641,3,1670,6.593194276709775e-05,13076,0.14197223314217158,0.001
13235,3427,5.72,0.9,-0.52511458,3,1680,5.533321624776969e-05,13132,0.14452467362085977,0.001
13284,3440,5.61,0.88,-0.5204995299999999,3,1690,4.720063831579561e-05,13182,0.15200636784235635,0.001
13341,3455,5.57,0.88,-0.5082805,3,1700,6.506260397145524e-05,13238,0.14326416552066804,0.001
13398,3471,5.59,0.9,-0.50917702,3,1710,6.385189190041273e-05,13296,0.1507652908563614,0.001
13455,3486,5.62,0.92,-0.5119234100000001,3,1720,5.866493156645447e-05,13351,0.14761549830436707,0.001
13511,3502,5.58,0.91,-0.50864876,3,1730,6.972282062633894e-05,13407,0.1539030432701111,0.001
13562,3515,5.6,0.92,-0.5009438799999999,3,1740,5.292313168562638e-05,13459,0.1476354772845904,0.001
13617,3530,5.57,0.93,-0.50051941,3,1750,6.276714339037426e-05,13515,0.14815928936004638,0.001
13676,3547,5.55,0.92,-0.50141041,3,1760,4.9482667236588895e-05,13573,0.14937032759189606,0.001
13726,3560,5.47,0.91,-0.4933386099999999,3,1770,5.9783591132145376e-05,13624,0.1488538771867752,0.001
13783,3576,5.48,0.93,-0.48937372999999995,3,1780,7.628540333826095e-05,13677,0.14137977734208107,0.001
13835,3590,5.51,0.95,-0.49375516999999997,3,1790,4.90896578412503e-05,13733,0.15005309581756593,0.001
13888,3604,5.47,0.94,-0.49306487,3,1800,8.312032878166065e-05,13786,0.14214904109636942,0.001
13939,3618,5.41,0.93,-0.48732509,3,1810,5.142470763530582e-05,13836,0.15084403455257417,0.001
13992,3633,5.37,0.92,-0.48767498000000004,3,1820,5.266080673512382e-05,13890,0.1473340541124344,0.001
14048,3648,5.37,0.92,-0.49055312,3,1830,6.262279130169191e-05,13945,0.14610615670681,0.001
14105,3663,5.43,0.93,-0.49067659999999996,3,1840,6.167022002045996e-05,14003,0.1500250231474638,0.001
14158,3678,5.41,0.93,-0.48281993999999995,3,1850,5.405030242400244e-05,14055,0.15001485049724578,0.001
14212,3693,5.36,0.93,-0.47623663000000005,3,1860,5.495017467183061e-05,14108,0.14957354962825775,0.001
14274,3709,5.48,0.94,-0.49053466,3,1870,4.020221656121846e-05,14171,0.14823492297104426,0.001
14326,3724,5.43,0.93,-0.49269673000000014,3,1880,5.9465275019950546e-05,14224,0.1461020385225614,0.001
14386,3740,5.51,0.93,-0.49846636999999994,3,1890,5.997395176867334e-05,14283,0.1515620450178782,0.001
14436,3754,5.48,0.91,-0.49571653,3,1900,5.5638693447690456e-05,14337,0.148634472489357,0.001
14488,3768,5.49,0.91,-0.49540830999999996,3,1910,4.550301528070122e-05,14385,0.14970596134662628,0.001
14542,3782,5.5,0.91,-0.49265757,3,1920,5.408242723206058e-05,14437,0.1448714852333069,0.001
14597,3797,5.49,0.92,-0.48771201999999986,3,1930,4.6133825283808015e-05,14494,0.13782930622498193,0.001
14653,3813,5.48,0.92,-0.48953982999999995,3,1940,6.125319487182423e-05,14551,0.14286240935325623,0.001
14706,3827,5.48,0.92,-0.49632718,3,1950,4.609034931490896e-05,14604,0.1489412970840931,0.001
14753,3840,5.41,0.9,-0.49413632999999996,3,1960,3.686047602968756e-05,14651,0.14890031516551971,0.001
14802,3853,5.28,0.88,-0.48539946000000006,3,1970,4.945837281411514e-05,14699,0.15091199278831482,0.001
14856,3868,5.3,0.88,-0.48611844,3,1980,4.43770841229707e-05,14752,0.14965112507343292,0.001
14912,3883,5.26,0.89,-0.48434364,3,1990,5.151385994395241e-05,14809,0.1462319552898407,0.001
14968,3898,5.32,0.92,-0.49498481000000005,3,2000,4.694078961620107e-05,14865,0.152630752325058,0.001
15024,3913,5.36,0.92,-0.50011175,3,2010,9.53649910765567e-05,14921,0.15004353012357438,0.001
15082,3929,5.4,0.92,-0.50257007,3,2020,5.2463950331522415e-05,14979,0.1468238660267421,0.001
15139,3945,5.42,0.92,-0.5111878200000001,3,2030,4.5630097398922466e-05,15036,0.14094842225313187,0.001
15191,3959,5.38,0.91,-0.5154643,3,2040,3.379720510565676e-05,15088,0.16449861973524094,0.001
15241,3972,5.35,0.89,-0.51342418,3,2050,3.494100965326652e-05,15138,0.14939647316932678,0.001
15298,3988,5.45,0.92,-0.52255428,3,2060,4.852263070157884e-05,15195,0.1405896097421646,0.001
15352,4003,5.5,0.93,-0.52755636,3,2070,3.4600331127876414e-05,15249,0.1457323133945465,0.001
15405,4017,5.49,0.92,-0.52707897,3,2080,4.6925894275773315e-05,15302,0.14995644390583038,0.001
15457,4031,5.45,0.91,-0.52581364,3,2090,3.9353390872877624e-05,15357,0.1427426508494786,0.001
15512,4046,5.44,0.91,-0.5229941300000001,3,2100,5.0373766498523764e-05,15409,0.1476656049489975,0.001
15565,4060,5.41,0.91,-0.5181023899999999,3,2110,4.8495644296053794e-05,15462,0.15594374537467956,0.001
15623,4076,5.41,0.92,-0.5164258,3,2120,3.988695152656874e-05,15521,0.14744498953223228,0.001
15679,4092,5.4,0.91,-0.51281985,3,2130,4.6944427595008165e-05,15577,0.14866346617539725,0.001
15734,4106,5.43,0.91,-0.51044151,3,2140,4.642683416022919e-05,15631,0.1511121243238449,0.001
15783,4120,5.42,0.91,-0.5038019899999999,3,2150,3.465958191857984e-05,15683,0.15160022675991058,0.001
15840,4135,5.42,0.9,-0.50245741,3,2160,3.4430041705491024e-05,15736,0.15577822625637056,0.001
15900,4151,5.48,0.91,-0.49605056999999997,3,2170,7.099341819412075e-05,15798,0.1495407611131668,0.001
15950,4165,5.45,0.92,-0.49556453,3,2180,4.526071552390931e-05,15847,0.15056087573369345,0.001
16000,4179,5.43,0.91,-0.49227577999999994,3,2190,4.945358705299441e-05,15898,0.1456402987241745,0.001
16050,4192,5.38,0.89,-0.48776869,3,2200,3.7124185317744764e-05,15948,0.15659634981836593,0.001
16099,4206,5.34,0.88,-0.48657610000000007,3,2210,3.270444358349778e-05,15997,0.14798170030117036,0.001
16155,4221,5.32,0.88,-0.48478066000000003,3,2220,2.9164379157009535e-05,16053,0.14795950353145598,0.001
16207,4235,5.28,0.88,-0.48304062000000003,3,2230,4.4248648919165134e-05,16105,0.1450410857796669,0.001
16258,4249,5.24,0.88,-0.47672064999999997,3,2240,3.793718678934965e-05,16156,0.14635654538869858,0.001
16304,4261,5.21,0.88,-0.47690484,3,2250,4.087918750883546e-05,16202,0.1516845847169558,0.001
16348,4273,5.08,0.85,-0.47291963000000004,3,2260,3.5755301723838784e-05,16245,0.1512867659330368,0.001
16398,4287,4.98,0.83,-0.47430008,3,2270,5.928474638494663e-05,16295,0.1571520447731018,0.001
16452,4302,5.02,0.83,-0.4757025000000001,3,2280,3.325311736261938e-05,16352,0.15022750794887543,0.001
16508,4317,5.08,0.85,-0.47927470000000005,3,2290,4.923368656558783e-05,16405,0.15394950338772365,0.001
16564,4332,5.14,0.86,-0.48507309,3,2300,3.264528240833897e-05,16462,0.15552256107330323,0.001
16622,4348,5.23,0.88,-0.48944399999999993,3,2310,3.4576369216665626e-05,16519,0.14722667137781778,0.001
16673,4362,5.18,0.86,-0.48676311999999994,3,2320,4.250739730196074e-05,16571,0.1526882141828537,0.001
16724,4375,5.17,0.85,-0.4831357400000001,3,2330,2.787837850822446e-05,16624,0.14944844941298166,0.001
16782,4391,5.24,0.86,-0.49427113999999994,3,2340,3.6002214619657026e-05,16680,0.1504919022321701,0.001
16835,4406,5.31,0.88,-0.50122597,3,2350,4.3746179289883e-05,16733,0.14779275357723237,0.001
16882,4418,5.34,0.88,-0.50191989,3,2360,3.120636283711064e-05,16779,0.1502939909696579,0.001
16929,4431,5.31,0.88,-0.50087194,3,2370,3.475422636256553e-05,16827,0.1492930625875791,0.001
16978,4444,5.26,0.86,-0.5016982099999999,3,2380,2.776455585262738e-05,16878,0.15781970818837485,0.001
17029,4458,5.21,0.85,-0.49478021,3,2390,2.980912813654868e-05,16927,0.14681712786356607,0.001
17085,4474,5.21,0.86,-0.49435009999999996,3,2400,4.779270384460688e-05,16981,0.15605029165744783,0.001
17143,4489,5.21,0.86,-0.49526725000000005,3,2410,3.430431534070522e-05,17040,0.1457211822271347,0.001
17195,4503,5.22,0.88,-0.49503366000000004,3,2420,3.251975310073855e-05,17093,0.15128408869107565,0.001
17246,4517,5.22,0.89,-0.49600968,3,2430,4.5145464052135743e-05,17145,0.1499085674683253,0.001
17296,4531,5.14,0.88,-0.48728235000000003,3,2440,2.6425811665831133e-05,17193,0.15988503992557526,0.001
17343,4544,5.08,0.85,-0.48782661999999993,3,2450,3.660284658378389e-05,17243,0.15188421734741755,0.001
17398,4559,5.16,0.89,-0.4894735500000001,3,2460,3.024876029182148e-05,17296,0.142671008904775,0.001
17453,4574,5.24,0.9,-0.49634796999999997,3,2470,3.9382937029586176e-05,17350,0.1441690057516098,0.001
17507,4588,5.29,0.91,-0.49750879,3,2480,3.1387803028337656e-05,17405,0.15313780009746553,0.001
17559,4602,5.3,0.91,-0.49752103000000003,3,2490,3.1008330855305154e-05,17455,0.14678494383891424,0.001
17610,4616,5.25,0.9,-0.49482156999999993,3,2500,2.9378785256994888e-05,17508,0.14403018355369568,0.001
17666,4632,5.23,0.89,-0.4975113500000001,3,2510,4.911848918709438e-05,17564,0.1512818137804667,0.001
17720,4646,5.25,0.87,-0.49594564999999996,3,2520,3.5552832611886386e-05,17618,0.15429782228810446,0.001
17780,4663,5.34,0.88,-0.5056166799999999,3,2530,3.411885912404008e-05,17677,0.1479459355274836,0.001
17839,4679,5.43,0.89,-0.5134247199999998,3,2540,3.802081092934324e-05,17735,0.15245963845934188,0.001
17896,4694,5.53,0.91,-0.5190969699999999,3,2550,3.5318978916620836e-05,17793,0.14628206193447113,0.001
17945,4707,5.47,0.9,-0.5152927900000001,3,2560,2.760751776804682e-05,17844,0.1553480863571167,0.001
17997,4722,5.44,0.91,-0.5093321,3,2570,3.6239154724171385e-05,17895,0.15104145059982935,0.001
18052,4736,5.45,0.92,-0.51431138,3,2580,2.3755569418426604e-05,17949,0.14819721281528472,0.001
18105,4751,5.46,0.92,-0.5179382,3,2590,4.609370007528924e-05,18002,0.14564790725708007,0.001
18159,4765,5.49,0.92,-0.52043758,3,2600,4.069491042173468e-05,18056,0.158545646071434,0.001
18217,4781,5.51,0.93,-0.52542486,3,2610,3.0094656115882874e-05,18114,0.15340114384889603,0.001
18264,4794,5.44,0.93,-0.5301402799999999,3,2620,4.110919083662642e-05,18162,0.15603207051753998,0.001
18326,4811,5.46,0.93,-0.5273813399999999,3,2630,2.8511220383127995e-05,18218,0.14762639999389648,0.001
18376,4824,5.37,0.91,-0.5222235999999999,3,2640,3.417323538693987e-05,18273,0.14724982529878616,0.001
18431,4839,5.35,0.91,-0.5178419799999999,3,2650,2.5870147510431707e-05,18328,0.14627481251955032,0.001
18489,4855,5.44,0.92,-0.5286264399999999,3,2660,2.67793163099365e-05,18387,0.15200976034005484,0.001
18542,4870,5.45,0.91,-0.5323461300000001,3,2670,4.630913523821315e-05,18440,0.153359683851401,0.001
18595,4884,5.43,0.92,-0.52651168,3,2680,3.445736244126844e-05,18493,0.15194344520568848,0.001
18646,4898,5.41,0.91,-0.52669811,3,2690,3.4702266202657486e-05,18546,0.15115396678447723,0.001
18693,4911,5.34,0.9,-0.52151072,3,2700,3.75612401815791e-05,18591,0.15057566265265146,0.001
18750,4926,5.33,0.9,-0.50922651,3,2710,2.7671101937206306e-05,18647,0.15888119488954544,0.001
18799,4939,5.35,0.9,-0.5089491799999999,3,2720,2.341480346027917e-05,18696,0.15340579052766165,0.001
18852,4954,5.26,0.88,-0.50415688,3,2730,4.641255645765341e-05,18749,0.15717520751059055,0.001
18907,4969,5.31,0.9,-0.50744048,3,2740,3.674427898658905e-05,18804,0.15718511044979094,0.001
18956,4982,5.25,0.88,-0.50913838,3,2750,2.4069648740502696e-05,18853,0.150707537929217,0.001
19010,4997,5.21,0.87,-0.50412766,3,2760,4.053190023114439e-05,18906,0.15373800098896026,0.001
19059,5010,5.17,0.86,-0.5029677100000001,3,2770,3.896371072187321e-05,18959,0.15809477865695953,0.001
19106,5023,5.11,0.85,-0.49751894,3,2780,2.3401273513930693e-05,19003,0.15647591402133307,0.001
19160,5038,5.14,0.87,-0.49385155,3,2790,2.822362548613455e-05,19057,0.14792486727237703,0.001
19214,5052,5.21,0.87,-0.49633638999999996,3,2800,2.2631145839113742e-05,19112,0.15466291606426238,0.001
19263,5066,5.13,0.85,-0.49893623000000004,3,2810,3.423157068027649e-05,19160,0.14685530960559845,0.001
19316,5080,5.17,0.86,-0.49916675000000005,3,2820,2.7465052880870644e-05,19214,0.17230869829654694,0.001
19375,5096,5.23,0.86,-0.5040208399999999,3,2830,2.968748746449516e-05,19273,0.15166248629490534,0.001
19427,5110,5.2,0.85,-0.50355568,3,2840,2.6425966704361297e-05,19326,0.15026510010162988,0.001
19480,5125,5.24,0.87,-0.4966689,3,2850,2.586322417690618e-05,19378,0.15697903718267167,0.001
19535,5140,5.25,0.87,-0.49690818,3,2860,3.55216943717096e-05,19433,0.15293501019477845,0.001
19591,5155,5.32,0.88,-0.49462452,3,2870,2.4613345522084275e-05,19486,0.14387185275554656,0.001
19649,5171,5.43,0.89,-0.50098237,3,2880,3.056859532080125e-05,19547,0.1527102768421173,0.001
19701,5185,5.41,0.88,-0.5045989100000001,3,2890,2.4718425720493542e-05,19599,0.15508504956960678,0.001
19757,5200,5.43,0.9,-0.5097534899999999,3,2900,4.223687938065268e-05,19655,0.1580547034740448,0.001
19807,5214,5.44,0.9,-0.5091442099999999,3,2910,3.910210095151948e-05,19707,0.16017988075812659,0.001
19858,5227,5.42,0.9,-0.51066899,3,2920,3.059764609740038e-05,19756,0.15828575938940048,0.001
19913,5242,5.38,0.92,-0.50211914,3,2930,2.933934274551575e-05,19811,0.15672670304775238,0.001
19969,5258,5.42,0.93,-0.50044708,3,2940,1.7819822460296564e-05,19866,0.15303427577018738,0.001
20019,5271,5.39,0.92,-0.5044314,3,2950,2.3892861281638034e-05,19920,0.16010991632938384,0.001
20069,5285,5.34,0.92,-0.49956291999999997,3,2960,2.453921224514488e-05,19969,0.15026427805423737,0.001
20120,5299,5.29,0.92,-0.49994967,3,2970,3.398405096959323e-05,20018,0.15492119789123535,0.001
20174,5313,5.25,0.92,-0.49737636,3,2980,3.6132139939581975e-05,20072,0.15062732001145682,0.001
20223,5327,5.22,0.91,-0.49114624000000007,3,2990,2.7681571737048216e-05,20124,0.15001063644886017,0.001
20278,5342,5.21,0.9,-0.49212796,3,3000,2.467737643504127e-05,20175,0.1618989333510399,0.001
20332,5356,5.25,0.91,-0.4967325,3,3010,3.172356846334878e-05,20230,0.15098030269145965,0.001
20388,5372,5.3,0.91,-0.49985781,3,3020,2.8601716924943805e-05,20285,0.14780177175998688,0.001
20441,5386,5.28,0.9,-0.50272677,3,3030,2.8786337073446095e-05,20338,0.14977913598219553,0.001
20492,5400,5.23,0.89,-0.50291168,3,3040,2.9252669628476723e-05,20389,0.1609491676092148,0.001
20544,5414,5.25,0.9,-0.50750089,3,3050,3.1874719934421594e-05,20441,0.159451624751091,0.001
20601,5430,5.32,0.9,-0.51290705,3,3060,4.6555320295738056e-05,20497,0.16215698048472404,0.001
20659,5445,5.39,0.9,-0.51942119,3,3070,2.3700524858819943e-05,20555,0.14858598510424295,0.001
20713,5460,5.39,0.9,-0.52041226,3,3080,2.8650611360111117e-05,20610,0.1547098010778427,0.001
20773,5476,5.5,0.92,-0.52867848,3,3090,2.2912500883519116e-05,20669,0.15760978204863413,0.001
20827,5491,5.49,0.91,-0.5229606600000001,3,3100,2.5301434236877996e-05,20725,0.1567450932094029,0.001
20880,5506,5.48,0.92,-0.51708624,3,3110,2.3043967303237878e-05,20779,0.15513995848596096,0.001
20933,5520,5.45,0.93,-0.51235513,3,3120,1.6944837625487708e-05,20831,0.15358859598636626,0.001
20990,5535,5.49,0.94,-0.52061289,3,3130,3.0457276504118152e-05,20887,0.1542719081044197,0.001
21041,5549,5.49,0.94,-0.52081217,3,3140,4.2003047080167257e-05,20938,0.15680589030186334,0.001
21105,5567,5.61,0.95,-0.51808788,3,3150,3.081366685364628e-05,21002,0.15272007882595062,0.001
21157,5581,5.56,0.94,-0.51816467,3,3160,1.84575703315204e-05,21053,0.1502817839384079,0.001
21213,5596,5.54,0.95,-0.51754184,3,3170,2.6149454788537697e-05,21108,0.1574031352996826,0.001
21259,5608,5.46,0.92,-0.5076319300000001,3,3180,2.733253022597637e-05,21155,0.16472655832767485,0.001
21312,5623,5.39,0.91,-0.50234428,3,3190,5.974010637146421e-05,21208,0.15680253207683564,0.001
21360,5636,5.33,0.91,-0.50098543,3,3200,2.423922099599925e-05,21258,0.14910229295492172,0.001
21418,5652,5.38,0.9,-0.50692682,3,3210,2.1706549280982774e-05,21315,0.155107448498408,0.001
21475,5667,5.42,0.9,-0.5071144000000001,3,3220,2.179809489462059e-05,21372,0.16418975591659546,0.001
21538,5684,5.48,0.9,-0.50421842,3,3230,3.4407821658533067e-05,21431,0.1560367912054062,0.001
21594,5699,5.53,0.9,-0.5061495200000001,3,3240,2.349948438980694e-05,21490,0.15375903248786926,0.001
21654,5716,5.49,0.89,-0.5120926299999998,3,3250,2.940855605023292e-05,21551,0.15115974843502045,0.001
21702,5729,5.45,0.88,-0.50764216,3,3260,3.168550938426051e-05,21598,0.16307765742142996,0.001
21759,5744,5.46,0.87,-0.5078415,3,3270,2.896575279009994e-05,21655,0.15761825144290925,0.001
21814,5759,5.55,0.9,-0.5177536699999998,3,3280,3.0456417152890936e-05,21712,0.15979618430137635,0.001
21866,5773,5.54,0.9,-0.51935067,3,3290,4.745690239360556e-05,21762,0.15420857071876526,0.001
21923,5789,5.63,0.92,-0.5204686199999999,3,3300,2.7753858895656386e-05,21821,0.15924970379897527,0.001
21977,5804,5.59,0.91,-0.5186006499999999,3,3310,2.5501080472167814e-05,21873,0.1600626390427351,0.001
22032,5819,5.57,0.9,-0.52446651,3,3320,2.1210683371464256e-05,21932,0.15167714903752008,0.001
22086,5833,5.48,0.9,-0.51523885,3,3330,2.0446698597100165e-05,21982,0.1565996025289808,0.001
22137,5847,5.43,0.9,-0.5114619199999999,3,3340,2.3893436082289555e-05,22035,0.16066385805606842,0.001
22188,5861,5.34,0.9,-0.49893302,3,3350,1.831122942045719e-05,22085,0.15363074839115143,0.001
22240,5875,5.38,0.93,-0.49785771000000006,3,3360,2.0515023607003968e-05,22138,0.14768756330013275,0.001
22292,5889,5.33,0.91,-0.49197742,3,3370,3.3980576907716955e-05,22189,0.15915748476982117,0.001
22343,5903,5.29,0.9,-0.48737794,3,3380,1.8670128702069634e-05,22241,0.15777017772197724,0.001
22398,5918,5.32,0.9,-0.48849363,3,3390,2.2097878172644414e-05,22296,0.1535159150759379,0.001
22454,5933,5.31,0.89,-0.49132357999999987,3,3400,2.843045767804142e-05,22352,0.157414910197258,0.001
22509,5948,5.32,0.91,-0.49104397,3,3410,2.4269216737593524e-05,22407,0.14738301932811737,0.001
22560,5962,5.28,0.91,-0.48194341000000007,3,3420,1.9241656991653146e-05,22458,0.1498381495475769,0.001
22613,5977,5.27,0.91,-0.48850085,3,3430,2.8743677830789238e-05,22511,0.154299396276474,0.001
22661,5990,5.24,0.9,-0.48754725,3,3440,3.3717639477496654e-05,22559,0.16404907902081808,0.001
22714,6004,5.26,0.9,-0.49305513999999995,3,3450,2.3999117079906034e-05,22611,0.16143768387181417,0.001
22770,6019,5.3,0.89,-0.49767551000000004,3,3460,2.1262896552798338e-05,22668,0.15367163419723512,0.001
