time/time_elapsed,time/fps,time/episodes,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,rollout/success_rate,train/n_updates,train/actor_loss,train/critic_loss,train/learning_rate
13551,4,8190,57220,5.92,-0.5847152600000001,0.98,57137,0.2230871245265007,0.00158840068615973,0.001
13565,4,8200,57283,5.91,-0.5834596700000001,0.98,57199,0.2305777370929718,0.0014110383344814181,0.001
13579,4,8210,57340,5.95,-0.59056325,0.99,57257,0.19635020196437836,0.001694340646887819,0.001
13594,4,8220,57402,5.99,-0.59642937,0.98,57317,0.22487622126936913,0.0015875236713327467,0.001
13608,4,8230,57463,6.01,-0.6030867899999999,0.98,57378,0.2105432649453481,0.0019571074517443776,0.001
13622,4,8240,57520,5.93,-0.5963528699999999,0.98,57436,0.22008894383907318,0.0017188124766107649,0.001
13635,4,8250,57578,5.95,-0.59971649,0.98,57495,0.2149653211236,0.0015054529765620827,0.001
13650,4,8260,57638,5.95,-0.5977858799999999,0.98,57555,0.2176305055618286,0.0026247377584998808,0.001
13663,4,8270,57692,5.94,-0.5955690699999999,0.98,57610,0.2218848019838333,0.0017083913553506136,0.001
13676,4,8280,57748,5.86,-0.5811858500000002,0.99,57665,0.21340185403823853,0.0018046589568257332,0.001
13689,4,8290,57803,5.83,-0.56857452,0.99,57718,0.19503431022167206,0.0017014089001653094,0.001
13705,4,8300,57870,5.87,-0.56557861,0.99,57787,0.216496542096138,0.002368671912699938,0.001
13719,4,8310,57929,5.89,-0.56798017,0.99,57844,0.21070272227128348,0.0015631311883529027,0.001
13732,4,8320,57981,5.79,-0.55007538,1.0,57897,0.23740173876285553,0.0019788426579907537,0.001
13744,4,8330,58035,5.72,-0.55153625,1.0,57950,0.21891316771507263,0.0021784463024232537,0.001
13759,4,8340,58097,5.77,-0.55896062,1.0,58012,0.2012544870376587,0.0020473862144475183,0.001
13773,4,8350,58155,5.77,-0.55396306,1.0,58071,0.2167931248744329,0.0018721643330839772,0.001
13787,4,8360,58212,5.74,-0.54676314,1.0,58128,0.20551526049772897,0.0024019036442041396,0.001
13801,4,8370,58271,5.79,-0.55249785,1.0,58188,0.21828462183475494,0.001848525522897641,0.001
13815,4,8380,58331,5.83,-0.5595444700000001,1.0,58248,0.2088269740343094,0.0017159896669909358,0.001
13827,4,8390,58383,5.8,-0.5622755400000001,0.99,58299,0.20968043059110641,0.0016586337296757847,0.001
13841,4,8400,58442,5.72,-0.55730523,0.99,58357,0.21192633112271628,0.0020517261998195735,0.001
13855,4,8410,58498,5.69,-0.55559259,0.99,58416,0.20490188399950662,0.0017808451782912015,0.001
13868,4,8420,58556,5.75,-0.5596787499999999,0.99,58473,0.21768276020884514,0.0018261972581967711,0.001
13884,4,8430,58620,5.85,-0.55856132,0.99,58537,0.2204470932483673,0.001910046305662642,0.001
13898,4,8440,58679,5.82,-0.5588817699999999,0.99,58596,0.20958054438233376,0.0018244969791599683,0.001
13911,4,8450,58733,5.78,-0.56291097,0.99,58650,0.21267279982566833,0.0021997727287401047,0.001
13926,4,8460,58797,5.85,-0.58279106,0.98,58714,0.20517000555992126,0.001917432527989149,0.001
13941,4,8470,58861,5.9,-0.59800689,0.98,58778,0.21293961629271507,0.0019631613810945836,0.001
13955,4,8480,58919,5.88,-0.5917176,0.98,58836,0.2030714899301529,0.0017644317704252899,0.001
13968,4,8490,58976,5.93,-0.60219674,0.98,58893,0.2142636775970459,0.0019485694647300988,0.001
13984,4,8500,59042,6.0,-0.6063979300000001,0.98,58959,0.2128988392651081,0.0018667819967959076,0.001
13999,4,8510,59105,6.07,-0.60720223,0.98,59022,0.22301692515611649,0.0022562613344884346,0.001
14013,4,8520,59162,6.06,-0.61495837,0.98,59078,0.20772917196154594,0.0018998730374732986,0.001
14026,4,8530,59219,5.99,-0.6148622200000001,0.98,59135,0.20234293739000955,0.0018867824498253565,0.001
14039,4,8540,59273,5.94,-0.61033446,0.98,59189,0.20464318494002023,0.001835710563076039,0.001
14054,4,8550,59336,6.03,-0.6256632999999999,0.98,59253,0.21336307128270468,0.0020583430499148867,0.001
14070,4,8560,59401,6.04,-0.6216851099999999,0.99,59317,0.2127841661373774,0.001705640519503504,0.001
14085,4,8570,59466,6.05,-0.6238723,0.99,59381,0.22288277000188828,0.0017586960224434734,0.001
14099,4,8580,59523,6.04,-0.62010388,0.99,59437,0.2042362540960312,0.001944640791043639,0.001
14113,4,8590,59583,6.07,-0.61243482,1.0,59499,0.19823787361383438,0.0018502296647056938,0.001
14128,4,8600,59646,6.04,-0.6083311499999999,1.0,59563,0.23470482230186462,0.0024505465291440485,0.001
14143,4,8610,59708,6.03,-0.6149810200000001,1.0,59623,0.19631017744541168,0.001873080898076296,0.001
14157,4,8620,59766,6.04,-0.61083026,1.0,59682,0.20011143386363983,0.001980792940594256,0.001
14171,4,8630,59827,6.08,-0.61344622,1.0,59744,0.22771144409974417,0.002281818577709297,0.001
14185,4,8640,59885,6.12,-0.6140730099999999,1.0,59800,0.21115709841251373,0.0018133088015019894,0.001
14199,4,8650,59943,6.07,-0.60240045,1.0,59859,0.20952865481376648,0.0021576235740212724,0.001
14212,4,8660,59998,5.97,-0.5939858499999999,0.99,59917,0.20558884739875793,0.002274080575443804,0.001
14227,4,8670,60062,5.96,-0.58497316,0.99,59979,0.21375843385855356,0.0014212472403111558,0.001
14241,4,8680,60123,6.0,-0.58788008,0.99,60039,0.2071873297293981,0.0022166443911070624,0.001
14255,4,8690,60180,5.97,-0.5901080599999999,0.98,60097,0.2200085148215294,0.0022533003939315677,0.001
14268,4,8700,60235,5.89,-0.57827359,0.98,60151,0.21373608708381653,0.0020250547871304057,0.001
14282,4,8710,60296,5.88,-0.58300304,0.98,60212,0.21093292037645975,0.0021417703052672246,0.001
14299,4,8720,60365,5.99,-0.60002526,0.98,60277,0.19449845949808756,0.0016089106876669185,0.001
14314,4,8730,60428,6.01,-0.6064384599999999,0.98,60346,0.20510332783063254,0.0016509571384328108,0.001
14327,4,8740,60483,5.98,-0.6107356700000001,0.98,60400,0.21507290999094644,0.0019693753216415643,0.001
14340,4,8750,60539,5.96,-0.6030854100000002,0.98,60454,0.210615004102389,0.001974551434007784,0.001
14353,4,8760,60593,5.95,-0.59629937,0.99,60510,0.2026468962430954,0.0015193129947874695,0.001
14366,4,8770,60647,5.85,-0.58619332,0.99,60563,0.20786894857883453,0.002035052189603448,0.001
14377,4,8780,60697,5.74,-0.58614656,0.97,60614,0.2004287838935852,0.0017822109628468751,0.001
14392,4,8790,60757,5.77,-0.59099902,0.98,60673,0.22099907199541727,0.0020086245882945755,0.001
14405,4,8800,60811,5.76,-0.59540981,0.98,60727,0.23292496303717294,0.0017023900679002206,0.001
14419,4,8810,60870,5.74,-0.58151381,0.98,60788,0.22203677892684937,0.0018068755245102303,0.001
14434,4,8820,60935,5.7,-0.5689229800000001,0.98,60851,0.23284147679805756,0.0021116228017490357,0.001
14449,4,8830,60996,5.68,-0.5572274,0.98,60911,0.2044067233800888,0.0016916810418479145,0.001
14462,4,8840,61052,5.69,-0.55225231,0.98,60969,0.20277462402979532,0.001762875122949481,0.001
14477,4,8850,61116,5.77,-0.5635338199999999,0.98,61034,0.21246017143130302,0.002102285623550415,0.001
14491,4,8860,61172,5.79,-0.5620898599999999,0.98,61089,0.22575822472572327,0.0021423430647701026,0.001
14505,4,8870,61230,5.83,-0.5628066999999999,0.98,61145,0.1996251568198204,0.001674264739267528,0.001
14518,4,8880,61286,5.89,-0.55974017,1.0,61204,0.19595641394456229,0.0020405001705512404,0.001
14532,4,8890,61346,5.89,-0.5570920300000001,1.0,61262,0.2017836943268776,0.002199764392571524,0.001
14547,4,8900,61409,5.98,-0.5705107299999999,1.0,61324,0.2253877893090248,0.001958136446774006,0.001
14562,4,8910,61471,6.01,-0.56985671,1.0,61386,0.20180809994538626,0.0017055396921932698,0.001
14577,4,8920,61535,6.0,-0.5751234799999999,1.0,61451,0.21816100180149078,0.0018999754538526759,0.001
14591,4,8930,61593,5.97,-0.57506904,1.0,61509,0.2045954018831253,0.0015927068598102778,0.001
14604,4,8940,61648,5.96,-0.5689535099999999,1.0,61566,0.22826223820447922,0.0019161073432769626,0.001
14617,4,8950,61704,5.88,-0.56246632,0.99,61622,0.20863695070147514,0.0019449215178610757,0.001
14632,4,8960,61766,5.94,-0.57756281,0.99,61681,0.19962263107299805,0.0017078328237403184,0.001
14645,4,8970,61820,5.9,-0.57781521,0.99,61736,0.2293574959039688,0.0017072644550353289,0.001
14658,4,8980,61875,5.89,-0.57948759,0.99,61792,0.20996794601281485,0.002107552974484861,0.001
14672,4,8990,61933,5.87,-0.57077317,0.99,61849,0.23870210349559784,0.0019146086415275931,0.001
14685,4,9000,61989,5.8,-0.55815523,0.98,61906,0.20381024479866028,0.0015029808040708304,0.001
14700,4,9010,62053,5.82,-0.56199804,0.98,61964,0.22604739169279733,0.0021723840851336717,0.001
14716,4,9020,62120,5.85,-0.57684129,0.97,62035,0.2160453200340271,0.00195043224375695,0.001
14730,4,9030,62180,5.87,-0.58251065,0.97,62095,0.19345444440841675,0.002017613034695387,0.001
14744,4,9040,62237,5.89,-0.59654246,0.97,62153,0.22279129922389984,0.0015916658099740743,0.001
14759,4,9050,62303,5.99,-0.6126412299999999,0.98,62219,0.2185340275367101,0.002102578241777207,0.001
14773,4,9060,62358,5.92,-0.60119961,0.98,62276,0.21483367184797922,0.0017580106117141743,0.001
14786,4,9070,62415,5.95,-0.60624964,0.98,62333,0.2116867502530416,0.0021020089209611926,0.001
14800,4,9080,62475,6.0,-0.6200779199999998,0.98,62392,0.21746926506360373,0.002424548170529306,0.001
14814,4,9090,62533,6.0,-0.6232751599999999,0.98,62449,0.2159960220257441,0.0024110617648277965,0.001
14827,4,9100,62588,5.99,-0.62172017,0.99,62505,0.21120549738407135,0.001808185576616476,0.001
14841,4,9110,62645,5.92,-0.62169744,0.99,62562,0.20618350307146707,0.0016370968194678425,0.001
14855,4,9120,62706,5.86,-0.60381231,1.0,62622,0.211882546544075,0.0018949353446563084,0.001
14869,4,9130,62765,5.85,-0.5956545400000001,1.0,62682,0.22403840348124504,0.0019149709842167795,0.001
14883,4,9140,62821,5.84,-0.5973838600000001,0.99,62737,0.21250955015420914,0.0020245369989424942,0.001
14898,4,9150,62887,5.84,-0.58748579,0.99,62803,0.222428560256958,0.0018006614021336038,0.001
14913,4,9160,62949,5.91,-0.5961112,0.99,62866,0.2186046540737152,0.0016607385477982461,0.001
14927,4,9170,63007,5.92,-0.5908570299999999,0.99,62923,0.20158948997656503,0.0017861394250455003,0.001
14942,4,9180,63068,5.93,-0.58865269,0.99,62985,0.21299201746781668,0.0015635971711682422,0.001
14956,4,9190,63129,5.96,-0.59826604,0.99,63044,0.22340856989224753,0.0022244288120418787,0.001
14970,4,9200,63188,6.0,-0.59854888,0.99,63103,0.23094553500413895,0.0023749719839543104,0.001
14985,4,9210,63252,6.07,-0.61134117,0.99,63169,0.1968928426504135,0.0017575659730937332,0.001
14999,4,9220,63309,6.03,-0.6061619199999999,0.99,63223,0.21824638545513153,0.0016531595960259438,0.001
15012,4,9230,63364,5.99,-0.60923155,0.99,63282,0.22003124157587686,0.002050033817067742,0.001
15026,4,9240,63424,6.03,-0.61751982,0.99,63340,0.21319506565729776,0.002099601610098034,0.001
15042,4,9250,63489,6.02,-0.6132156700000001,0.99,63403,0.21445740014314651,0.0020330922678112985,0.001
15055,4,9260,63545,5.96,-0.60068954,0.99,63461,0.21931947271029154,0.002005199339085569,0.001
15070,4,9270,63607,6.0,-0.60746359,0.99,63522,0.21727813283602396,0.0015057517448440194,0.001
15084,4,9280,63665,5.97,-0.59914563,0.99,63582,0.19378049671649933,0.0015871901880018414,0.001
15095,4,9290,63716,5.87,-0.6008844099999999,0.97,63633,0.21153126657009125,0.0021016871614847332,0.001
15109,4,9300,63775,5.87,-0.6081253799999999,0.97,63688,0.20095771551132202,0.0017533986829221249,0.001
15124,4,9310,63837,5.85,-0.6056301299999999,0.97,63752,0.22455981001257896,0.0018175205581688455,0.001
15138,4,9320,63894,5.85,-0.6066993599999999,0.97,63810,0.2021962304910024,0.0016254755901172757,0.001
15153,4,9330,63957,5.93,-0.61251711,0.97,63873,0.20073323448499045,0.001876924904839446,0.001
15167,4,9340,64017,5.93,-0.60421994,0.98,63934,0.20046255985895792,0.0018447738606482745,0.001
15181,4,9350,64077,5.88,-0.6132465,0.96,63993,0.2088855877518654,0.0018621603667270392,0.001
15195,4,9360,64134,5.89,-0.6247095,0.96,64050,0.21941565722227097,0.0020847701068435398,0.001
15209,4,9370,64194,5.87,-0.63321629,0.95,64107,0.21830732375383377,0.001840870885644108,0.001
15222,4,9380,64250,5.85,-0.6430416,0.94,64167,0.2070725013812383,0.0023106426233425736,0.001
15235,4,9390,64304,5.88,-0.6360712999999999,0.95,64219,0.2024829089641571,0.0015468732221052051,0.001
15248,4,9400,64362,5.87,-0.6345852200000001,0.95,64278,0.20982482035954794,0.0018081784946843982,0.001
15263,4,9410,64422,5.85,-0.6211528899999998,0.95,64338,0.20539536575476328,0.0016819323878735303,0.001
15277,4,9420,64483,5.89,-0.62803124,0.95,64399,0.21627072989940643,0.002140769362449646,0.001
15291,4,9430,64539,5.82,-0.6222172,0.95,64453,0.2079777717590332,0.00166665893048048,0.001
15304,4,9440,64597,5.8,-0.6176351,0.95,64515,0.23158938437700272,0.002522689593024552,0.001
15319,4,9450,64656,5.79,-0.61059674,0.97,64571,0.2098347246646881,0.002000324990755568,0.001
15331,4,9460,64712,5.78,-0.6135540499999999,0.95,64628,0.2159690260887146,0.0020773889763014658,0.001
15346,4,9470,64772,5.78,-0.6001778999999999,0.96,64689,0.2029743418097496,0.0020443219225853683,0.001
15360,4,9480,64830,5.8,-0.5920636499999999,0.97,64747,0.21349064260721207,0.002037537097930908,0.001
15373,4,9490,64888,5.84,-0.5937689600000001,0.98,64804,0.21188698212305704,0.00210322350418816,0.001
15387,4,9500,64945,5.83,-0.58931964,0.98,64861,0.21328518291314444,0.001892981119453907,0.001
15402,4,9510,65006,5.84,-0.5957965199999999,0.98,64921,0.20621422678232193,0.0021400053752586245,0.001
15418,4,9520,65075,5.92,-0.61015999,0.98,64989,0.19621038436889648,0.0020759528561029583,0.001
15431,4,9530,65130,5.91,-0.60325517,0.98,65046,0.2062514821688334,0.002297435747459531,0.001
15445,4,9540,65190,5.93,-0.6018138099999999,0.98,65103,0.21268380433321,0.0018227478954941033,0.001
15460,4,9550,65253,5.97,-0.60713675,0.98,65167,0.20794832209746042,0.0017359923222102225,0.001
15475,4,9560,65314,6.02,-0.6100951399999999,1.0,65232,0.20216412842273712,0.002008711783370624,0.001
15489,4,9570,65374,6.02,-0.62437378,1.0,65290,0.21773630877335867,0.0020928406855091454,0.001
15504,4,9580,65434,6.04,-0.6301936699999999,1.0,65349,0.21314524610837302,0.0018998779456264206,0.001
15516,4,9590,65489,6.01,-0.6294612100000001,0.99,65405,0.21628225843111673,0.001946550599920253,0.001
15528,4,9600,65539,5.94,-0.62241311,0.99,65456,0.1940330962340037,0.0020332423504441977,0.001
15543,4,9610,65598,5.92,-0.61904965,0.99,65515,0.20901907980442047,0.002417878422420472,0.001
15556,4,9620,65654,5.79,-0.59542452,0.99,65572,0.2204021761814753,0.002411068184301257,0.001
15570,4,9630,65711,5.81,-0.5993634,0.99,65625,0.20696793496608734,0.002036118460819125,0.001
15584,4,9640,65773,5.83,-0.6000942599999999,0.99,65689,0.2161070555448532,0.0018902324178876977,0.001
15599,4,9650,65833,5.8,-0.5974481599999999,0.99,65750,0.22228815654913583,0.0018490984026963513,0.001
15612,4,9660,65891,5.77,-0.5906599900000001,0.99,65809,0.2147662192583084,0.0017231110716238618,0.001
15627,4,9670,65951,5.77,-0.58007946,0.99,65868,0.23200153931975365,0.0019812538188749124,0.001
15641,4,9680,66013,5.79,-0.58938283,0.98,65929,0.21535108983516693,0.001599003910087049,0.001
15656,4,9690,66074,5.85,-0.59281138,0.99,65990,0.2098748137553533,0.0016431000549346209,0.001
15669,4,9700,66131,5.92,-0.6108330599999999,0.98,66046,0.2264257768789927,0.0019013870235842962,0.001
15683,4,9710,66190,5.92,-0.6110021899999999,0.98,66106,0.229531799753507,0.00211437561083585,0.001
15697,4,9720,66249,5.95,-0.6143520500000001,0.98,66163,0.2108466774225235,0.0016914812731556594,0.001
15712,4,9730,66311,6.0,-0.62595038,0.98,66225,0.21553155779838562,0.0019652254413813353,0.001
15725,4,9740,66364,5.91,-0.6267023500000001,0.97,66282,0.22206620872020721,0.0014814271902044613,0.001
15739,4,9750,66425,5.92,-0.6300367800000001,0.97,66343,0.21157985925674438,0.0018526631756685674,0.001
15753,4,9760,66485,5.94,-0.63619656,0.97,66402,0.20562866826852164,0.0017090582211191456,0.001
15769,4,9770,66548,5.97,-0.64269026,0.97,66464,0.21977340057492256,0.00156765802031649,0.001
15783,4,9780,66608,5.95,-0.62728995,0.98,66524,0.20812798043092093,0.0017804466381979485,0.001
15797,4,9790,66669,5.95,-0.6283647,0.98,66585,0.2190849855542183,0.0018773141549900175,0.001
15811,4,9800,66726,5.95,-0.6247507200000001,0.99,66643,0.23244991898536682,0.0015958440257236362,0.001
15827,4,9810,66793,6.03,-0.6197599299999998,0.99,66706,0.21733189267771585,0.0018115319544449449,0.001
15842,4,9820,66854,6.05,-0.6177082,0.99,66769,0.21600606540838876,0.0019493572181090713,0.001
15856,4,9830,66916,6.05,-0.61479606,0.99,66830,0.22239762544631958,0.0021728466264903544,0.001
15870,4,9840,66972,6.08,-0.61222626,1.0,66888,0.21068595349788666,0.0017404305981472135,0.001
15884,4,9850,67033,6.08,-0.6133068199999999,1.0,66948,0.20178321997324625,0.001678193616680801,0.001
15898,4,9860,67091,6.06,-0.61152296,1.0,67006,0.21769986053307852,0.0020716431085020305,0.001
15911,4,9870,67144,5.96,-0.59871266,1.0,67059,0.21893252432346344,0.0017653446877375246,0.001
15925,4,9880,67203,5.95,-0.5974268400000001,1.0,67118,0.22036036849021912,0.002158073456181834,0.001
15938,4,9890,67259,5.9,-0.58742478,1.0,67175,0.21164588630199432,0.0021348400429512062,0.001
15951,4,9900,67314,5.88,-0.5733349400000001,0.99,67231,0.20853686332702637,0.001728131513421734,0.001
15966,4,9910,67377,5.84,-0.5764662599999999,0.99,67294,0.2237127423286438,0.0017576816414172451,0.001
15981,4,9920,67438,5.84,-0.57659171,0.99,67355,0.21906455978751183,0.0018717735721212295,0.001
15995,4,9930,67498,5.82,-0.57189743,0.99,67414,0.2015172317624092,0.0018122594504218017,0.001
16008,4,9940,67554,5.82,-0.57547223,0.99,67471,0.2212332785129547,0.0018370366306044161,0.001
16021,4,9950,67608,5.75,-0.55972159,0.99,67525,0.2201293632388115,0.0017575635865796357,0.001
16035,4,9960,67666,5.75,-0.55536531,0.99,67582,0.21772032976150513,0.00231583951972425,0.001
16049,4,9970,67727,5.83,-0.56011486,0.99,67643,0.20412633816401163,0.0019053421565331519,0.001
16064,4,9980,67788,5.85,-0.56896716,0.99,67702,0.22433912754058838,0.002089839632390067,0.001
16079,4,9990,67850,5.91,-0.57524292,0.99,67766,0.21131305396556854,0.0018741793298561657,0.001
16092,4,10000,67907,5.93,-0.5844403300000001,1.0,67823,0.22287162144978842,0.0022093101094166436,0.001
16107,4,10010,67968,5.91,-0.5901186700000001,1.0,67883,0.23556468884150186,0.0017229828351576412,0.001
16120,4,10020,68022,5.84,-0.5908179199999999,0.99,67939,0.22326373060544333,0.002008833972338055,0.001
16134,4,10030,68084,5.86,-0.58987543,0.99,68001,0.20511984825134277,0.0018551448301877826,0.001
16149,4,10040,68145,5.91,-0.59162847,0.99,68060,0.20797093212604523,0.001657799429570635,0.001
16161,4,10050,68197,5.89,-0.60191166,0.97,68116,0.2214750349521637,0.00214263705337154,0.001
16174,4,10060,68253,5.87,-0.60137827,0.97,68170,0.22531117498874664,0.0021857866551727055,0.001
16190,4,10070,68318,5.91,-0.59730371,0.97,68235,0.2272912859916687,0.002034511510282755,0.001
16205,4,10080,68383,5.95,-0.60158946,0.97,68299,0.21080778911709785,0.0018830528133548796,0.001
16219,4,10090,68441,5.91,-0.6001689,0.97,68358,0.22835353016853333,0.0022921032117058835,0.001
16233,4,10100,68500,5.93,-0.5992568899999999,0.97,68414,0.21366855005423227,0.001874983621140321,0.001
16248,4,10110,68562,5.94,-0.6005937,0.97,68477,0.2225116714835167,0.0018609764287248255,0.001
16263,4,10120,68626,6.04,-0.6016493400000001,0.98,68542,0.20456508298714957,0.0018155159001859527,0.001
16277,4,10130,68686,6.02,-0.60173918,0.98,68600,0.20833923916021982,0.001957967469934374,0.001
16290,4,10140,68741,5.96,-0.5948714700000001,0.98,68658,0.21254509190718332,0.002337553557784607,0.001
16305,4,10150,68802,6.05,-0.58811017,1.0,68719,0.22497951984405518,0.001774435314083738,0.001
16320,4,10160,68864,6.11,-0.5935774100000001,1.0,68780,0.22947153449058533,0.0018753932323306798,0.001
16334,4,10170,68922,6.04,-0.59526515,1.0,68839,0.21336031953493753,0.002014512060365329,0.001
16348,4,10180,68983,6.0,-0.5919218800000001,1.0,68897,0.19271718710660934,0.0020358978654257953,0.001
16363,4,10190,69044,6.03,-0.60020694,1.0,68960,0.21142120162645975,0.0017694128910079598,0.001
16377,4,10200,69105,6.05,-0.6006768299999998,1.0,69021,0.21927939852078757,0.00221514846530876,0.001
16393,4,10210,69170,6.08,-0.6080971199999999,1.0,69086,0.21977698306242624,0.0022503273018325367,0.001
16407,4,10220,69231,6.05,-0.6108623400000001,1.0,69147,0.21485772728919983,0.0020755468091617026,0.001
16422,4,10230,69294,6.08,-0.61002742,1.0,69209,0.23580874130129814,0.0019722398137673736,0.001
16438,4,10240,69359,6.18,-0.62394013,1.0,69275,0.22381306191285452,0.0023864097726930466,0.001
16450,4,10250,69410,6.08,-0.6133039400000001,1.0,69327,0.23184697329998016,0.002071528695523739,0.001
16463,4,10260,69465,6.01,-0.6016383599999999,1.0,69382,0.2070857584476471,0.0017055722807223599,0.001
16477,4,10270,69524,6.02,-0.6046528899999999,1.0,69440,0.21605531871318817,0.0014112177692974608,0.001
16491,4,10280,69584,6.01,-0.59627759,1.0,69500,0.22686491906642914,0.002033989178016782,0.001
16506,4,10290,69644,6.0,-0.59181251,1.0,69561,0.25398774445056915,0.0020611796993762256,0.001
16519,4,10300,69702,5.97,-0.5970159000000002,1.0,69618,0.20093703269958496,0.0015760247595608234,0.001
16534,4,10310,69762,5.92,-0.58842239,1.0,69679,0.21268150210380554,0.002214562546994005,0.001
16548,4,10320,69823,5.92,-0.59514458,1.0,69738,0.2140129767358303,0.0018865915481001139,0.001
16563,4,10330,69883,5.89,-0.6011936800000001,1.0,69799,0.20463833709557852,0.0019878913493206105,0.001
16576,4,10340,69939,5.8,-0.58358435,1.0,69855,0.19166387617588043,0.001648407961641039,0.001
16592,4,10350,70005,5.95,-0.5889489,1.0,69922,0.21094895473548345,0.0019346677415472055,0.001
16606,4,10360,70067,6.02,-0.5909942499999999,1.0,69984,0.1993328556418419,0.002079562022117898,0.001
16620,4,10370,70125,6.01,-0.5826926600000001,1.0,70042,0.2319706678390503,0.0021679555356968194,0.001
16633,4,10380,70180,5.96,-0.5833878800000001,0.99,70099,0.2216364840666453,0.0020005880505777895,0.001
16646,4,10390,70236,5.92,-0.5698869999999999,0.99,70153,0.1910732239484787,0.0018347568344324826,0.001
16660,4,10400,70294,5.92,-0.5657521000000001,0.99,70210,0.21501758694648743,0.0016587606631219387,0.001
16674,4,10410,70353,5.91,-0.55826798,0.99,70268,0.20709617932637533,0.0018700994085520505,0.001
16689,4,10420,70414,5.91,-0.54888089,0.99,70330,0.21803595125675201,0.001953240658622235,0.001
16701,4,10430,70467,5.84,-0.5321509500000002,0.99,70384,0.2178047001361847,0.002228648541495204,0.001
16715,4,10440,70525,5.86,-0.5447076599999999,0.99,70441,0.21660758554935455,0.002017663941452546,0.001
16730,4,10450,70586,5.81,-0.5517338900000001,0.99,70502,0.2188745215535164,0.002020082072704099,0.001
16743,4,10460,70644,5.77,-0.5519217200000001,0.98,70561,0.22878921777009964,0.002157530793920159,0.001
16760,4,10470,70713,5.88,-0.57043982,0.98,70628,0.21007129549980164,0.0018572025906501545,0.001
16774,4,10480,70772,5.92,-0.5777413200000001,0.99,70688,0.21650775149464607,0.0020227701897965744,0.001
16787,4,10490,70829,5.93,-0.58873521,0.99,70745,0.21761170774698257,0.0024135929998010397,0.001
16802,4,10500,70888,5.94,-0.59717361,0.99,70804,0.21794177095095316,0.002438858710229397,0.001
16814,4,10510,70940,5.87,-0.58824831,0.99,70857,0.21475434303283691,0.0019661686674226075,0.001
16827,4,10520,70995,5.81,-0.5897640799999998,0.99,70911,0.20303469896316528,0.002001174562610686,0.001
16840,4,10530,71051,5.84,-0.59908169,0.99,70966,0.21813792983690897,0.002013885163857291,0.001
16854,4,10540,71109,5.84,-0.59656142,0.99,71026,0.22036111851533255,0.002125551322630296,0.001
16868,4,10550,71168,5.82,-0.59699042,0.99,71085,0.20432939752936363,0.0020394463014478483,0.001
16881,4,10560,71224,5.8,-0.5985882100000001,0.99,71141,0.21326985359191894,0.002254883071873337,0.001
16896,4,10570,71284,5.71,-0.58788829,0.99,71201,0.22604214772582054,0.002214980195276439,0.001
16910,4,10580,71345,5.73,-0.58715581,0.99,71260,0.20987405379613241,0.0015659219740579526,0.001
16926,4,10590,71413,5.84,-0.59529628,0.99,71327,0.21215596298376718,0.0020402703334444334,0.001
16941,4,10600,71472,5.84,-0.5909883300000002,0.99,71388,0.219427190721035,0.0020485311979427934,0.001
16955,4,10610,71532,5.92,-0.6071792699999999,0.99,71449,0.2098524272441864,0.0018965839020286996,0.001
16968,4,10620,71588,5.93,-0.60851379,0.98,71505,0.21681036055088043,0.0021949964963520565,0.001
16983,4,10630,71649,5.98,-0.61302017,0.98,71565,0.20844759047031403,0.002236625412479043,0.001
16995,4,10640,71701,5.92,-0.5916751100000001,0.98,71618,0.22968574240803719,0.0016994139878079295,0.001
17009,4,10650,71760,5.92,-0.58986239,0.98,71678,0.21779460708300272,0.0024365877034142613,0.001
17023,4,10660,71819,5.95,-0.5876347399999999,0.99,71736,0.2058743437131246,0.0015720266189115744,0.001
17037,4,10670,71876,5.92,-0.5849572300000001,0.99,71792,0.2217055857181549,0.0021502348827198148,0.001
17049,4,10680,71928,5.83,-0.5688834800000001,0.98,71845,0.2099703550338745,0.00197851361839899,0.001
17064,4,10690,71990,5.77,-0.5645032099999999,0.98,71906,0.21575604379177094,0.0018964776037526982,0.001
17077,4,10700,72047,5.75,-0.5635157000000001,0.97,71964,0.20751929779847464,0.001744544948451221,0.001
17090,4,10710,72100,5.68,-0.54944091,0.97,72015,0.21117372065782547,0.002286153705790639,0.001
17104,4,10720,72160,5.72,-0.54164395,0.98,72077,0.19046952575445175,0.001607181061990559,0.001
17119,4,10730,72223,5.74,-0.5397891,0.98,72141,0.22199787696202597,0.001999930653255433,0.001
17132,4,10740,72279,5.78,-0.54824736,0.98,72194,0.22276222705841064,0.0022008519985580017,0.001
17146,4,10750,72336,5.76,-0.55277022,0.98,72252,0.216028094291687,0.001952528371475637,0.001
17161,4,10760,72398,5.79,-0.56240164,0.98,72312,0.2096867635846138,0.0018980023118534259,0.001
17177,4,10770,72470,5.94,-0.5715474899999999,0.97,72384,0.21520826717217764,0.0019917060271836817,0.001
17192,4,10780,72530,6.02,-0.57632025,0.98,72448,0.21130036811033884,0.0018070839966336887,0.001
17206,4,10790,72591,6.01,-0.57921438,0.98,72506,0.20670771226286888,0.0018075182742904872,0.001
17221,4,10800,72651,6.04,-0.57732236,0.99,72566,0.2074383795261383,0.0021490339131560177,0.001
17235,4,10810,72710,6.1,-0.59586475,0.98,72626,0.2151149958372116,0.0016842278585370099,0.001
