time/time_elapsed,time/fps,time/episodes,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,rollout/success_rate,train/n_updates,train/actor_loss,train/critic_loss,train/learning_rate
2974,4,910,12750,6.92,-0.65785635,1.0,12666,0.2618061602115631,0.0028858300764113666,0.001
2993,4,920,12829,7.02,-0.65819312,1.0,12744,0.24066297709941864,0.002595958299934864,0.001
3013,4,930,12912,7.04,-0.6530108800000001,1.0,12823,0.27520721157391864,0.002852234324174268,0.001
3030,4,940,12984,7.09,-0.66163085,1.0,12899,0.2644728124141693,0.002955689261268292,0.001
3046,4,950,13052,7.08,-0.66098452,1.0,12967,0.24015547335147858,0.0027079600064704814,0.001
3062,4,960,13120,7.01,-0.63552559,1.0,13036,0.23822725315888724,0.0026642729062587023,0.001
3077,4,970,13182,6.96,-0.63382134,0.98,13098,0.2578674890100956,0.002631643254842077,0.001
3091,4,980,13243,6.84,-0.61576062,0.97,13159,0.2516837865114212,0.0028964203989340197,0.001
3107,4,990,13308,6.86,-0.61868676,0.97,13223,0.22987591723601022,0.002569203614257276,0.001
3122,4,1000,13373,6.87,-0.6304421499999999,0.96,13287,0.23638680080572763,0.0026237984420731664,0.001
3136,4,1010,13435,6.85,-0.6325647400000001,0.95,13351,0.23958751559257507,0.002747724797310574,0.001
3151,4,1020,13498,6.69,-0.6267369700000001,0.95,13413,0.23939958959817886,0.00245575460139662,0.001
3166,4,1030,13562,6.5,-0.6496584599999999,0.94,13479,0.2177565892537435,0.0023140954186341594,0.001
3182,4,1040,13628,6.44,-0.6436772399999999,0.94,13542,0.2433132417500019,0.0024568970215373804,0.001
3196,4,1050,13689,6.37,-0.63848081,0.92,13603,0.221830815076828,0.002456153742969036,0.001
3210,4,1060,13747,6.27,-0.6354727,0.9,13663,0.2310168482363224,0.0025716959757523406,0.001
3224,4,1070,13806,6.24,-0.63258285,0.92,13721,0.24401935189962387,0.002469998225569725,0.001
3239,4,1080,13871,6.28,-0.63430093,0.93,13788,0.22584810853004456,0.0024085985108589134,0.001
3255,4,1090,13936,6.28,-0.63458715,0.93,13853,0.2095949798822403,0.0025655593257397414,0.001
3270,4,1100,14001,6.28,-0.63349073,0.93,13916,0.2244495779275894,0.002176545117981732,0.001
3285,4,1110,14065,6.3,-0.63092805,0.94,13981,0.2229928026596705,0.002381683892703482,0.001
3301,4,1120,14130,6.32,-0.639648,0.93,14044,0.22476195295651755,0.0023188221734017135,0.001
3314,4,1130,14188,6.26,-0.61410878,0.94,14106,0.21096334854761759,0.0024649529717862607,0.001
3328,4,1140,14247,6.19,-0.61599888,0.93,14164,0.1983119547367096,0.0020787332517405352,0.001
3345,4,1150,14315,6.26,-0.61915171,0.95,14230,0.22220164040724436,0.00211473013041541,0.001
3362,4,1160,14387,6.4,-0.62384516,0.97,14303,0.2208815241853396,0.002128250923795769,0.001
3376,4,1170,14448,6.42,-0.62376899,0.96,14367,0.19838517904281616,0.0021782226394861937,0.001
3390,4,1180,14509,6.38,-0.62810722,0.95,14425,0.21598383784294128,0.0020437880496804914,0.001
3407,4,1190,14578,6.42,-0.62987397,0.95,14495,0.22241263836622238,0.002279212698340416,0.001
3422,4,1200,14641,6.4,-0.6250230000000001,0.96,14558,0.2228693813085556,0.0021228100638836624,0.001
3438,4,1210,14707,6.42,-0.62467602,0.96,14622,0.20889072120189667,0.0021009880350902677,0.001
3452,4,1220,14767,6.37,-0.6060156299999999,0.97,14682,0.20960558205842972,0.0020225417392794043,0.001
3468,4,1230,14835,6.47,-0.6139779399999999,0.97,14749,0.20274805650115013,0.001988277945201844,0.001
3482,4,1240,14893,6.46,-0.6125293299999999,0.97,14810,0.22737051049868265,0.002002681081648916,0.001
3498,4,1250,14962,6.47,-0.6173481299999999,0.97,14877,0.2070767544209957,0.0020706364108870425,0.001
3513,4,1260,15022,6.35,-0.61265191,0.97,14937,0.2040160894393921,0.001974810225268205,0.001
3529,4,1270,15089,6.41,-0.6291639099999999,0.98,15003,0.21855405966440836,0.0020379954172919192,0.001
3543,4,1280,15150,6.41,-0.62873958,0.98,15065,0.1954079121351242,0.002016187907429412,0.001
3555,4,1290,15203,6.25,-0.61352807,0.97,15119,0.2133475343386332,0.0019844090177988014,0.001
3573,4,1300,15278,6.37,-0.6313414500000001,0.97,15193,0.20885349065065384,0.0017521374975331128,0.001
3591,4,1310,15352,6.45,-0.6486228999999999,0.97,15267,0.19706280529499054,0.002007368344089223,0.001
3605,4,1320,15412,6.45,-0.6557965800000001,0.97,15328,0.20014505460858345,0.0018135745444201998,0.001
3619,4,1330,15471,6.36,-0.6524794199999999,0.96,15384,0.21190324425697327,0.001908439735416323,0.001
3634,4,1340,15533,6.4,-0.6529658700000001,0.97,15449,0.1926152507464091,0.0018562056357041001,0.001
3649,4,1350,15596,6.34,-0.6464880700000001,0.97,15514,0.18676984310150146,0.002045459308040639,0.001
3664,4,1360,15662,6.4,-0.6465265300000002,0.97,15575,0.2071317434310913,0.002069292648229748,0.001
3679,4,1370,15724,6.35,-0.6258442900000001,0.97,15641,0.20366495102643967,0.002031728089787066,0.001
3695,4,1380,15791,6.41,-0.6275059800000001,0.98,15706,0.1949765644967556,0.0020474353805184364,0.001
3711,4,1390,15857,6.54,-0.6496646999999999,0.99,15771,0.20074412723382315,0.0018817503836804203,0.001
3725,4,1400,15918,6.4,-0.63551873,0.98,15835,0.19502092897891998,0.0018973884095127385,0.001
3741,4,1410,15984,6.32,-0.62782524,0.97,15900,0.2062482051551342,0.0017998643784916826,0.001
3758,4,1420,16056,6.44,-0.6463246000000001,0.97,15973,0.19685602188110352,0.0018121285497077874,0.001
3772,4,1430,16114,6.43,-0.6407660700000001,0.98,16031,0.20030654966831207,0.0016940075050418575,0.001
3788,4,1440,16182,6.49,-0.64520098,0.98,16097,0.20996887485186258,0.001786501911867942,0.001
3803,4,1450,16246,6.5,-0.6376199499999999,0.98,16163,0.19582737237215042,0.0016081025096355006,0.001
3818,4,1460,16310,6.48,-0.64019808,0.97,16224,0.19077248374621072,0.0018437555603062112,0.001
3833,4,1470,16374,6.5,-0.6527140499999998,0.97,16290,0.19177175561587015,0.001809462031815201,0.001
3849,4,1480,16438,6.47,-0.6551748,0.97,16353,0.19232380390167236,0.0016133247214990358,0.001
3864,4,1490,16504,6.47,-0.6504604399999999,0.97,16420,0.19054929539561272,0.0017887409630930051,0.001
3879,4,1500,16565,6.47,-0.64349545,0.98,16481,0.19701217611630759,0.0017456115788913199,0.001
3895,4,1510,16633,6.49,-0.6394803499999999,0.99,16546,0.2000553086400032,0.0018178333702962846,0.001
3910,4,1520,16697,6.41,-0.6304692800000001,0.99,16610,0.18785351514816284,0.0017194360960274934,0.001
3925,4,1530,16758,6.44,-0.63463739,0.99,16674,0.19041790440678596,0.0017590885815609778,0.001
3940,4,1540,16823,6.41,-0.6360383000000001,0.98,16740,0.20422973235448202,0.0016808823449537158,0.001
3955,4,1550,16886,6.4,-0.64311382,0.98,16802,0.21242479979991913,0.0018190263770520687,0.001
3970,4,1560,16948,6.38,-0.63916028,0.99,16863,0.20619835952917734,0.0016656680298703058,0.001
3986,4,1570,17014,6.4,-0.63893145,0.99,16929,0.18550559878349304,0.0017823148053139448,0.001
4001,4,1580,17077,6.39,-0.6370628599999999,0.99,16993,0.19770970940589905,0.0018511901531989376,0.001
4017,4,1590,17144,6.4,-0.63919205,0.99,17059,0.20166081686814627,0.0016379006362209718,0.001
4032,4,1600,17206,6.41,-0.64631594,0.99,17121,0.20205377538998923,0.0017865125222929887,0.001
4045,4,1610,17264,6.31,-0.63379426,0.99,17178,0.1964038573205471,0.00162484310567379,0.001
4061,4,1620,17329,6.32,-0.6229368999999999,0.99,17244,0.1929689384996891,0.001765723674907349,0.001
4078,4,1630,17399,6.41,-0.6221933,0.99,17314,0.19973495602607727,0.001618920507925478,0.001
4092,4,1640,17458,6.35,-0.61181148,1.0,17375,0.1916847825050354,0.0015158040720658998,0.001
4107,4,1650,17522,6.36,-0.6133508500000001,1.0,17437,0.18527060250441232,0.0018512202825929438,0.001
4122,4,1660,17585,6.37,-0.6129422,1.0,17501,0.18515313416719437,0.0017502811504527926,0.001
4136,4,1670,17643,6.29,-0.60059738,1.0,17559,0.20302348832289377,0.0016768167094726647,0.001
4151,4,1680,17707,6.3,-0.5968530500000001,1.0,17622,0.1863927443822225,0.0015187820652499795,0.001
4164,4,1690,17764,6.2,-0.5818931399999999,1.0,17681,0.19716975092887878,0.0015731560831357325,0.001
4180,4,1700,17828,6.22,-0.57916885,1.0,17745,0.1843552142381668,0.0015680962574801274,0.001
4196,4,1710,17895,6.31,-0.5922081599999999,1.0,17812,0.20617761090397835,0.0017721877167267458,0.001
4212,4,1720,17965,6.36,-0.60931873,1.0,17880,0.20800985395908356,0.0019421030966831104,0.001
4227,4,1730,18027,6.28,-0.6196067799999999,1.0,17942,0.18796634301543236,0.0015776236687088385,0.001
4241,4,1740,18087,6.29,-0.6139332000000001,1.0,18002,0.19676679372787476,0.0016528523216644924,0.001
4256,4,1750,18149,6.27,-0.60685018,1.0,18065,0.19017945726712546,0.0014042834712502856,0.001
4271,4,1760,18209,6.24,-0.60501253,1.0,18125,0.1804087683558464,0.0014530183747410775,0.001
4286,4,1770,18273,6.3,-0.61572476,1.0,18188,0.1875755786895752,0.0013965375061767797,0.001
4302,4,1780,18341,6.34,-0.6230428,1.0,18256,0.2017474224170049,0.0015207758406177163,0.001
4316,4,1790,18400,6.36,-0.63191447,0.98,18316,0.19849952682852745,0.0015179542990933572,0.001
4332,4,1800,18467,6.39,-0.63699557,0.98,18383,0.19268570467829704,0.0015061294689076021,0.001
4348,4,1810,18534,6.39,-0.63817375,0.98,18450,0.20351019129157066,0.0015483812395749347,0.001
4362,4,1820,18594,6.29,-0.6252341600000001,0.98,18510,0.20915075639883676,0.0019089948618784547,0.001
4377,4,1830,18655,6.28,-0.61542274,0.98,18570,0.1826557219028473,0.001356675522401929,0.001
4392,4,1840,18721,6.34,-0.62775853,0.98,18637,0.18380668386816978,0.0014617839333368465,0.001
4407,4,1850,18783,6.34,-0.62564251,0.98,18700,0.19214981297651926,0.001649502175860107,0.001
4422,4,1860,18846,6.37,-0.6303910399999999,0.98,18761,0.1918437828620275,0.0018465925046863656,0.001
4438,4,1870,18914,6.41,-0.6428266399999998,0.98,18827,0.18929477035999298,0.001553290506957897,0.001
4455,4,1880,18984,6.43,-0.64773078,0.98,18900,0.20013786852359772,0.001452460972359404,0.001
4470,4,1890,19046,6.46,-0.64062256,1.0,18962,0.18335634966691336,0.0016520991533373792,0.001
4485,4,1900,19111,6.44,-0.62891164,1.0,19026,0.1912070761124293,0.0015220301186976333,0.001
4500,4,1910,19175,6.41,-0.62892339,1.0,19091,0.1821304609378179,0.0015033346467784473,0.001
4514,4,1920,19233,6.39,-0.6140744399999999,1.0,19149,0.1939723789691925,0.0015374286798760296,0.001
4529,4,1930,19296,6.41,-0.6155518099999999,1.0,19212,0.189139973372221,0.0017334085922422154,0.001
4544,4,1940,19356,6.35,-0.6119905800000001,1.0,19271,0.18975641826788583,0.0013869590475223958,0.001
4559,4,1950,19422,6.39,-0.6234099000000001,1.0,19339,0.17779870331287384,0.0013016761949984357,0.001
4577,4,1960,19497,6.51,-0.6272137,1.0,19411,0.1745609293381373,0.001537506002932787,0.001
4592,4,1970,19560,6.46,-0.61915939,1.0,19475,0.188327357172966,0.0016378287924453615,0.001
4608,4,1980,19624,6.4,-0.60587652,1.0,19540,0.18555292983849844,0.0014525444013997913,0.001
4623,4,1990,19689,6.43,-0.61731373,1.0,19605,0.20198763410250345,0.0016474222897418908,0.001
4641,4,2000,19764,6.53,-0.63476628,1.0,19681,0.20083871483802795,0.001613051921594888,0.001
4655,4,2010,19821,6.46,-0.6152751,1.0,19738,0.18863484263420105,0.0015651487434903781,0.001
4670,4,2020,19884,6.51,-0.6307433599999999,1.0,19800,0.19377999380230904,0.0015094778001574533,0.001
4683,4,2030,19941,6.45,-0.61838442,1.0,19857,0.19785967469215393,0.001480198185890913,0.001
4700,4,2040,20011,6.55,-0.6354147,1.0,19926,0.1885530153910319,0.0015733187513736386,0.001
4715,4,2050,20075,6.53,-0.62564618,1.0,19990,0.20295887192090353,0.0013106344849802554,0.001
4731,4,2060,20142,6.45,-0.6234759599999999,1.0,20059,0.18309089541435242,0.0012829425511881709,0.001
4745,4,2070,20201,6.41,-0.61251423,1.0,20118,0.18685369938611984,0.0015597802121192217,0.001
4761,4,2080,20267,6.43,-0.6212419900000001,1.0,20184,0.1759181966384252,0.0014266608050093055,0.001
4776,4,2090,20331,6.42,-0.61746817,1.0,20246,0.19527278343836466,0.001593949948437512,0.001
4791,4,2100,20393,6.29,-0.60783411,1.0,20308,0.17655432720979056,0.0014689759506533544,0.001
4805,4,2110,20452,6.31,-0.6087076299999999,1.0,20369,0.18180933594703674,0.0013571307063102722,0.001
4820,4,2120,20516,6.32,-0.6078121799999999,1.0,20430,0.184714545806249,0.00138793361838907,0.001
4835,4,2130,20579,6.38,-0.60956707,1.0,20495,0.19791477173566818,0.0017765254713594913,0.001
4851,4,2140,20644,6.33,-0.59223667,1.0,20559,0.1926143392920494,0.0014144865999696776,0.001
4866,4,2150,20709,6.34,-0.60298244,1.0,20623,0.19426914056142172,0.0014888653032747762,0.001
4881,4,2160,20773,6.31,-0.6086221200000002,1.0,20688,0.20918086667855582,0.0014291384917063017,0.001
4898,4,2170,20841,6.4,-0.6185297200000001,1.0,20758,0.19896794259548187,0.001350130730619033,0.001
4912,4,2180,20903,6.36,-0.6061468099999999,1.0,20819,0.19881538053353628,0.001480164472013712,0.001
4928,4,2190,20968,6.37,-0.6116351600000001,1.0,20884,0.19008680681387582,0.0013630595058202744,0.001
4943,4,2200,21031,6.38,-0.6062679000000001,1.0,20946,0.19263716538747153,0.0013572376454249024,0.001
4959,4,2210,21100,6.48,-0.63199497,1.0,21015,0.19432412584622702,0.001443071252045532,0.001
4973,4,2220,21158,6.42,-0.6309900900000001,0.99,21074,0.1844305396080017,0.0013664933420451625,0.001
4987,4,2230,21216,6.37,-0.64185282,0.99,21132,0.17299505695700645,0.001245255399096225,0.001
5000,4,2240,21273,6.29,-0.63219619,0.99,21190,0.18921990195910135,0.0012172007467597724,0.001
5015,4,2250,21337,6.28,-0.62510536,0.99,21253,0.19737985730171204,0.0012898601513976853,0.001
5030,4,2260,21398,6.25,-0.61533946,0.99,21314,0.19772985577583313,0.0015233369582953553,0.001
5045,4,2270,21462,6.21,-0.61275707,0.99,21379,0.1946563720703125,0.0014458592548700316,0.001
5059,4,2280,21520,6.17,-0.6131122000000001,0.99,21434,0.19011863072713217,0.0013901834608986974,0.001
5073,4,2290,21580,6.12,-0.60457784,0.99,21494,0.1830693632364273,0.0014568462502211332,0.001
5088,4,2300,21640,6.09,-0.60463404,0.99,21556,0.1962181031703949,0.0014945204768862044,0.001
5103,4,2310,21702,6.02,-0.58913195,0.99,21618,0.19826321800549826,0.0013665046310052276,0.001
5116,4,2320,21760,6.02,-0.5848608599999999,0.99,21676,0.18736651043097177,0.001620772120077163,0.001
5131,4,2330,21821,6.05,-0.58474709,0.99,21735,0.18517324700951576,0.0015065391635289416,0.001
5146,4,2340,21885,6.12,-0.60081218,0.98,21800,0.1811942160129547,0.0013918012347338454,0.001
5161,4,2350,21950,6.13,-0.6008014700000001,0.98,21865,0.19389061629772186,0.0014192433329299093,0.001
5177,4,2360,22016,6.18,-0.60723593,0.98,21932,0.19260903199513754,0.0014022094546817243,0.001
5192,4,2370,22080,6.18,-0.6103603999999999,0.98,21995,0.1960834264755249,0.001662617116900427,0.001
5207,4,2380,22142,6.22,-0.6140674599999999,0.98,22058,0.19013256579637527,0.001566483489503818,0.001
5223,4,2390,22207,6.27,-0.6123595599999999,0.98,22122,0.19062435999512672,0.0013310103510905588,0.001
5237,4,2400,22267,6.27,-0.61427813,0.98,22183,0.1737537533044815,0.0014926227973774075,0.001
5254,4,2410,22339,6.37,-0.62349599,0.98,22252,0.19080161054929098,0.0014285279903560877,0.001
5269,4,2420,22404,6.44,-0.62331708,0.99,22318,0.18611335257689157,0.0014845373574644328,0.001
5284,4,2430,22466,6.45,-0.61814317,0.99,22383,0.18389014899730682,0.0013834140845574439,0.001
5299,4,2440,22527,6.42,-0.5994044900000001,1.0,22443,0.19361113384366035,0.0013008664973312989,0.001
5313,4,2450,22586,6.36,-0.5917314499999999,1.0,22501,0.19181601703166962,0.0014884302858263255,0.001
5327,4,2460,22646,6.3,-0.5760673399999999,0.99,22564,0.1913098394870758,0.0013779298557589452,0.001
5341,4,2470,22705,6.25,-0.56321769,0.99,22622,0.1942402720451355,0.0014294526578548055,0.001
5354,4,2480,22761,6.19,-0.5566500500000001,0.99,22676,0.20484730104605356,0.0015791404061019421,0.001
5371,4,2490,22830,6.23,-0.5626345500000001,0.99,22747,0.19643149773279825,0.001494767047309627,0.001
5386,4,2500,22894,6.27,-0.5708381299999999,0.99,22809,0.17700021713972092,0.0013470954028889537,0.001
5400,4,2510,22953,6.14,-0.5586763599999999,0.99,22870,0.18035384019215903,0.0012027144451470424,0.001
5415,4,2520,23016,6.12,-0.55997985,0.99,22933,0.17826508730649948,0.0015027840156108141,0.001
5430,4,2530,23079,6.13,-0.56655578,0.99,22993,0.1887821058432261,0.0015601192467979022,0.001
5443,4,2540,23134,6.07,-0.57332983,0.98,23051,0.1920018121600151,0.0015194424660876394,0.001
5458,4,2550,23199,6.13,-0.5803849699999999,0.98,23113,0.18729459245999655,0.001297716536403944,0.001
5475,4,2560,23267,6.21,-0.60520606,0.99,23184,0.1746262659629186,0.0012807130347937345,0.001
5490,4,2570,23331,6.26,-0.61840118,0.99,23248,0.18908518056074777,0.0014243600307963789,0.001
5504,4,2580,23389,6.28,-0.62209266,0.99,23307,0.1652878373861313,0.0015385847305878996,0.001
5520,4,2590,23456,6.26,-0.61253582,0.99,23372,0.19373267889022827,0.001308710896410048,0.001
5535,4,2600,23522,6.28,-0.60437229,0.99,23439,0.19394299387931824,0.001514705887529999,0.001
5551,4,2610,23587,6.34,-0.61601707,0.99,23504,0.2115428994099299,0.0016787949328621228,0.001
5565,4,2620,23648,6.32,-0.6207213700000002,0.99,23563,0.18903493508696556,0.0015911103691905737,0.001
5581,4,2630,23714,6.35,-0.62756446,0.99,23629,0.1944342851638794,0.0014052789192646742,0.001
5596,4,2640,23776,6.42,-0.6336727500000001,1.0,23692,0.19840062657992044,0.0016457360470667481,0.001
5612,4,2650,23844,6.45,-0.6429258999999999,1.0,23759,0.183316171169281,0.001653447761782445,0.001
5626,4,2660,23902,6.35,-0.62606148,1.0,23817,0.1884837547938029,0.001570646573478977,0.001
5641,4,2670,23967,6.36,-0.6310358700000002,1.0,23883,0.18617363274097443,0.001574197958689183,0.001
5659,4,2680,24039,6.5,-0.63812686,1.0,23956,0.1928180456161499,0.0014659897424280643,0.001
5673,4,2690,24102,6.46,-0.64436441,0.99,24019,0.1923363208770752,0.001649461609000961,0.001
5689,4,2700,24167,6.45,-0.65773743,0.99,24083,0.19236761704087257,0.0013409997336566448,0.001
5704,4,2710,24230,6.43,-0.6519764899999998,0.99,24145,0.19474413990974426,0.0014566417085006833,0.001
5720,4,2720,24297,6.49,-0.65665418,0.99,24213,0.18979376057783762,0.0014699592720717192,0.001
5735,4,2730,24359,6.45,-0.6453272800000001,0.99,24276,0.20416682958602905,0.0016888939232255022,0.001
5750,4,2740,24421,6.45,-0.6507801800000002,0.99,24336,0.2025106946627299,0.0016163706313818693,0.001
5765,4,2750,24486,6.42,-0.6534232899999999,0.99,24402,0.1933819055557251,0.0012383838378203411,0.001
5780,4,2760,24549,6.47,-0.65727836,0.99,24465,0.1833151032527288,0.0013237337199305849,0.001
5795,4,2770,24613,6.46,-0.64650879,0.99,24530,0.18817445635795593,0.0015384316648123786,0.001
5810,4,2780,24676,6.37,-0.64513897,0.99,24591,0.20078051090240479,0.0014129677321761847,0.001
5823,4,2790,24728,6.26,-0.62626152,1.0,24642,0.20197365432977676,0.0016810318629723042,0.001
5836,4,2800,24785,6.18,-0.60178379,1.0,24702,0.2052370198071003,0.0015276066094104732,0.001
5850,4,2810,24843,6.13,-0.5921799399999998,1.0,24759,0.2003073493639628,0.0013608028918194275,0.001
5865,4,2820,24906,6.09,-0.5884445199999999,1.0,24822,0.20383374020457268,0.0014475919638893434,0.001
5881,4,2830,24973,6.14,-0.5837328799999999,1.0,24885,0.1954287737607956,0.0014881511063625414,0.001
5896,4,2840,25034,6.13,-0.5817377,0.99,24949,0.17900574952363968,0.0013219271058915183,0.001
5910,4,2850,25093,6.07,-0.56109814,0.99,25008,0.20446385939915976,0.001523342914879322,0.001
5923,4,2860,25150,6.01,-0.5477877699999999,0.99,25067,0.204667329788208,0.0015898235607892275,0.001
5938,4,2870,25213,6.0,-0.5474810499999999,0.99,25129,0.17706583440303802,0.0013582344898687942,0.001
5953,4,2880,25274,5.98,-0.5395329700000001,0.99,25188,0.19730031117796898,0.00170650559344462,0.001
5968,4,2890,25338,6.1,-0.56206751,0.99,25254,0.19292916357517242,0.0014882351970300078,0.001
5982,4,2900,25398,6.13,-0.5732484099999999,0.99,25315,0.1888740286231041,0.0013609176734462381,0.001
5997,4,2910,25459,6.16,-0.57988669,0.99,25373,0.2050418108701706,0.001556329452432692,0.001
6010,4,2920,25516,6.1,-0.5738212700000002,0.99,25433,0.20737697929143906,0.0014608079800382257,0.001
6027,4,2930,25584,6.11,-0.58376013,0.99,25501,0.20476779838403067,0.0016165347963881989,0.001
6041,4,2940,25645,6.11,-0.56229868,1.0,25562,0.18345202008883157,0.0014228394138626754,0.001
6055,4,2950,25702,6.09,-0.5713126,0.99,25619,0.19027699530124664,0.001515039960698535,0.001
6069,4,2960,25761,6.11,-0.5835635499999999,0.99,25678,0.2046067068974177,0.0015736154552238684,0.001
6085,4,2970,25829,6.16,-0.57917316,0.99,25745,0.19345002869764963,0.0015931934051747834,0.001
6100,4,2980,25891,6.17,-0.5909215600000001,0.99,25808,0.19753302137056986,0.0014818428549915551,0.001
6114,4,2990,25950,6.12,-0.5769549700000001,0.99,25867,0.18358546992142996,0.0016404979729226657,0.001
6130,4,3000,26018,6.2,-0.58702899,0.99,25934,0.18524413307507834,0.0015526188265842695,0.001
6144,4,3010,26076,6.17,-0.5841428000000001,0.99,25991,0.190984308719635,0.0017672937829047441,0.001
6159,4,3020,26140,6.24,-0.58894378,0.99,26057,0.19688529769579569,0.0015326950621480744,0.001
6173,4,3030,26200,6.16,-0.58013514,0.99,26117,0.19208881755669913,0.0013125143595971167,0.001
6187,4,3040,26257,6.12,-0.5894976900000001,0.99,26174,0.19625908633073172,0.0016562936555904646,0.001
6204,4,3050,26327,6.25,-0.5906747399999999,1.0,26240,0.1910654567182064,0.00150848481072379,0.001
6219,4,3060,26392,6.31,-0.600712,1.0,26307,0.20541640122731528,0.001591318054124713,0.001
6231,4,3070,26445,6.16,-0.60186695,0.98,26363,0.20454928278923035,0.0014705374681701262,0.001
6246,4,3080,26506,6.15,-0.59414969,0.98,26423,0.1913822889328003,0.00182010754942894,0.001
6259,4,3090,26564,6.14,-0.59996346,0.97,26481,0.19206561148166656,0.001344696191760401,0.001
6275,4,3100,26628,6.1,-0.59172928,0.97,26543,0.1929924339056015,0.0015448997073690407,0.001
6292,4,3110,26699,6.23,-0.60407227,0.97,26613,0.1925375610589981,0.0015601749931062972,0.001
6306,4,3120,26761,6.21,-0.5998031,0.97,26677,0.1899882952372233,0.0016597760647224884,0.001
6322,4,3130,26828,6.28,-0.61187777,0.97,26742,0.18750393390655518,0.0014741093036718667,0.001
6336,4,3140,26884,6.27,-0.6124015100000001,0.97,26801,0.20761673152446747,0.0014681108004879206,0.001
6350,4,3150,26943,6.16,-0.60866186,0.97,26861,0.19262133538722992,0.0014837642433121801,0.001
6365,4,3160,27007,6.15,-0.60071162,0.97,26924,0.20216505229473114,0.0015990339597919956,0.001
6381,4,3170,27072,6.27,-0.6065782,0.99,26982,0.1942792721092701,0.0015334886993514374,0.001
6394,4,3180,27128,6.22,-0.6004871300000001,0.99,27044,0.19877589493989944,0.001782045466825366,0.001
6409,4,3190,27190,6.26,-0.60856751,1.0,27105,0.1986484428246816,0.001400483927379052,0.001
6422,4,3200,27245,6.17,-0.5932547300000001,1.0,27162,0.19679969549179077,0.0012658151681534946,0.001
6437,4,3210,27307,6.08,-0.58863874,1.0,27223,0.19617803891499838,0.0014955169421487621,0.001
6452,4,3220,27372,6.11,-0.5988829699999999,1.0,27288,0.19133665785193443,0.0015837585919403604,0.001
6467,4,3230,27436,6.08,-0.5872365,1.0,27352,0.18955101817846298,0.0016049699957615563,0.001
6483,4,3240,27500,6.16,-0.5953750999999999,1.0,27415,0.20194617410500845,0.0016101872315630317,0.001
6496,4,3250,27557,6.14,-0.59348086,1.0,27474,0.19452257951100668,0.0013744007446803153,0.001
6509,4,3260,27612,6.05,-0.58677309,1.0,27529,0.19840693473815918,0.0014454310759902,0.001
6525,4,3270,27677,6.05,-0.58802949,1.0,27591,0.2036978080868721,0.002007155981846154,0.001
6540,4,3280,27743,6.15,-0.61054288,0.99,27658,0.20030026882886887,0.0016358269058400765,0.001
6555,4,3290,27803,6.13,-0.6066845700000001,0.99,27719,0.18356094881892204,0.001403757618390955,0.001
6569,4,3300,27862,6.17,-0.6158286000000001,0.99,27780,0.19258647660414377,0.0015538152540102601,0.001
6583,4,3310,27924,6.17,-0.6138430899999999,0.99,27839,0.17746271193027496,0.0011237691971473396,0.001
6598,4,3320,27984,6.12,-0.6093234099999999,0.99,27899,0.18104396760463715,0.0015095619251951574,0.001
6612,4,3330,28045,6.09,-0.61557173,0.99,27962,0.19973017275333405,0.0015555093996226788,0.001
6627,4,3340,28106,6.06,-0.6175939399999999,0.99,28022,0.19313170512517294,0.00161550915800035,0.001
6641,4,3350,28168,6.11,-0.62601182,0.98,28085,0.17810507118701935,0.00152621790766716,0.001
6657,4,3360,28236,6.24,-0.6421555800000001,0.98,28149,0.1928383062283198,0.0017981029814109206,0.001
6671,4,3370,28293,6.16,-0.6337693799999999,0.98,28208,0.19143430888652802,0.001940532335235427,0.001
6685,4,3380,28350,6.07,-0.61200067,0.99,28267,0.19946201145648956,0.0020595153560861944,0.001
6698,4,3390,28407,6.04,-0.60666412,0.99,28324,0.1934128701686859,0.0012603119054498773,0.001
6713,4,3400,28470,6.08,-0.6169195599999999,0.99,28384,0.20052794615427652,0.001722257196282347,0.001
6729,4,3410,28536,6.12,-0.62415706,0.99,28451,0.20487824082374573,0.0013844710774719715,0.001
6745,4,3420,28601,6.17,-0.63032654,0.99,28517,0.19773097336292267,0.0017588033972840225,0.001
6760,4,3430,28665,6.2,-0.6407229799999999,0.99,28581,0.1884458214044571,0.001319115050137043,0.001
6774,4,3440,28725,6.19,-0.63504602,0.99,28641,0.20822941263516745,0.0016040703215237176,0.001
6788,4,3450,28782,6.14,-0.6363001800000001,0.99,28699,0.22585244476795197,0.00137876330409199,0.001
6802,4,3460,28844,6.08,-0.62746614,0.99,28761,0.20739123225212097,0.001539475090491275,0.001
6817,4,3470,28905,6.12,-0.6369086100000001,0.99,28820,0.19560064375400543,0.0015434851326669257,0.001
6830,4,3480,28961,6.11,-0.63351888,0.98,28880,0.20635027438402176,0.0015309099107980728,0.001
6845,4,3490,29022,6.15,-0.6319250599999999,0.98,28938,0.19820991655190787,0.0015107411115119855,0.001
6859,4,3500,29081,6.11,-0.6169616099999999,0.98,28998,0.20677088797092438,0.001526852953247726,0.001
6873,4,3510,29141,6.05,-0.59998106,0.98,29057,0.1904686987400055,0.0015729612903669476,0.001
6888,4,3520,29205,6.04,-0.60121152,0.98,29122,0.18722172578175864,0.0014256102964282035,0.001
