rollout/ep_len_mean,rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,time/fps,time/episodes,rollout/success_rate,train/actor_loss,train/learning_rate,train/critic_loss,train/n_updates
6.04,-0.70824301,28534,6801,4,3910,0.92,0.23762942602237067,0.001,8.145545583223187e-06,28433
6.0,-0.7051473200000001,28591,6815,4,3920,0.9,0.22798835166863032,0.001,1.793005354297098e-05,28491
6.02,-0.71030204,28651,6829,4,3930,0.91,0.21640768008572714,0.001,2.1513454417540095e-05,28552
5.99,-0.71285925,28715,6845,4,3940,0.9,0.233669675886631,0.001,1.2053622867824743e-05,28615
6.07,-0.7147257999999997,28777,6860,4,3950,0.93,0.22142239660024643,0.001,4.06592898798408e-05,28678
6.04,-0.7082273300000003,28835,6874,4,3960,0.93,0.22742793560028077,0.001,1.0819102681125514e-05,28734
5.95,-0.7026975300000001,28886,6886,4,3970,0.91,0.22344855964183807,0.001,1.3339762517716736e-05,28786
5.89,-0.69636724,28944,6900,4,3980,0.9,0.22619750599066415,0.001,2.0510405950820616e-05,28848
5.9,-0.7002954500000002,29002,6914,4,3990,0.89,0.22531678527593613,0.001,1.2072246136085596e-05,28906
5.85,-0.6962542699999998,29056,6927,4,4000,0.88,0.21879868706067404,0.001,8.962684660218656e-06,28957
5.86,-0.7026733799999999,29120,6942,4,4010,0.88,0.22761463267462595,0.001,8.576953924992787e-06,29018
5.78,-0.7013085899999997,29169,6954,4,4020,0.87,0.2235658864180247,0.001,8.211678429385453e-06,29069
5.76,-0.7002100400000001,29227,6968,4,4030,0.85,0.21712797631820044,0.001,1.0417885808540936e-05,29126
5.75,-0.6963018900000002,29290,6983,4,4040,0.86,0.23029295106728873,0.001,7.083432516689451e-06,29190
5.76,-0.6973468700000001,29353,6998,4,4050,0.86,0.21820306181907653,0.001,7.918838673504069e-06,29252
5.79,-0.7014294600000003,29414,7013,4,4060,0.86,0.22400797406832376,0.001,1.0136866724982005e-05,29313
5.75,-0.7070025999999998,29461,7024,4,4070,0.84,0.23625820130109787,0.001,1.8513734630687395e-05,29360
5.85,-0.7175887799999999,29529,7041,4,4080,0.86,0.21735509378569468,0.001,1.0254092947954113e-05,29428
5.81,-0.7130617900000001,29583,7054,4,4090,0.86,0.22362327575683594,0.001,9.240875832412193e-06,29484
5.83,-0.7221872399999998,29639,7067,4,4100,0.86,0.23116448223590852,0.001,1.4101758824835998e-05,29538
5.85,-0.73302696,29705,7083,4,4110,0.86,0.22122853355748312,0.001,1.6012187058679827e-05,29606
5.91,-0.7370225799999999,29760,7096,4,4120,0.87,0.22009151925643286,0.001,7.744528375042137e-06,29661
5.82,-0.72700888,29809,7108,4,4130,0.86,0.22589357942342758,0.001,9.015287484241222e-06,29708
5.75,-0.72599987,29865,7121,4,4140,0.84,0.2308562994003296,0.001,1.8593683853396216e-05,29764
5.74,-0.7343681200000001,29927,7136,4,4150,0.83,0.22976900424276078,0.001,1.045367896170189e-05,29826
5.71,-0.7338465500000001,29985,7150,4,4160,0.83,0.21705884238084158,0.001,1.5989029937675998e-05,29885
5.78,-0.7323760300000001,30039,7163,4,4170,0.85,0.22224493324756622,0.001,8.703403788482925e-06,29939
5.71,-0.72096715,30100,7178,4,4180,0.85,0.22570063173770905,0.001,1.3136450282521158e-05,30000
5.69,-0.71735479,30152,7191,4,4190,0.84,0.22890219305242812,0.001,8.724895256558998e-06,30050
5.77,-0.7255350200000001,30216,7206,4,4200,0.85,0.2241034209728241,0.001,1.1863600093420246e-05,30116
5.74,-0.7096207200000001,30279,7221,4,4210,0.85,0.22452249626318613,0.001,1.4991660464147571e-05,30180
5.79,-0.7113882900000001,30339,7236,4,4220,0.86,0.21597661674022675,0.001,1.0399693201179616e-05,30238
5.9,-0.7248293499999999,30399,7250,4,4230,0.88,0.2354574352502823,0.001,1.0531690501617655e-05,30299
6.03,-0.7346971999999999,30468,7267,4,4240,0.9,0.23763772419520787,0.001,3.555740087384558e-05,30367
6.06,-0.7349770499999999,30533,7282,4,4250,0.91,0.21851908043026924,0.001,1.278797958548239e-05,30432
6.14,-0.7376321600000001,30599,7298,4,4260,0.92,0.22725901646273478,0.001,1.2064580589919518e-05,30499
6.2,-0.7445565199999998,30659,7313,4,4270,0.93,0.22854632884263992,0.001,3.0356393078060744e-05,30563
6.19,-0.74497893,30719,7327,4,4280,0.92,0.22535420954227448,0.001,1.705474066208505e-05,30623
6.28,-0.7625700500000001,30780,7342,4,4290,0.94,0.23292354643344879,0.001,9.906786272040335e-06,30679
6.22,-0.75399927,30838,7356,4,4300,0.93,0.22966557989517847,0.001,1.0446984182029459e-05,30742
6.17,-0.7548889399999998,30896,7370,4,4310,0.91,0.23180922865867615,0.001,3.546528205333743e-05,30796
6.17,-0.7539333599999999,30956,7384,4,4320,0.91,0.22507502883672714,0.001,1.9881929802068044e-05,30856
6.27,-0.7483133599999999,31026,7401,4,4330,0.92,0.22175247754369462,0.001,1.1696188526652154e-05,30926
6.18,-0.74031408,31086,7415,4,4340,0.91,0.2124395544330279,0.001,1.1669618440161381e-05,30986
6.17,-0.73835692,31150,7431,4,4350,0.91,0.22328875746045793,0.001,1.1211039756225155e-05,31049
6.12,-0.7360485499999999,31211,7445,4,4360,0.9,0.22530817985534668,0.001,9.623950453325441e-06,31110
6.01,-0.7272739999999999,31260,7457,4,4370,0.88,0.23090126117070517,0.001,2.286089738845476e-05,31161
5.96,-0.72444525,31315,7471,4,4380,0.88,0.22995415329933167,0.001,2.959215416922234e-05,31214
5.87,-0.7061532299999997,31367,7483,4,4390,0.87,0.22290473750659398,0.001,1.060051233382962e-05,31266
5.76,-0.6944855400000002,31414,7494,4,4400,0.86,0.23477154970169067,0.001,1.4402415672520874e-05,31315
5.81,-0.7020159999999999,31477,7510,4,4410,0.87,0.22633463144302368,0.001,1.4890914566681854e-05,31375
5.86,-0.7083385799999998,31542,7525,4,4420,0.88,0.23506232351064682,0.001,8.9586411225658e-06,31441
5.77,-0.7092591200000001,31603,7540,4,4430,0.87,0.22192231069008508,0.001,9.003212729415585e-06,31507
5.77,-0.7021072100000001,31663,7554,4,4440,0.87,0.2366287750857217,0.001,1.0139739710471726e-05,31562
5.68,-0.69128139,31718,7568,4,4450,0.85,0.23219744116067886,0.001,8.638374765723711e-06,31618
5.61,-0.6852175699999999,31772,7580,4,4460,0.84,0.2343275249004364,0.001,8.403254209302499e-06,31673
5.6,-0.6862708999999998,31820,7592,4,4470,0.84,0.20947954058647156,0.001,7.1430667958338745e-06,31724
5.66,-0.6904597300000002,31881,7607,4,4480,0.84,0.22001747361251286,0.001,1.0805166636730843e-05,31780
5.78,-0.70209333,31945,7622,4,4490,0.86,0.22178354859352112,0.001,1.3662742730957689e-05,31845
5.87,-0.7161705899999999,32001,7636,4,4500,0.88,0.23369870831569037,0.001,1.9624944646542037e-05,31901
5.86,-0.7121888499999999,32063,7651,4,4510,0.89,0.22955314815044403,0.001,7.958591898689823e-06,31963
5.88,-0.70914705,32130,7667,4,4520,0.89,0.22624724677630834,0.001,2.451069251817119e-05,32029
5.88,-0.71257666,32191,7681,4,4530,0.89,0.24348344653844833,0.001,1.1012797131115803e-05,32091
5.9,-0.7186676200000001,32253,7696,4,4540,0.9,0.2128443717956543,0.001,8.44617225084221e-06,32153
5.92,-0.7200742800000001,32310,7710,4,4550,0.91,0.2293615167339643,0.001,6.6845512568155146e-06,32211
6.01,-0.7354289199999999,32373,7725,4,4560,0.92,0.22773226244109018,0.001,9.85642139182476e-06,32272
6.12,-0.7431538999999998,32432,7739,4,4570,0.95,0.2268186410268148,0.001,8.828422778606182e-06,32332
6.11,-0.7459516099999999,32492,7754,4,4580,0.94,0.23121059153761184,0.001,9.421337121498904e-06,32391
6.1,-0.7421807300000001,32555,7769,4,4590,0.94,0.23305506010850272,0.001,9.848525981700126e-06,32455
6.16,-0.7412743999999998,32617,7784,4,4600,0.95,0.2352788256747382,0.001,6.675760037718906e-06,32517
6.03,-0.7335452100000001,32666,7796,4,4610,0.92,0.21323464810848236,0.001,1.2585326658154372e-05,32566
5.98,-0.72587857,32728,7811,4,4620,0.92,0.2279069232089179,0.001,1.2501084971258283e-05,32628
6.0,-0.7301194200000001,32791,7826,4,4630,0.92,0.22640923410654068,0.001,1.0165544608753407e-05,32689
5.89,-0.72631901,32842,7838,4,4640,0.89,0.2387830913066864,0.001,2.9673294842983262e-05,32742
5.91,-0.7260948099999999,32901,7852,4,4650,0.89,0.22229493968188763,0.001,1.1475600956600829e-05,32801
5.83,-0.7119507300000001,32956,7866,4,4660,0.88,0.22849133610725403,0.001,8.584327929384017e-06,32856
5.83,-0.70961747,33015,7880,4,4670,0.87,0.22772976543222154,0.001,7.665005926225734e-06,32915
5.91,-0.7136673700000001,33083,7896,4,4680,0.89,0.23605653643608093,0.001,1.185091637775518e-05,32983
5.79,-0.71478746,33134,7908,4,4690,0.86,0.22582987695932388,0.001,7.201513274897782e-06,33033
5.86,-0.72212431,33203,7925,4,4700,0.86,0.22667214460670948,0.001,5.867435277195909e-06,33101
6.01,-0.73520589,33267,7940,4,4710,0.88,0.22566736117005348,0.001,6.04632163003771e-06,33166
5.98,-0.7423576300000001,33326,7955,4,4720,0.87,0.2557651326060295,0.001,6.895981641719118e-06,33226
5.86,-0.7233390099999998,33377,7967,4,4730,0.86,0.2237057864665985,0.001,2.3741227778373286e-05,33277
5.94,-0.7247646499999999,33436,7981,4,4740,0.88,0.22374706864356994,0.001,2.24626583076315e-05,33336
5.97,-0.73007789,33498,7996,4,4750,0.88,0.2243289530277252,0.001,1.5540299864369443e-05,33398
6.05,-0.7337916400000002,33561,8011,4,4760,0.88,0.22501463975225175,0.001,9.927927359448014e-06,33465
6.04,-0.7371344699999999,33619,8025,4,4770,0.88,0.23564299692710242,0.001,1.7137055237981258e-05,33518
6.01,-0.73084209,33684,8041,4,4780,0.88,0.22154637745448522,0.001,1.7931906248642398e-05,33585
6.11,-0.7371659199999999,33745,8055,4,4790,0.9,0.23807441762515477,0.001,1.4626676862202917e-05,33645
5.94,-0.71796981,33797,8068,4,4800,0.88,0.2304917105606624,0.001,7.585108895520014e-06,33697
5.83,-0.70901107,33850,8081,4,4810,0.86,0.23100807411330088,0.001,9.91349978513816e-06,33754
5.82,-0.7022581799999998,33908,8095,4,4820,0.86,0.23196310549974442,0.001,1.8277121853316203e-05,33807
5.83,-0.71046809,33960,8107,4,4830,0.86,0.23664300569466182,0.001,1.1093834863069268e-05,33859
5.88,-0.7181916700000001,34024,8122,4,4840,0.86,0.22534669297082083,0.001,6.420781379087462e-06,33923
5.86,-0.7117701200000002,34084,8137,4,4850,0.86,0.22359059005975723,0.001,7.5878632136057904e-06,33983
5.71,-0.70964875,34132,8148,4,4860,0.84,0.22162585705518723,0.001,1.1647777228063205e-05,34031
5.63,-0.70045503,34182,8161,4,4870,0.82,0.22739440699418387,0.001,1.5502093447139487e-05,34081
5.57,-0.6955207100000002,34241,8175,4,4880,0.81,0.23870903998613358,0.001,3.5690819458977785e-05,34141
5.55,-0.6873715099999999,34300,8189,4,4890,0.81,0.23615258932113647,0.001,1.1732731233375185e-05,34200
5.54,-0.6865149799999999,34351,8201,4,4900,0.81,0.2332596406340599,0.001,1.224002888496519e-05,34250
5.59,-0.68708747,34409,8215,4,4910,0.83,0.24953423192103705,0.001,1.1889672502244745e-05,34313
5.6,-0.6876250999999999,34468,8229,4,4920,0.84,0.2336792230606079,0.001,1.1470471145003103e-05,34367
5.65,-0.6933627100000002,34525,8243,4,4930,0.85,0.23117879331111907,0.001,2.2258562057686505e-05,34424
5.64,-0.6864084899999999,34588,8258,4,4940,0.85,0.22666280468304953,0.001,1.0772330218363399e-05,34492
5.62,-0.6925070500000001,34646,8272,4,4950,0.84,0.22858008928596973,0.001,6.053641897096895e-06,34546
5.67,-0.68945127,34699,8285,4,4960,0.86,0.23390905559062958,0.001,8.23628233774798e-06,34603
5.73,-0.69320873,34755,8298,4,4970,0.87,0.22850263863801956,0.001,6.904286863118614e-06,34654
5.74,-0.69882235,34815,8313,4,4980,0.87,0.23321387420097986,0.001,1.0441207602222372e-05,34714
5.73,-0.70127944,34873,8327,4,4990,0.86,0.2353581339120865,0.001,6.160433864958274e-06,34773
5.88,-0.71747937,34939,8343,4,5000,0.88,0.22580153388636454,0.001,8.831325560874706e-06,34837
5.97,-0.7264277399999999,35006,8359,4,5010,0.89,0.23481632582843304,0.001,7.932340565730556e-06,34907
5.91,-0.72801338,35059,8371,4,5020,0.87,0.23765650391578674,0.001,1.2699682883976493e-05,34959
5.97,-0.7293531900000001,35122,8386,4,5030,0.88,0.23347028344869614,0.001,1.4872411156829912e-05,35022
5.92,-0.7286956500000001,35180,8400,4,5040,0.88,0.23431552648544313,0.001,9.829856844589813e-06,35079
5.9,-0.71568608,35236,8414,4,5050,0.89,0.231294327548572,0.001,1.0227190224603483e-05,35137
5.88,-0.71636076,35287,8426,4,5060,0.88,0.23632369296891348,0.001,1.1371344044164289e-05,35188
5.95,-0.7175612900000001,35350,8441,4,5070,0.89,0.22352960954109827,0.001,9.822695346883847e-06,35250
5.85,-0.7064668499999999,35400,8453,4,5080,0.87,0.23799219727516174,0.001,9.757246289154864e-06,35299
5.71,-0.69253387,35444,8464,4,5090,0.85,0.2337035983800888,0.001,8.563360552216182e-06,35344
5.7,-0.69113542,35509,8480,4,5100,0.84,0.24011594988405704,0.001,1.7017387108353432e-05,35409
5.6,-0.67970387,35566,8493,4,5110,0.83,0.23237929493188858,0.001,1.608356933502364e-05,35466
5.57,-0.67341446,35616,8505,4,5120,0.82,0.22607018692152842,0.001,1.1289178343888904e-05,35515
5.59,-0.6733798999999999,35681,8521,4,5130,0.82,0.21890761206547418,0.001,8.144844969137921e-06,35582
5.61,-0.6733604200000001,35741,8535,4,5140,0.82,0.22183706114689508,0.001,9.155617893460052e-06,35640
5.63,-0.6796360799999996,35799,8549,4,5150,0.82,0.23501032839218775,0.001,1.088436768744335e-05,35699
5.69,-0.6805287700000001,35856,8563,4,5160,0.84,0.22490164389212927,0.001,1.1007696609037035e-05,35760
5.59,-0.6780598300000001,35909,8576,4,5170,0.83,0.23964463422695795,0.001,8.92099069460528e-06,35810
5.7,-0.68656228,35970,8591,4,5180,0.85,0.23982676012175425,0.001,8.547395931860332e-06,35870
5.8,-0.6977756100000001,36024,8604,4,5190,0.87,0.22532634188731512,0.001,8.83205332987321e-06,35928
5.75,-0.6965032800000001,36084,8618,4,5200,0.87,0.2351321620600564,0.001,1.323911484567881e-05,35983
5.77,-0.70015226,36143,8632,4,5210,0.87,0.2241047595938047,0.001,1.1791566976171453e-05,36043
5.92,-0.713523,36208,8648,4,5220,0.9,0.23177593449751535,0.001,8.310288421853329e-06,36107
5.85,-0.7109896299999998,36266,8662,4,5230,0.89,0.2264305885349001,0.001,9.34691401458362e-06,36165
5.87,-0.71318691,36328,8677,4,5240,0.89,0.2331925332546234,0.001,1.0159378916796413e-05,36228
5.86,-0.70960298,36385,8691,4,5250,0.89,0.2376735955476761,0.001,2.941394723166013e-05,36283
5.83,-0.7022702400000002,36439,8704,4,5260,0.88,0.24175343662500381,0.001,9.441358315598336e-06,36340
5.86,-0.70449246,36495,8717,4,5270,0.88,0.21677332123120627,0.001,7.933029261645666e-06,36399
5.72,-0.6995942800000001,36542,8728,4,5280,0.86,0.22476857900619507,0.001,7.622560133313527e-06,36443
5.79,-0.7011311699999999,36603,8743,4,5290,0.87,0.24316169108663285,0.001,8.316667000534445e-06,36503
5.69,-0.6903496700000002,36653,8755,4,5300,0.86,0.23819442093372345,0.001,7.133283133953228e-06,36553
5.65,-0.6882172000000001,36708,8768,4,5310,0.85,0.22871478796005248,0.001,8.833932406560053e-06,36608
5.62,-0.6827957299999998,36770,8783,4,5320,0.84,0.22713234648108482,0.001,1.386798214753071e-05,36669
5.57,-0.68053424,36823,8796,4,5330,0.83,0.22989521423975626,0.001,1.6528799733350752e-05,36723
5.46,-0.67214445,36874,8808,4,5340,0.82,0.23003495165279933,0.001,6.887698353758813e-06,36775
5.47,-0.67890856,36932,8822,4,5350,0.82,0.23302381734053293,0.001,8.257269807169601e-06,36832
5.46,-0.68800236,36985,8835,4,5360,0.82,0.22875629365444183,0.001,7.551367616542848e-06,36884
5.56,-0.6962250299999999,37051,8851,4,5370,0.84,0.22334581861893335,0.001,1.6541897366550984e-05,36950
5.7,-0.6904112699999999,37112,8865,4,5380,0.87,0.2241779938340187,0.001,7.138768069125945e-06,37013
5.71,-0.6924508999999999,37174,8880,4,5390,0.88,0.23000952353080115,0.001,6.139289704757782e-06,37073
5.81,-0.6949355899999999,37234,8895,4,5400,0.89,0.23920726031064987,0.001,6.840034075139556e-06,37134
5.88,-0.70086399,37296,8909,4,5410,0.89,0.22399613899844034,0.001,7.515777464764792e-06,37192
5.92,-0.7146563100000002,37362,8925,4,5420,0.89,0.2284672980507215,0.001,1.4789411731423266e-05,37261
5.92,-0.7120763500000001,37415,8938,4,5430,0.89,0.2232106775045395,0.001,1.4537780771206599e-05,37316
6.0,-0.7172974500000001,37474,8952,4,5440,0.9,0.23496390879154205,0.001,8.759985121287173e-06,37374
6.04,-0.7203819399999999,37536,8967,4,5450,0.91,0.2351876880441393,0.001,1.0439126851581801e-05,37435
6.16,-0.7237650499999999,37601,8983,4,5460,0.93,0.2329814306327275,0.001,9.799373011836516e-06,37500
6.11,-0.7179562199999999,37662,8997,4,5470,0.93,0.22922206819057464,0.001,7.246632867463631e-06,37561
6.12,-0.73313331,37724,9012,4,5480,0.93,0.23378884295622507,0.001,9.147054394513058e-06,37625
6.11,-0.73198219,37785,9027,4,5490,0.92,0.23233784486850104,0.001,6.298950362785642e-06,37685
6.13,-0.7318279799999998,37847,9042,4,5500,0.93,0.22592405726512274,0.001,6.657571020696196e-06,37745
6.0,-0.7303199100000002,37896,9054,4,5510,0.91,0.24288621544837952,0.001,6.35917202392496e-06,37800
5.86,-0.7095947199999999,37948,9066,4,5520,0.89,0.24614331685006618,0.001,7.40073687666154e-06,37847
5.81,-0.7075506699999999,37996,9078,4,5530,0.88,0.23351253143378667,0.001,8.835725501350161e-06,37897
5.89,-0.7122358599999998,38063,9094,4,5540,0.89,0.23236178358395895,0.001,9.453178942446053e-06,37962
5.85,-0.7074189399999998,38121,9108,4,5550,0.88,0.22683533813272203,0.001,6.8868483659961e-06,38021
5.68,-0.69501453,38169,9119,4,5560,0.85,0.23896773904561996,0.001,1.890907878987491e-05,38069
5.62,-0.6866415299999999,38224,9133,4,5570,0.84,0.23323392868041992,0.001,7.998230012162822e-06,38125
5.54,-0.6802750000000001,38278,9146,4,5580,0.82,0.23626008133093515,0.001,7.438175998686347e-06,38177
5.5,-0.6752393900000001,38335,9159,4,5590,0.82,0.22505086908737817,0.001,6.488939106930047e-06,38234
5.51,-0.6910019399999999,38398,9175,4,5600,0.81,0.23602706752717495,0.001,1.1937699127884116e-05,38302
5.69,-0.7019637599999998,38465,9191,4,5610,0.85,0.2335045576095581,0.001,8.137561053445097e-06,38364
5.68,-0.7000719599999998,38516,9203,4,5620,0.85,0.23633294738829136,0.001,7.0572899630860775e-06,38416
5.82,-0.70711092,38578,9218,4,5630,0.87,0.23435916751623154,0.001,8.345080762713527e-06,38478
5.72,-0.7008358199999998,38635,9232,4,5640,0.86,0.22991929948329926,0.001,1.1387459562683943e-05,38533
5.61,-0.69072963,38682,9243,4,5650,0.83,0.22940248250961304,0.001,1.3214491445978638e-05,38581
5.65,-0.69488962,38734,9255,4,5660,0.84,0.21999848634004593,0.001,7.465407406925806e-06,38634
5.65,-0.70044798,38789,9269,4,5670,0.83,0.23846893310546874,0.001,1.3236948416306404e-05,38690
5.66,-0.69520456,38844,9282,4,5680,0.83,0.2422666698694229,0.001,5.649324975820491e-06,38744
5.73,-0.7057870900000002,38908,9297,4,5690,0.84,0.23654956370592117,0.001,7.21349836870407e-06,38807
5.71,-0.6971950100000002,38969,9312,4,5700,0.85,0.23747962154448032,0.001,9.543571650283411e-06,38869
5.65,-0.6841467000000001,39030,9327,4,5710,0.84,0.22954577207565308,0.001,6.191289060097915e-06,38931
5.73,-0.6926433100000001,39089,9341,4,5720,0.86,0.2313936948776245,0.001,1.6295663044729736e-05,38989
5.71,-0.68704188,39149,9355,4,5730,0.87,0.23681203169482096,0.001,8.226631507568527e-06,39049
5.7,-0.6939067099999999,39205,9369,4,5740,0.86,0.23514050245285034,0.001,1.316926773142768e-05,39104
5.87,-0.7113385699999999,39269,9384,4,5750,0.89,0.23126078503472464,0.001,1.692567392248228e-05,39173
5.88,-0.7161186500000001,39322,9397,4,5760,0.88,0.23677879571914673,0.001,1.5382283436338184e-05,39221
5.78,-0.70392364,39367,9408,4,5770,0.87,0.23653391003608704,0.001,1.0837610898306593e-05,39267
5.86,-0.71081,39430,9423,4,5780,0.89,0.2365177184343338,0.001,2.1124644990777598e-05,39328
5.84,-0.7102797099999999,39492,9438,4,5790,0.89,0.24494384229183197,0.001,7.182932040450396e-06,39391
5.81,-0.7125324200000002,39550,9452,4,5800,0.87,0.23125905650002615,0.001,6.756066406004331e-06,39454
5.72,-0.70744734,39602,9464,4,5810,0.85,0.20831948518753052,0.001,9.148189747065771e-06,39506
5.64,-0.6979994799999999,39653,9476,4,5820,0.84,0.22305066883563995,0.001,7.59518843551632e-06,39554
5.62,-0.7048336600000001,39711,9490,4,5830,0.83,0.23623225092887878,0.001,5.008429146376632e-06,39612
5.61,-0.70056197,39766,9504,4,5840,0.83,0.23373149583737055,0.001,1.7535062700820465e-05,39665
5.51,-0.6814106,39820,9517,4,5850,0.83,0.23910499683448247,0.001,8.41288725236414e-06,39720
5.57,-0.6778341599999999,39879,9531,4,5860,0.85,0.22529424939836776,0.001,5.052101511994676e-06,39783
5.65,-0.6927138500000001,39932,9544,4,5870,0.85,0.23559835056463876,0.001,1.6352612192349625e-05,39831
5.57,-0.68488391,39987,9557,4,5880,0.83,0.2439587637782097,0.001,5.353335154723027e-06,39886
5.63,-0.6906900000000001,40055,9573,4,5890,0.83,0.24681955788816726,0.001,1.898566214159863e-05,39954
5.57,-0.67838604,40107,9586,4,5900,0.83,0.2348159154256185,0.001,8.958046995151866e-06,40007
5.6,-0.67618818,40162,9599,4,5910,0.85,0.24232338120539984,0.001,8.554410366438484e-06,40066
5.66,-0.6878118499999999,40219,9612,4,5920,0.85,0.22919269331863948,0.001,6.493187226754214e-06,40118
5.68,-0.68676726,40279,9627,4,5930,0.86,0.23310257494449615,0.001,1.057074203864821e-05,40179
5.73,-0.68363708,40339,9641,4,5940,0.88,0.24176018834114074,0.001,4.488762351684273e-06,40240
5.74,-0.6940657399999999,40394,9654,4,5950,0.88,0.22493659208218256,0.001,6.962362173605167e-06,40294
5.7,-0.68676579,40449,9668,4,5960,0.88,0.23223292579253516,0.001,8.369313945877366e-06,40350
5.72,-0.68271679,40504,9681,4,5970,0.9,0.22602517157793045,0.001,7.090985339649099e-06,40408
5.74,-0.69439907,40561,9695,4,5980,0.9,0.23740318630422866,0.001,9.595259143679868e-06,40461
5.68,-0.6850835599999998,40623,9710,4,5990,0.9,0.23822633425394693,0.001,2.0856904635972267e-05,40523
5.71,-0.69279499,40678,9723,4,6000,0.9,0.23629043996334076,0.001,7.544721354081828e-06,40582
5.75,-0.6989922299999999,40737,9737,4,6010,0.9,0.2440738409757614,0.001,2.061698742181761e-05,40636
5.75,-0.7019096700000002,40794,9751,4,6020,0.9,0.23100648181779043,0.001,2.0321376593658768e-05,40698
5.82,-0.7087723499999999,40861,9767,4,6030,0.89,0.23872604966163635,0.001,2.3885630331018808e-05,40760
5.85,-0.7198223700000003,40924,9782,4,6040,0.88,0.2285228744149208,0.001,1.1999912885585218e-05,40823
5.83,-0.71647019,40977,9795,4,6050,0.87,0.23756099989016852,0.001,1.0133922993797265e-05,40878
5.86,-0.72544544,41035,9809,4,6060,0.87,0.23009667297204336,0.001,9.32260771454215e-06,40934
5.95,-0.7315483199999998,41099,9824,4,6070,0.88,0.23230282589793205,0.001,1.330098655216716e-05,40997
5.95,-0.7234195599999999,41156,9838,4,6080,0.89,0.23302101790905,0.001,1.2723723648377927e-05,41055
5.9,-0.72259377,41213,9851,4,6090,0.87,0.2443445883691311,0.001,8.763319385707291e-06,41113
5.95,-0.7236053800000001,41273,9866,4,6100,0.88,0.2328024059534073,0.001,1.6212841223427353e-05,41177
6.03,-0.7300223199999999,41340,9882,4,6110,0.89,0.2299515629808108,0.001,8.738342330616433e-06,41238
6.1,-0.7284964800000001,41404,9897,4,6120,0.91,0.2329911504473005,0.001,7.68142672313843e-06,41304
5.99,-0.71580071,41460,9911,4,6130,0.91,0.24182108938694,0.001,6.667579782515531e-06,41360
5.92,-0.71122944,41516,9924,4,6140,0.9,0.2322111800312996,0.001,6.024701406204258e-06,41415
5.93,-0.7160341100000001,41570,9937,4,6150,0.9,0.23163342227538428,0.001,5.947714726062259e-06,41470
5.95,-0.7250522800000002,41630,9952,4,6160,0.9,0.2328638012210528,0.001,2.6953744963975623e-05,41530
5.83,-0.7233526,41682,9964,4,6170,0.87,0.24137920141220093,0.001,7.775050887305821e-06,41586
5.86,-0.72824006,41742,9979,4,6180,0.87,0.243044912815094,0.001,5.711041922040749e-06,41642
5.79,-0.7215513899999999,41792,9991,4,6190,0.86,0.23805375148852667,0.001,5.695405851232256e-06,41692
5.8,-0.72127579,41853,10005,4,6200,0.87,0.22891541322072348,0.001,6.820582560370288e-06,41752
5.71,-0.7186860899999999,41911,10019,4,6210,0.85,0.2322017444031579,0.001,9.454974263332718e-06,41810
5.68,-0.72115144,41972,10034,4,6220,0.83,0.2370124931136767,0.001,7.516335320663832e-06,41869
5.72,-0.7281540700000001,42032,10048,4,6230,0.83,0.2159593552350998,0.001,1.4868909602228086e-05,41931
5.64,-0.7094993299999999,42080,10060,4,6240,0.82,0.2594316303730011,0.001,1.0913615369645413e-05,41984
5.67,-0.7141367700000001,42137,10074,4,6250,0.82,0.2484980046749115,0.001,5.685635187546723e-06,42036
5.7,-0.7120499800000001,42200,10089,4,6260,0.82,0.23264900594949722,0.001,1.048642116074916e-05,42099
5.77,-0.71399565,42259,10103,4,6270,0.84,0.23995456738131388,0.001,1.4574942594793225e-05,42158
5.86,-0.7247963800000001,42328,10120,4,6280,0.85,0.234959301021364,0.001,5.870586291065491e-06,42228
6.04,-0.73954815,42396,10136,4,6290,0.88,0.23548589859689986,0.001,5.1343437072708705e-06,42294
6.02,-0.7401857600000001,42455,10150,4,6300,0.87,0.24483684301376343,0.001,7.724039278400596e-06,42354
5.9,-0.7291968899999999,42501,10161,4,6310,0.85,0.22869074983256205,0.001,1.1534842607423862e-05,42402
5.84,-0.7200812600000001,42556,10175,4,6320,0.84,0.23814868595865038,0.001,2.089433827576512e-05,42460
5.81,-0.7208616699999999,42613,10188,4,6330,0.83,0.23806926421821117,0.001,6.007305756838832e-06,42513
5.95,-0.74306807,42675,10203,4,6340,0.85,0.24264246651104518,0.001,6.566309431426427e-06,42573
5.96,-0.7413556600000001,42733,10217,4,6350,0.86,0.24111784994602203,0.001,7.691262908338103e-06,42633
5.87,-0.7274921499999999,42787,10230,4,6360,0.86,0.2536595523357391,0.001,1.6497016076755244e-05,42686
5.88,-0.7341500000000001,42847,10244,4,6370,0.86,0.23434597750504813,0.001,1.804781944277541e-05,42747
5.83,-0.7271522700000002,42911,10260,4,6380,0.85,0.24050429463386536,0.001,1.2321521353442222e-05,42808
5.77,-0.7135947899999999,42973,10275,4,6390,0.85,0.24768532315889993,0.001,9.279801133743604e-06,42872
5.77,-0.7077991800000001,43032,10289,4,6400,0.85,0.2553177624940872,0.001,7.994925681487075e-06,42932
5.89,-0.71984316,43090,10303,4,6410,0.87,0.24168615291515985,0.001,1.1452080646752924e-05,42994
