rollout/success_rate,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,time/episodes,time/fps,rollout/ep_rew_mean,train/learning_rate,train/actor_loss,train/n_updates,train/critic_loss
0.84,14281,52788,5.1,9440,3,-0.49135055,0.001,0.18009041994810104,52685,7.852510104081981e-06
0.85,14294,52834,5.07,9450,3,-0.4907557,0.001,0.18214071691036224,52734,4.192549022263848e-06
0.85,14309,52891,5.14,9460,3,-0.49781528,0.001,0.18671203553676605,52789,6.128555287432391e-06
0.85,14322,52939,5.15,9470,3,-0.49974307999999995,0.001,0.17623993158340454,52837,4.933283707941882e-06
0.85,14336,52988,5.12,9480,3,-0.48685318,0.001,0.17218089742319925,52885,4.118202956046194e-06
0.84,14349,53038,5.06,9490,3,-0.4891312200000001,0.001,0.18386492133140564,52936,1.0918360853143635e-05
0.85,14367,53103,5.23,9500,3,-0.4944947499999999,0.001,0.18039941042661667,52993,8.888175841548218e-06
0.86,14381,53155,5.26,9510,3,-0.4950802399999999,0.001,0.17957211782534918,53052,8.33508966024965e-06
0.87,14395,53208,5.25,9520,3,-0.49430036,0.001,0.1727866142988205,53106,1.1848181111417944e-05
0.87,14409,53257,5.24,9530,3,-0.49265924999999994,0.001,0.17740363478660584,53157,5.209570781516959e-06
0.87,14423,53311,5.23,9540,3,-0.49301614,0.001,0.1742203265428543,53209,5.695225263480097e-06
0.88,14438,53365,5.31,9550,3,-0.49722246999999997,0.001,0.17730033099651338,53262,4.19796760979807e-06
0.84,14450,53409,5.18,9560,3,-0.4905517899999999,0.001,0.17580357690652212,53307,6.3602992668165825e-06
0.85,14464,53461,5.22,9570,3,-0.4897186,0.001,0.17560886964201927,53359,1.26544409795315e-05
0.85,14478,53510,5.22,9580,3,-0.49578462000000006,0.001,0.1774170051018397,53408,9.71239925699289e-06
0.85,14492,53563,5.25,9590,3,-0.49405338,0.001,0.18097566068172455,53460,8.292899565276457e-06
0.85,14506,53615,5.12,9600,3,-0.48975684999999997,0.001,0.17887955009937287,53512,6.963937357795657e-06
0.85,14521,53669,5.14,9610,3,-0.49665698999999996,0.001,0.17599667012691497,53566,5.2989143114245966e-06
0.82,14535,53721,5.13,9620,3,-0.5035893599999999,0.001,0.17933721592028937,53618,7.271269775325588e-06
0.82,14548,53769,5.12,9630,3,-0.50541891,0.001,0.17628252506256104,53667,4.855359748034971e-06
0.81,14562,53819,5.08,9640,3,-0.50164421,0.001,0.18120223035415015,53716,7.104542570838627e-06
0.81,14577,53875,5.1,9650,3,-0.49959842000000004,0.001,0.17628142833709717,53770,7.689989888604033e-06
0.84,14590,53923,5.14,9660,3,-0.49933231000000006,0.001,0.1794789046049118,53821,3.690809489853564e-06
0.85,14606,53981,5.2,9670,3,-0.50443785,0.001,0.177554319302241,53877,6.221283456397941e-06
0.87,14620,54033,5.23,9680,3,-0.5029738399999999,0.001,0.17614407340685526,53930,4.9361352694177185e-06
0.87,14634,54084,5.21,9690,3,-0.5011829300000001,0.001,0.17870384454727173,53981,4.6464834516276215e-06
0.88,14648,54137,5.22,9700,3,-0.5015859299999998,0.001,0.18007663190364837,54035,6.484121968242107e-06
0.87,14661,54185,5.16,9710,3,-0.48845656999999987,0.001,0.1720779346568244,54084,4.308330094967719e-06
0.87,14675,54235,5.14,9720,3,-0.48232706999999997,0.001,0.1853522390127182,54133,5.347211335902102e-05
0.87,14690,54288,5.19,9730,3,-0.48680714999999997,0.001,0.1769553447763125,54186,3.994746142173729e-06
0.87,14703,54338,5.19,9740,3,-0.4849329300000001,0.001,0.1826936811208725,54235,5.685810174327344e-06
0.87,14716,54387,5.12,9750,3,-0.48099164,0.001,0.1807417243719101,54285,7.238804482767591e-06
0.87,14730,54436,5.13,9760,3,-0.4832549499999999,0.001,0.1790321208536625,54334,6.090768636113353e-06
0.84,14744,54489,5.08,9770,3,-0.48399695000000004,0.001,0.17085816959540048,54387,7.732283658394104e-06
0.83,14758,54541,5.08,9780,3,-0.48834084,0.001,0.1787840336561203,54438,5.628580629490898e-06
0.82,14771,54587,5.03,9790,3,-0.48930211,0.001,0.1794847697019577,54487,5.558727571042254e-06
0.82,14786,54641,5.04,9800,3,-0.48895677000000004,0.001,0.17121868828932443,54539,3.6502922663809536e-06
0.82,14800,54692,5.07,9810,3,-0.49292522,0.001,0.1778090794881185,54589,4.411237493210744e-06
0.84,14813,54741,5.06,9820,3,-0.48997188,0.001,0.18365508913993836,54639,4.6324154936883135e-06
0.84,14827,54792,5.04,9830,3,-0.48607519000000005,0.001,0.1822995146115621,54690,4.9753925850382075e-06
0.81,14838,54834,4.96,9840,3,-0.48588699999999996,0.001,0.1791632796327273,54734,1.4044549971004017e-05
0.79,14852,54883,4.96,9850,3,-0.48906703999999995,0.001,0.19242082238197328,54783,3.924181692127604e-06
0.8,14866,54937,5.01,9860,3,-0.48822395,0.001,0.17784738540649414,54835,9.833327021624428e-06
0.8,14879,54983,4.94,9870,3,-0.48451901999999997,0.001,0.18453091382980347,54883,5.004216654924676e-06
0.81,14894,55038,4.97,9880,3,-0.4822187399999999,0.001,0.17975640892982483,54936,4.433192043507006e-06
0.82,14907,55087,5.0,9890,3,-0.47798147999999985,0.001,0.17838047196467718,54987,4.320339485275326e-06
0.8,14920,55136,4.95,9900,3,-0.47423581000000004,0.001,0.17427695989608766,55033,5.887951192562468e-06
0.8,14935,55189,4.97,9910,3,-0.48110861000000005,0.001,0.18826998273531595,55087,1.3915437496810531e-05
0.8,14949,55241,5.0,9920,3,-0.48499436,0.001,0.18344338486591974,55141,7.279823345622087e-06
0.81,14963,55293,5.01,9930,3,-0.48480404,0.001,0.17732720325390497,55190,1.0879544182292497e-05
0.86,14978,55347,5.13,9940,3,-0.48650020999999993,0.001,0.1696278601884842,55244,1.3232251376393833e-05
0.89,14994,55405,5.22,9950,3,-0.4894593400000001,0.001,0.1819779681307929,55303,6.684560958092334e-06
0.87,15007,55456,5.19,9960,3,-0.49468924000000003,0.001,0.18575818538665773,55353,1.1819838982773945e-05
0.86,15020,55502,5.19,9970,3,-0.4923291900000001,0.001,0.17077062527338663,55399,6.588390230414613e-06
0.85,15034,55552,5.14,9980,3,-0.4887597300000001,0.001,0.1730439007282257,55450,9.461747686145827e-06
0.86,15047,55601,5.14,9990,3,-0.4880130100000001,0.001,0.17026141583919524,55498,4.830818943446502e-06
0.87,15061,55654,5.18,10000,3,-0.49638857000000003,0.001,0.17809017250935236,55554,5.331126393078496e-06
0.88,15075,55706,5.17,10010,3,-0.49224663,0.001,0.17544467747211456,55605,3.6532456609468986e-06
0.89,15089,55757,5.16,10020,3,-0.48561963999999996,0.001,0.1741893321275711,55655,1.9357064138603165e-05
0.89,15104,55812,5.19,10030,3,-0.49038592000000003,0.001,0.17653823147217432,55710,4.917013787538356e-06
0.86,15117,55860,5.13,10040,3,-0.49092799,0.001,0.17952878773212433,55756,5.944068296533563e-06
0.85,15131,55909,5.04,10050,3,-0.48642634000000007,0.001,0.17441941797733307,55807,5.24913539265981e-06
0.86,15146,55964,5.08,10060,3,-0.48572962999999997,0.001,0.17621900389591852,55862,5.915191233422472e-06
0.88,15160,56015,5.13,10070,3,-0.48253918999999995,0.001,0.18307579308748245,55913,5.062977038505778e-06
0.84,15171,56058,5.06,10080,3,-0.48584940000000004,0.001,0.18058484296003977,55955,4.256488788693484e-06
0.84,15186,56112,5.11,10090,3,-0.49461021999999993,0.001,0.1871491769949595,56010,3.0935446678389176e-06
