rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,time/time_elapsed,time/total_timesteps,rollout/success_rate,time/episodes,train/n_updates,train/critic_loss,train/learning_rate,train/actor_loss
-0.3956655500000001,6.66,4,688,3176,0.03,540,3079,0.0014287771579499047,0.001,0.4015614688396454
-0.3903325600000001,6.52,4,703,3242,0.03,550,3146,0.0015424925784048224,0.001,0.4081195741891861
-0.39348742999999997,6.58,4,718,3310,0.03,560,3213,0.0015089774737134577,0.001,0.42010398209095
-0.39344063999999995,6.59,4,732,3376,0.03,570,3279,0.0012757900694850832,0.001,0.42220840851465863
-0.39363568000000015,6.6,4,747,3443,0.03,580,3346,0.001773207332007587,0.001,0.425626277923584
-0.39053574999999996,6.56,4,761,3505,0.04,590,3410,0.0013740435824729502,0.001,0.4298556347688039
-0.3877008800000001,6.54,4,775,3570,0.05,600,3473,0.001933988241944462,0.001,0.43114611506462097
-0.39293191,6.6,4,791,3639,0.05,610,3543,0.0018653351747031724,0.001,0.4294968247413635
-0.39156768999999997,6.61,4,805,3704,0.05,620,3607,0.002094108184489111,0.001,0.4342205623785655
-0.39706261,6.65,4,821,3774,0.05,630,3677,0.002381442779941218,0.001,0.44598817825317383
-0.39226698,6.62,4,835,3838,0.05,640,3741,0.0018250162829644978,0.001,0.4397608737150828
-0.3951350599999999,6.67,4,851,3909,0.05,650,3812,0.0020207400375511497,0.001,0.4466640055179596
-0.3934117999999999,6.65,4,865,3975,0.05,660,3877,0.002388571990498652,0.001,0.4520290195941925
-0.39110420000000007,6.66,4,880,4042,0.06,670,3945,0.0021222327153996696,0.001,0.46033012866973877
-0.39241049000000006,6.67,4,896,4110,0.07,680,4013,0.002814678708091378,0.001,0.45404555400212604
-0.39555945000000003,6.73,4,911,4178,0.07,690,4081,0.00249808665830642,0.001,0.4685388207435608
-0.3947344400000001,6.75,4,926,4245,0.07,700,4148,0.002118014023705785,0.001,0.4651263952255249
-0.38769117999999997,6.74,4,941,4313,0.09,710,4215,0.003188854330801405,0.001,0.47093716263771057
-0.38841486,6.79,4,957,4383,0.09,720,4285,0.0025413830881007016,0.001,0.4573294520378113
-0.38733832999999995,6.86,4,975,4460,0.09,730,4362,0.0024219288752647117,0.001,0.47688739746809006
-0.388736,6.89,4,990,4527,0.1,740,4429,0.002429828347106065,0.001,0.4600188334782918
-0.38467550999999994,6.9,4,1006,4599,0.12,750,4505,0.002318291564006358,0.001,0.48270201683044434
-0.3862170000000001,6.94,4,1022,4669,0.12,760,4575,0.0018204387077795608,0.001,0.477123498916626
-0.38370314000000016,6.92,4,1037,4734,0.14,770,4636,0.0023371645282687886,0.001,0.48257969319820404
-0.38416957999999995,6.99,4,1054,4809,0.14,780,4710,0.003213070347555913,0.001,0.4869268238544464
-0.3857624,7.11,4,1072,4889,0.13,790,4791,0.0026544656488113106,0.001,0.4792573034763336
-0.38809766,7.18,4,1089,4963,0.12,800,4866,0.002922628590437983,0.001,0.48945771902799606
-0.38599023999999993,7.18,4,1104,5031,0.12,810,4934,0.002950366964796558,0.001,0.485933393239975
-0.38344543000000003,7.16,4,1120,5099,0.13,820,5001,0.0027507136756968168,0.001,0.4861599802970886
-0.3794908,7.09,4,1135,5169,0.13,830,5071,0.0032052473564233097,0.001,0.4953207274278005
-0.37804671,7.09,4,1151,5236,0.14,840,5138,0.003755997953703627,0.001,0.5037107318639755
-0.37794652000000006,7.1,4,1167,5309,0.14,850,5214,0.003018643707036972,0.001,0.4979425445199013
-0.37528872999999996,7.09,4,1183,5378,0.15,860,5280,0.002488922269549221,0.001,0.5028412938117981
-0.37725322999999994,7.13,4,1199,5447,0.16,870,5350,0.0037797405550788555,0.001,0.49279219657182693
-0.37502279,7.12,4,1216,5521,0.17,880,5423,0.0034243785921717063,0.001,0.49147501587867737
-0.3694576,7.02,4,1233,5591,0.21,890,5496,0.0028437545261112973,0.001,0.5032664835453033
-0.37376272,7.14,4,1253,5677,0.25,900,5567,0.004024445286227597,0.001,0.5166800767183304
-0.46040228000000005,8.58,4,1306,5889,0.23,910,5788,0.0030165605501017785,0.001,0.5108764469623566
-0.46335860999999995,8.75,4,1326,5974,0.24,920,5879,0.0038274024716681903,0.001,0.5129386633634567
-0.46329365,8.81,4,1344,6050,0.27,930,5955,0.003947662247810513,0.001,0.51784448325634
-0.46754574000000004,8.98,4,1364,6134,0.29,940,6028,0.004721069126389921,0.001,0.508070151011149
-0.4855858100000001,9.44,4,1392,6253,0.28,950,6153,0.005132002946497364,0.001,0.5229403257369996
-0.50286334,9.92,4,1420,6370,0.28,960,6275,0.005008901818655431,0.001,0.5109189748764038
-0.56580266,11.25,4,1470,6572,0.26,970,6474,0.006199462339282036,0.001,0.5401728947957357
-0.69064089,14.69,4,1576,6990,0.29,980,6800,0.0062528134556487204,0.001,0.5159995675086975
-0.7207421799999999,15.98,4,1628,7189,0.34,990,7093,0.004691756836235009,0.001,0.5089352897235325
-0.8141316900000001,19.64,4,1743,7641,0.36,1000,7451,0.004339413354173303,0.001,0.5086804234981537
-0.7841343800000001,20.31,4,1815,7920,0.44,1010,7826,0.0056420499458909035,0.001,0.5063559810320536
-0.8440080799999999,22.65,4,1897,8239,0.5,1020,8141,0.004652346763759851,0.001,0.5128146409988403
-0.8749659200000001,23.92,4,1949,8442,0.55,1030,8347,0.006247933255508542,0.001,0.47262971599896747
-0.8692574399999998,23.96,4,1972,8530,0.61,1040,8436,0.006723970108266387,0.001,0.46846565178462435
-0.9281366599999997,26.53,4,2068,8906,0.68,1050,8811,0.00518437762123843,0.001,0.4466909130414327
-0.93315974,27.19,4,2115,9089,0.76,1060,8993,0.004563514912275203,0.001,0.43567575848832424
