time/episodes,rollout/ep_len_mean,time/time_elapsed,time/fps,rollout/ep_rew_mean,rollout/success_rate,time/total_timesteps,train/critic_loss,train/learning_rate,train/n_updates,train/actor_loss
2550,5.28,4890,4,-0.39053296000000004,1.0,20705,2.1992976750577025e-05,0.001,20601,0.09548880904912949
2560,5.28,4902,4,-0.38913322,1.0,20754,1.0013627888838528e-05,0.001,20650,0.0991817981004715
2570,5.27,4915,4,-0.39300389,1.0,20807,9.588061948306858e-06,0.001,20703,0.09653902947902679
2580,5.24,4926,4,-0.38869712000000006,1.0,20856,1.181975994768436e-05,0.001,20753,0.0956862810999155
2590,5.2,4939,4,-0.3850881599999999,1.0,20910,9.963572665583342e-06,0.001,20805,0.09404098093509675
2600,5.26,4953,4,-0.39284108,1.0,20966,2.0480998197551042e-05,0.001,20860,0.09448664883772533
2610,5.33,4967,4,-0.39979226999999995,1.0,21025,1.2383811917970888e-05,0.001,20921,0.09953992068767548
2620,5.26,4979,4,-0.39415726999999995,0.99,21074,1.1317786083964166e-05,0.001,20970,0.09649356454610825
2630,5.2,4992,4,-0.38884341999999994,0.99,21127,1.050348828357528e-05,0.001,21023,0.09374506957828999
2640,5.21,5004,4,-0.38924778,0.99,21177,9.499002382134286e-06,0.001,21074,0.09816310341869082
2650,5.23,5016,4,-0.38664524,0.99,21228,7.610092552567949e-06,0.001,21124,0.09221371077001095
2660,5.31,5030,4,-0.39282089,0.99,21285,1.6267191767838085e-05,0.001,21180,0.09596641734242439
2670,5.28,5042,4,-0.3886108099999999,0.99,21335,1.4264414858189411e-05,0.001,21230,0.09804232232272625
2680,5.35,5055,4,-0.39573147,0.99,21391,1.9790961960097776e-05,0.001,21285,0.10272185355424882
2690,5.36,5068,4,-0.39552220000000005,0.99,21446,1.1684787205012981e-05,0.001,21342,0.09782645404338837
2700,5.34,5081,4,-0.3950401099999999,0.99,21500,1.6172714216130164e-05,0.001,21397,0.09574731190999348
2710,5.28,5094,4,-0.38538399,0.99,21553,9.63732454692945e-06,0.001,21448,0.09374037235975266
2720,5.32,5107,4,-0.38932828999999997,1.0,21606,1.082848802980152e-05,0.001,21501,0.09518205126126607
2730,5.34,5120,4,-0.39191775999999995,1.0,21661,1.0137720664715744e-05,0.001,21558,0.10047733131796122
2740,5.38,5133,4,-0.39487279000000003,1.0,21715,7.980992980568166e-06,0.001,21612,0.09605996683239937
2750,5.37,5145,4,-0.39484272,1.0,21765,1.277874594052264e-05,0.001,21662,0.09614215604960918
2760,5.32,5157,4,-0.3914614999999999,1.0,21817,7.330467269639485e-06,0.001,21713,0.09537100344896317
2770,5.34,5170,4,-0.39197886,1.0,21869,1.0995586580975215e-05,0.001,21764,0.09655077308416367
2780,5.25,5181,4,-0.38207445999999995,1.0,21916,1.820597353798803e-05,0.001,21812,0.1014057457447052
2790,5.22,5194,4,-0.37943235000000003,1.0,21968,1.105994433601154e-05,0.001,21864,0.10502839386463166
2800,5.2,5206,4,-0.37486089000000006,1.0,22020,1.6107929392698377e-05,0.001,21917,0.09605211888750394
2810,5.22,5219,4,-0.3780146200000001,1.0,22075,1.2785924030010523e-05,0.001,21968,0.09567136743238994
2820,5.21,5232,4,-0.37674228,1.0,22127,1.2226162652950734e-05,0.001,22023,0.10291687399148941
2830,5.2,5245,4,-0.37267776999999996,1.0,22181,8.032181995076826e-06,0.001,22076,0.09888108372688294
2840,5.16,5257,4,-0.37141736999999997,1.0,22231,9.453436905459967e-06,0.001,22127,0.09630273282527924
2850,5.21,5270,4,-0.37670936,1.0,22286,1.0039727931143716e-05,0.001,22180,0.09953156709671021
2860,5.21,5282,4,-0.37788528,1.0,22338,1.0701930659706704e-05,0.001,22235,0.10146128088235855
2870,5.2,5295,4,-0.38055233,1.0,22389,1.579507776720372e-05,0.001,22285,0.09897945572932561
2880,5.26,5308,4,-0.38536038000000006,1.0,22442,9.720330945128808e-06,0.001,22339,0.09478755444288253
2890,5.26,5320,4,-0.38576228999999995,1.0,22494,1.2391194786687265e-05,0.001,22390,0.09989938512444496
2900,5.27,5333,4,-0.38924069000000006,1.0,22547,7.90528713423555e-06,0.001,22443,0.09862645342946053
2910,5.24,5345,4,-0.3874341699999999,1.0,22599,2.178422346332809e-05,0.001,22494,0.09557976014912128
2920,5.27,5359,4,-0.39084114999999997,1.0,22654,2.0511857049617294e-05,0.001,22549,0.10426581278443336
2930,5.29,5372,4,-0.39260231999999995,1.0,22710,9.872327791526913e-06,0.001,22605,0.09812799841165543
2940,5.31,5385,4,-0.39546496000000003,1.0,22762,8.581782237472777e-06,0.001,22657,0.09822053675140653
2950,5.29,5397,4,-0.39349101000000003,1.0,22815,1.300287400833137e-05,0.001,22711,0.10006338109572728
2960,5.3,5410,4,-0.39297144,1.0,22868,7.625239959452301e-06,0.001,22765,0.09992139289776485
2970,5.32,5423,4,-0.39336090000000007,1.0,22921,9.183121922736367e-06,0.001,22818,0.09985321139295895
2980,5.32,5436,4,-0.3950698700000001,1.0,22974,7.7339418567135e-06,0.001,22871,0.10604852562149365
2990,5.32,5448,4,-0.40013392,1.0,23026,8.162684480339522e-06,0.001,22923,0.09898791648447514
3000,5.32,5461,4,-0.39964358,1.0,23079,1.0224489778920543e-05,0.001,22975,0.10826698243618012
3010,5.34,5474,4,-0.4016949,1.0,23133,7.83566395057278e-06,0.001,23028,0.10315005481243134
3020,5.32,5487,4,-0.3979587299999999,1.0,23186,1.2676230198849225e-05,0.001,23082,0.10263290877143542
3030,5.31,5500,4,-0.39853489,1.0,23241,1.1447505130490754e-05,0.001,23136,0.10630676001310349
3040,5.29,5512,4,-0.39464636,1.0,23291,8.460611525151762e-06,0.001,23187,0.09723737835884094
3050,5.31,5525,4,-0.40123628000000006,1.0,23346,1.1110671342369946e-05,0.001,23241,0.09386790295441945
3060,5.24,5536,4,-0.39181523000000007,1.0,23392,8.610907025285997e-06,0.001,23289,0.10622659623622895
3070,5.28,5550,4,-0.39610393,1.0,23449,9.653377522530112e-06,0.001,23345,0.09919648493329684
3080,5.25,5562,4,-0.39284285,1.0,23499,1.0837881745828781e-05,0.001,23395,0.09900220483541489
3090,5.23,5574,4,-0.38607347999999997,1.0,23549,1.383836006425554e-05,0.001,23446,0.1019082173705101
3100,5.22,5586,4,-0.38140164999999987,1.0,23601,4.29139949119417e-05,0.001,23496,0.10897273421287537
3110,5.22,5599,4,-0.37888394999999997,1.0,23655,1.002474956684247e-05,0.001,23552,0.10391555513654437
3120,5.22,5612,4,-0.38281174999999995,1.0,23708,1.1187623931618873e-05,0.001,23602,0.1000748485326767
3130,5.18,5624,4,-0.38104364999999996,1.0,23759,1.1858589459734503e-05,0.001,23654,0.10862350463867188
3140,5.17,5636,4,-0.38120039,1.0,23808,8.048334962040826e-06,0.001,23705,0.10487034544348717
3150,5.19,5650,4,-0.37884808999999997,1.0,23865,1.0640556714254975e-05,0.001,23759,0.1004207581281662
3160,5.25,5662,4,-0.38475161,1.0,23917,8.074359720922076e-06,0.001,23812,0.09987294971942902
3170,5.24,5676,4,-0.3824485799999999,1.0,23973,8.921271728468128e-06,0.001,23868,0.10218121409416199
3180,5.26,5688,4,-0.38676354000000013,1.0,24025,7.011677704819401e-06,0.001,23920,0.10274345800280571
3190,5.26,5701,4,-0.38740010999999996,1.0,24075,8.973726608019206e-06,0.001,23972,0.10102871805429459
3200,5.3,5714,4,-0.39496023999999996,1.0,24131,7.03476189301e-06,0.001,24026,0.10371921087304752
3210,5.36,5728,4,-0.40327108,1.0,24191,6.804099757573567e-06,0.001,24086,0.09727220386266708
3220,5.38,5742,4,-0.4023797699999999,1.0,24246,7.095233740983531e-06,0.001,24141,0.10230489522218704
3230,5.42,5755,4,-0.4062589300000001,1.0,24301,7.881053443270503e-06,0.001,24197,0.10917252004146576
3240,5.48,5768,4,-0.41042888000000005,1.0,24356,8.552257765716473e-06,0.001,24251,0.10391818306275777
3250,5.47,5782,4,-0.4093250500000001,1.0,24412,7.833149387200441e-06,0.001,24308,0.1036100760102272
3260,5.49,5795,4,-0.41393962999999995,1.0,24466,8.473619042585293e-06,0.001,24360,0.10179646934072177
3270,5.45,5807,4,-0.40685354,1.0,24518,1.471470955038967e-05,0.001,24413,0.10927609167993069
3280,5.43,5819,4,-0.40218863,1.0,24568,1.1570772585400846e-05,0.001,24465,0.09940042942762375
3290,5.45,5832,4,-0.40260431999999996,1.0,24620,7.309588818316115e-06,0.001,24515,0.10727028548717499
3300,5.41,5844,4,-0.39706438000000005,1.0,24672,7.876591553213075e-06,0.001,24569,0.09873244762420655
3310,5.35,5857,4,-0.39242194,1.0,24726,7.493674274883233e-06,0.001,24620,0.10887871123850346
3320,5.36,5870,4,-0.39924037999999995,1.0,24782,8.615028946223902e-06,0.001,24677,0.1024465799331665
3330,5.35,5883,4,-0.39260036,1.0,24836,1.164436093858967e-05,0.001,24733,0.10261880978941917
3340,5.29,5895,4,-0.38994483,1.0,24885,1.1724283619211443e-05,0.001,24782,0.10489055638511975
3350,5.27,5908,4,-0.38338644,1.0,24939,7.866558917157818e-06,0.001,24835,0.10396895408630372
3360,5.29,5922,4,-0.3850733700000001,1.0,24995,7.989165927331973e-06,0.001,24891,0.10032442957162857
3370,5.24,5933,4,-0.37985400999999996,1.0,25042,7.353881301241927e-06,0.001,24939,0.10418079346418381
3380,5.29,5946,4,-0.38899483,1.0,25097,8.891048128134572e-06,0.001,24992,0.10313353091478347
3390,5.31,5959,4,-0.39229482,1.0,25151,8.34010079415748e-06,0.001,25046,0.10109971910715103
3400,5.35,5973,4,-0.39687569000000006,1.0,25207,1.8586211263027506e-05,0.001,25102,0.10461401790380478
3410,5.29,5984,4,-0.3881515100000001,1.0,25255,1.7456370005675127e-05,0.001,25151,0.10496402233839035
3420,5.28,5997,4,-0.37973528999999995,1.0,25310,9.559933005220955e-06,0.001,25205,0.10683226026594639
3430,5.31,6011,4,-0.38445238000000004,1.0,25367,7.04094622960838e-06,0.001,25262,0.10400601290166378
3440,5.37,6024,4,-0.3878588999999999,1.0,25422,6.095615769178646e-06,0.001,25318,0.10328264037768047
3450,5.34,6037,4,-0.3905046300000001,1.0,25473,5.965050452990302e-06,0.001,25368,0.10299915944536527
3460,5.3,6049,4,-0.38668944000000005,1.0,25525,1.437760556655121e-05,0.001,25419,0.10647361911833286
3470,5.35,6062,4,-0.39215610999999995,1.0,25577,1.3149356618669117e-05,0.001,25474,0.10714076459407806
3480,5.32,6074,4,-0.38803857999999997,1.0,25629,1.2511703971540555e-05,0.001,25524,0.10167055577039719
3490,5.36,6088,4,-0.3913384,1.0,25687,1.0992278172731554e-05,0.001,25583,0.10135348265369733
3500,5.34,6101,4,-0.39430223999999997,1.0,25741,8.213187129513244e-06,0.001,25637,0.10356734568874042
3510,5.4,6114,4,-0.4024241799999999,1.0,25795,1.9607451031333766e-05,0.001,25691,0.10079297423362732
3520,5.37,6126,4,-0.39951137000000003,1.0,25847,1.5719697633661173e-05,0.001,25741,0.1014295257627964
3530,5.31,6139,4,-0.38852149999999996,1.0,25898,9.786674183942523e-06,0.001,25794,0.10302663035690784
3540,5.3,6152,4,-0.38448793000000003,1.0,25952,1.5424214022156473e-05,0.001,25848,0.10811132937669754
3550,5.35,6165,4,-0.3917661799999999,1.0,26008,7.770300362608395e-06,0.001,25904,0.10235164612531662
3560,5.36,6178,4,-0.39298976,1.0,26061,1.0576017302810214e-05,0.001,25956,0.10384443650643031
3570,5.35,6190,4,-0.3919800700000001,1.0,26112,6.866730624703147e-06,0.001,26008,0.10597381616632144
3580,5.36,6203,4,-0.39739303,1.0,26165,5.54881426069187e-06,0.001,26060,0.1020096406340599
3590,5.33,6216,4,-0.39484134000000004,1.0,26220,6.44809115328826e-06,0.001,26115,0.10876164883375168
3600,5.28,6228,4,-0.38233923999999986,1.0,26269,1.0979077342199161e-05,0.001,26165,0.10358036905527115
3610,5.27,6241,4,-0.38135544000000005,1.0,26322,1.1168280252604745e-05,0.001,26218,0.10550689697265625
3620,5.28,6253,4,-0.3854045399999999,1.0,26375,6.198507435328793e-06,0.001,26272,0.10975901037454605
3630,5.27,6265,4,-0.39261012000000006,1.0,26425,5.989310693621519e-06,0.001,26322,0.1027398556470871
3640,5.29,6279,4,-0.4013557200000001,1.0,26481,8.275644556003195e-06,0.001,26376,0.10589059814810753
3650,5.29,6292,4,-0.3952521300000001,1.0,26537,1.5230986718961503e-05,0.001,26432,0.10020439326763153
3660,5.32,6306,4,-0.4045314200000001,1.0,26593,8.167640620134383e-06,0.001,26489,0.11207854375243187
3670,5.32,6318,4,-0.40605766000000004,1.0,26644,6.031024531694129e-06,0.001,26539,0.10750062316656113
3680,5.35,6331,4,-0.40618630000000006,1.0,26700,8.398721547564492e-06,0.001,26596,0.10507236421108246
3690,5.37,6345,4,-0.40812033,1.0,26757,1.0516779366298578e-05,0.001,26654,0.11023460626602173
3700,5.43,6358,4,-0.41596027999999996,1.0,26812,7.245755265709401e-06,0.001,26708,0.10810652375221252
3710,5.4,6370,4,-0.40923769,1.0,26862,6.043098589240496e-06,0.001,26759,0.1071928342183431
3720,5.43,6384,4,-0.41305086,1.0,26918,5.044283435987988e-06,0.001,26814,0.09625662118196487
3730,5.49,6397,4,-0.41972542,1.0,26974,6.860366625005554e-06,0.001,26871,0.1060304343700409
3740,5.43,6409,4,-0.40983855999999996,1.0,27024,9.913635797905348e-06,0.001,26920,0.11147905016938846
3750,5.33,6421,4,-0.40122679000000006,1.0,27070,5.835224328620825e-06,0.001,26966,0.10624904185533524
3760,5.27,6433,4,-0.38779800999999997,1.0,27120,1.1946385075134459e-05,0.001,27017,0.10061347186565399
3770,5.27,6445,4,-0.38839539,1.0,27171,5.759015039075166e-06,0.001,27068,0.1037184789776802
3780,5.25,6458,4,-0.38258551999999996,1.0,27225,7.0091507495817496e-06,0.001,27122,0.10937818263967831
3790,5.2,6470,4,-0.37669185000000005,1.0,27277,5.677283184013504e-06,0.001,27172,0.10117420740425587
3800,5.18,6483,4,-0.37620374999999995,1.0,27330,7.398562684102217e-06,0.001,27225,0.10905052870512008
3810,5.21,6496,4,-0.38482379,1.0,27383,1.1867529610753991e-05,0.001,27277,0.11705997437238694
3820,5.14,6508,4,-0.37615665,1.0,27432,8.88528961695556e-06,0.001,27328,0.09928814321756363
3830,5.11,6520,4,-0.37040641999999996,1.0,27485,8.585071035278296e-06,0.001,27380,0.11158489755221776
3840,5.14,6533,4,-0.37468305999999996,1.0,27538,7.5605534220812846e-06,0.001,27435,0.1054815798997879
3850,5.22,6546,4,-0.3845406299999999,1.0,27592,1.3644997125084046e-05,0.001,27487,0.10987193789333105
3860,5.26,6559,4,-0.38844328999999994,1.0,27646,7.358575658145128e-06,0.001,27542,0.10371388681232929
3870,5.28,6572,4,-0.3887142500000001,1.0,27699,6.140664330208286e-06,0.001,27594,0.10752102360129356
3880,5.32,6586,4,-0.39451591999999996,1.0,27757,6.183900325140712e-06,0.001,27653,0.10327081102877855
3890,5.37,6600,4,-0.40164758999999994,1.0,27814,1.587584429216804e-05,0.001,27710,0.10650994628667831
3900,5.35,6612,4,-0.40086500999999997,1.0,27865,1.2408730526658474e-05,0.001,27762,0.10919692181050777
3910,5.34,6624,4,-0.39982048000000003,1.0,27917,8.898867690732004e-06,0.001,27813,0.10240822657942772
3920,5.42,6638,4,-0.40688058000000005,1.0,27974,7.153745627874741e-06,0.001,27869,0.10719600568215053
3930,5.41,6651,4,-0.40557978999999994,1.0,28026,7.428676976165402e-06,0.001,27921,0.10205816371100289
3940,5.43,6664,4,-0.40514365999999996,1.0,28081,6.485006830795707e-06,0.001,27977,0.1113576740026474
3950,5.41,6676,4,-0.40329512,1.0,28133,7.808335453773907e-06,0.001,28027,0.11030351556837559
3960,5.38,6689,4,-0.3997203100000001,1.0,28184,5.676492150996637e-06,0.001,28081,0.1029053907841444
3970,5.37,6701,4,-0.3996515699999999,1.0,28236,7.2668414456226555e-06,0.001,28130,0.1055942935248216
3980,5.28,6713,4,-0.38992588,1.0,28285,8.290870937344152e-06,0.001,28182,0.10779220424592495
3990,5.24,6726,4,-0.38590578000000003,1.0,28338,5.58660622118623e-06,0.001,28234,0.10969420522451401
4000,5.27,6739,4,-0.38720507,1.0,28392,1.1027014352293918e-05,0.001,28286,0.10697695016860961
4010,5.24,6750,4,-0.3807612300000001,1.0,28441,6.995078251748055e-06,0.001,28336,0.1048364844173193
4020,5.24,6764,4,-0.3816056399999999,1.0,28498,6.583445156138623e-06,0.001,28393,0.10349611043930054
4030,5.2,6776,4,-0.37690402,1.0,28546,9.070778446584882e-06,0.001,28441,0.10433964058756828
4040,5.16,6788,4,-0.3764315599999999,1.0,28597,1.9072314898949116e-05,0.001,28494,0.11025357432663441
4050,5.18,6801,4,-0.37890407000000004,1.0,28651,6.823589728810475e-06,0.001,28546,0.10966433584690094
4060,5.19,6814,4,-0.38193076000000004,1.0,28703,8.239159342338098e-06,0.001,28599,0.1040629471341769
4070,5.17,6826,4,-0.37947877999999996,1.0,28753,1.1767510659410619e-05,0.001,28649,0.10686250627040864
4080,5.22,6839,4,-0.38525653,1.0,28807,1.3918564642760126e-05,0.001,28702,0.11223810414473216
4090,5.27,6852,4,-0.38830601000000015,1.0,28865,1.1355348760844208e-05,0.001,28761,0.11033733636140823
4100,5.27,6865,4,-0.39345821000000003,1.0,28919,1.0889708770870735e-05,0.001,28814,0.10165490458408992
4110,5.32,6878,4,-0.39840565000000006,1.0,28973,5.823860419695848e-06,0.001,28870,0.11454161629080772
4120,5.29,6891,4,-0.39661619000000004,1.0,29027,4.905738413591669e-06,0.001,28922,0.10646537904228483
4130,5.33,6904,4,-0.4005032799999999,1.0,29079,6.5213636844418945e-06,0.001,28976,0.11041468232870102
4140,5.35,6917,4,-0.40257948,1.0,29132,5.118755552757648e-06,0.001,29029,0.1116179060190916
4150,5.36,6930,4,-0.40247567999999995,1.0,29187,7.864687904657331e-06,0.001,29084,0.10248958319425583
4160,5.37,6943,4,-0.4047966799999999,1.0,29240,2.380527093919227e-05,0.001,29137,0.10191596001386642
4170,5.41,6956,4,-0.41319402999999993,1.0,29294,7.215223680153334e-06,0.001,29189,0.1062150498231252
4180,5.4,6968,4,-0.40677366,1.0,29347,5.6359147796077496e-06,0.001,29242,0.10100499416391055
4190,5.31,6980,4,-0.39895861000000005,1.0,29396,8.107379289867823e-06,0.001,29292,0.10854126065969467
4200,5.28,6992,4,-0.39482893999999996,1.0,29447,6.871264986330061e-06,0.001,29342,0.10803936049342155
4210,5.22,7004,4,-0.38798913,1.0,29495,4.12402035484168e-06,0.001,29392,0.10163961475094159
4220,5.19,7016,4,-0.3811926199999999,1.0,29546,5.459594422063674e-06,0.001,29442,0.10530113130807876
4230,5.25,7030,4,-0.38879524,1.0,29604,8.346972663275665e-06,0.001,29499,0.11383217945694923
4240,5.22,7042,4,-0.38287926999999994,1.0,29654,5.818329282192281e-06,0.001,29550,0.11097031235694885
4250,5.21,7055,4,-0.38297190999999997,1.0,29708,6.431035975159223e-06,0.001,29604,0.10540353630979855
4260,5.21,7068,4,-0.38392195,1.0,29761,4.567673386191018e-06,0.001,29656,0.10931481420993805
4270,5.18,7080,4,-0.38129413000000006,1.0,29812,4.471018542062666e-06,0.001,29708,0.10529698990285397
4280,5.19,7093,4,-0.38881225,1.0,29866,6.37526432001323e-06,0.001,29760,0.11159950867295265
4290,5.25,7106,4,-0.39435818999999994,1.0,29921,7.693011715067163e-06,0.001,29816,0.1124111811319987
4300,5.26,7119,4,-0.3914426,1.0,29973,5.898190283915028e-06,0.001,29869,0.10684126764535903
4310,5.32,7132,4,-0.4001641899999999,1.0,30027,1.299325003856211e-05,0.001,29923,0.10887785504261653
4320,5.34,7145,4,-0.40714644,1.0,30080,7.876898886631048e-06,0.001,29977,0.10880994300047557
4330,5.28,7157,4,-0.39920951999999993,1.0,30132,7.72769097541944e-06,0.001,30028,0.1046476053694884
4340,5.34,7170,4,-0.4057922,1.0,30188,7.274973540916108e-06,0.001,30082,0.11249528676271439
4350,5.33,7183,4,-0.40418006999999995,1.0,30241,7.2305588219023775e-06,0.001,30137,0.11251350119709969
4360,5.31,7195,4,-0.3962624700000001,1.0,30292,4.887622594651475e-06,0.001,30187,0.10231445357203484
4370,5.29,7207,4,-0.3906287500000001,1.0,30341,6.714033588650636e-06,0.001,30238,0.10896032676100731
4380,5.27,7220,4,-0.3851239999999999,1.0,30393,1.3953961024526507e-05,0.001,30288,0.10840296745300293
4390,5.25,7232,4,-0.37908702000000005,1.0,30446,6.955401477171108e-06,0.001,30342,0.11471222788095474
4400,5.24,7245,4,-0.3766045800000001,1.0,30497,7.534959043672036e-06,0.001,30393,0.10991666465997696
4410,5.21,7257,4,-0.37381503000000005,1.0,30548,5.0242811842811834e-06,0.001,30444,0.1080875297387441
4420,5.2,7269,4,-0.36690681,1.0,30600,9.019432354762102e-06,0.001,30496,0.10770160580674808
4430,5.18,7281,4,-0.37025648000000005,1.0,30650,6.015650433255359e-06,0.001,30545,0.11118385344743728
4440,5.15,7294,4,-0.3691280800000001,1.0,30703,5.008959002831641e-06,0.001,30599,0.10347968464096387
4450,5.16,7307,4,-0.37354351,1.0,30757,9.961584358582817e-06,0.001,30653,0.11195216203729312
4460,5.18,7320,4,-0.3764342899999999,1.0,30810,6.404837040463462e-06,0.001,30706,0.10903040617704392
4470,5.25,7333,4,-0.38585652000000004,1.0,30866,6.4174914768955205e-06,0.001,30761,0.11101329699158669
4480,5.24,7346,4,-0.38757235,1.0,30917,4.549203557265476e-06,0.001,30813,0.11691130076845486
4490,5.2,7357,4,-0.38761471000000003,1.0,30966,5.147076444700361e-06,0.001,30863,0.11140560805797577
4500,5.21,7370,4,-0.38956823,1.0,31018,4.1087451791099735e-06,0.001,30913,0.10163620412349701
4510,5.19,7382,4,-0.3863228900000001,1.0,31067,5.655729728459846e-06,0.001,30964,0.10612748265266418
4520,5.26,7396,4,-0.40059908,1.0,31126,6.656753915497878e-06,0.001,31021,0.11676330119371414
4530,5.31,7409,4,-0.40208755999999996,1.0,31181,4.7005429072063025e-06,0.001,31076,0.10481327896316846
4540,5.3,7422,4,-0.39989622,1.0,31233,4.3105676468258025e-06,0.001,31128,0.11295972267786662
4550,5.26,7434,4,-0.39254348,1.0,31283,6.176482429509633e-06,0.001,31180,0.11100087314844131
4560,5.22,7445,4,-0.38980096,1.0,31332,5.89597774099578e-06,0.001,31228,0.1182970479130745
4570,5.2,7458,4,-0.3793041999999999,1.0,31386,7.94253401181777e-06,0.001,31282,0.10839059501886368
4580,5.2,7471,4,-0.37802732999999994,1.0,31437,1.2780506494891597e-05,0.001,31332,0.1104227751493454
4590,5.26,7484,4,-0.38173631,1.0,31492,4.239982975680808e-06,0.001,31389,0.11120737468202908
4600,5.29,7497,4,-0.38335468999999994,1.0,31547,8.948577942646807e-06,0.001,31443,0.10666977018117904
4610,5.34,7510,4,-0.39082984000000004,1.0,31601,1.2558276921481593e-05,0.001,31496,0.10201605968177319
4620,5.34,7524,4,-0.38982887,1.0,31660,8.130873019191703e-06,0.001,31556,0.10588260633604867
4630,5.27,7536,4,-0.38209804,1.0,31708,1.5677160990890116e-05,0.001,31604,0.1153969869017601
4640,5.33,7550,4,-0.38648535,1.0,31766,1.6131240045069717e-05,0.001,31661,0.11741499416530132
4650,5.36,7563,4,-0.38793759,1.0,31819,7.714745834164205e-06,0.001,31714,0.10307307913899422
4660,5.41,7576,4,-0.39160997,1.0,31873,5.751816479460103e-06,0.001,31770,0.11376479268074036
4670,5.4,7588,4,-0.3993478899999999,1.0,31926,5.891382579648053e-06,0.001,31822,0.11309386342763901
4680,5.39,7600,4,-0.39713957000000005,1.0,31976,5.530550993171346e-06,0.001,31871,0.11702892184257507
4690,5.38,7613,4,-0.39760121,1.0,32030,6.3061389331172295e-06,0.001,31925,0.10959659640987714
4700,5.4,7627,4,-0.40195207000000005,1.0,32087,9.455833423999139e-06,0.001,31982,0.10819612741470337
4710,5.39,7640,4,-0.39809345,1.0,32140,4.66922722353047e-06,0.001,32036,0.10421463288366795
4720,5.34,7653,4,-0.3917696399999999,1.0,32194,7.224824154642799e-06,0.001,32090,0.1118943952023983
4730,5.37,7665,4,-0.39559292,1.0,32245,1.1773828191508073e-05,0.001,32141,0.10864636674523354
4740,5.32,7678,4,-0.38893299,1.0,32298,1.0896019375650212e-05,0.001,32194,0.10496435463428497
4750,5.3,7690,4,-0.38636137999999987,1.0,32349,7.044957965263166e-06,0.001,32246,0.10856613218784332
4760,5.3,7703,4,-0.3909694499999999,1.0,32403,5.121197864355053e-06,0.001,32298,0.11777299493551255
4770,5.25,7714,4,-0.38209096,1.0,32451,3.880190752170165e-06,0.001,32347,0.11130817830562592
4780,5.3,7728,4,-0.39178624,1.0,32506,6.71926803382424e-06,0.001,32402,0.10806909824411075
4790,5.3,7741,4,-0.3929891,1.0,32560,5.201902619470881e-06,0.001,32454,0.10825422406196594
4800,5.27,7754,4,-0.38890912,1.0,32614,7.448593942172011e-06,0.001,32511,0.10901452600955963
4810,5.25,7766,4,-0.38883329999999994,1.0,32665,4.209858654273073e-06,0.001,32561,0.11368747428059578
4820,5.27,7779,4,-0.3942528899999999,1.0,32721,6.585284002843157e-06,0.001,32618,0.11610388507445653
4830,5.23,7791,4,-0.38760525000000007,1.0,32768,6.284659775701584e-06,0.001,32664,0.11297606229782105
4840,5.28,7805,4,-0.39454866999999993,1.0,32826,7.087883773237991e-06,0.001,32721,0.10565384849905968
4850,5.26,7817,4,-0.38969891999999995,1.0,32875,9.200391446029244e-06,0.001,32772,0.10913075879216194
4860,5.25,7829,4,-0.38465428999999995,1.0,32928,4.624584562407108e-06,0.001,32825,0.1115537981192271
4870,5.33,7843,4,-0.39612650999999993,1.0,32984,5.836462878505699e-06,0.001,32880,0.11805183291435242
4880,5.24,7854,4,-0.38405868,1.0,33030,5.367954781831941e-06,0.001,32927,0.1134232684969902
4890,5.21,7866,4,-0.38204836999999997,1.0,33081,3.1370211672765436e-06,0.001,32976,0.10503701493144035
4900,5.21,7879,4,-0.38413476,1.0,33135,7.979265410540392e-06,0.001,33030,0.1122514471411705
4910,5.2,7891,4,-0.38316861,1.0,33185,8.365929261344718e-06,0.001,33081,0.11516429632902145
4920,5.14,7903,4,-0.37210486000000004,1.0,33235,4.4739585973729845e-06,0.001,33130,0.11105227718750636
4930,5.2,7916,4,-0.38241367000000004,1.0,33288,4.336418669481645e-06,0.001,33183,0.10951925441622734
4940,5.14,7928,4,-0.37836539,1.0,33340,5.457777357757247e-06,0.001,33237,0.10938383017977078
4950,5.17,7941,4,-0.3859995,1.0,33392,5.681476704921806e-06,0.001,33287,0.10513855218887329
4960,5.2,7954,4,-0.39163546000000005,1.0,33448,5.653563805805918e-06,0.001,33343,0.10497192080531802
4970,5.17,7967,4,-0.3842308400000001,1.0,33501,1.4281999938248191e-05,0.001,33397,0.1183791771531105
4980,5.2,7979,4,-0.3850023,1.0,33550,4.02024475079088e-06,0.001,33446,0.11175804436206818
4990,5.22,7992,4,-0.3813793499999999,1.0,33603,1.362756192975212e-05,0.001,33496,0.11527194678783417
5000,5.24,8005,4,-0.376437,1.0,33659,1.2657203114940785e-05,0.001,33554,0.11218052357435226
5010,5.23,8017,4,-0.3735179,1.0,33708,6.846948144811904e-06,0.001,33604,0.10795411765575409
5020,5.29,8030,4,-0.38014217000000017,1.0,33764,6.065487013984239e-06,0.001,33658,0.11181661610802014
5030,5.25,8042,4,-0.37441574000000005,1.0,33813,8.490956361129065e-06,0.001,33710,0.11016019061207771
5040,5.29,8056,4,-0.37992192,1.0,33869,6.727150131761543e-06,0.001,33765,0.11201854422688484
5050,5.29,8068,4,-0.38309520999999996,1.0,33921,4.696762198364013e-06,0.001,33818,0.10266256034374237
